Name of program,Type of program,Program code,Quota,Matched
Montana Family Medicine,Family Medicine,1216120C0,8,5
University of Montana,Family Medicine/Missoula,1524120C0,7,7
University of Montana,Family Medicine/Kalispell,1524120C1,3,3
Clarkson Family Med Res-NE,Family Medicine,3197120C0,6,6
Creighton Univ Affil Hosps-NE,Family Medicine,1372120C0,8,8
Creighton Univ Affil Hosps-NE,Internal Medicine,1372140C0,24,24
Creighton Univ Affil Hosps-NE,Medicine-Preliminary,1372140P0,4,4
Creighton Univ Affil Hosps-NE,Neurology,1372180C0,2,2
Creighton Univ Affil Hosps-NE,Obstetrics-Gynecology,1372220C0,4,4
Creighton Univ Affil Hosps-NE,Pathology,1372300C0,2,2
Creighton Univ Affil Hosps-NE,Psychiatry,1372400C0,6,6
Creighton Univ Affil Hosps-NE,Radiology-Diagnostic,1372420A0,3,3
Creighton Univ Affil Hosps-NE,Radiology-Diagnostic,1372420R0,3,3
Creighton Univ Affil Hosps-NE,General Surgery,1372440C0,4,4
Creighton Univ Affil Hosps-NE,Surgery-Preliminary,1372440P0,2,2
Lincoln Med Ed Partnership-NE,Family Medicine,3021120C0,8,6
University of Nebraska Med Ctr,Anesthesiology,1376040A0,2,2
University of Nebraska Med Ctr,Anesthesiology,1376040C0,8,8
University of Nebraska Med Ctr,Emergency Medicine,1376110C0,11,11
University of Nebraska Med Ctr,Fam Med/Grand Island,1376120C1,2,0
University of Nebraska Med Ctr,Fam Med/North Platte,1376120C3,1,1
University of Nebraska Med Ctr,Fam Med/Scottsbluff,1376120C4,2,1
University of Nebraska Med Ctr,Fam Med/Traditional,1376120C5,7,7
University of Nebraska Med Ctr,Family Med/Kearney,1376120C6,2,2
University of Nebraska Med Ctr,Family Med/Urban,1376120C7,1,1
University of Nebraska Med Ctr,Family Med/Norfolk,1376120C8,1,1
University of Nebraska Med Ctr,Internal Medicine,1376140C0,25,25
University of Nebraska Med Ctr,Medicine-Preliminary,1376140P0,8,8
University of Nebraska Med Ctr,Neurological Surgery,1376160C0,2,2
University of Nebraska Med Ctr,Neurology,1376180C0,5,5
University of Nebraska Med Ctr,Obstetrics-Gynecology,1376220C0,4,4
University of Nebraska Med Ctr,Orthopaedic Surgery,1376260C0,5,5
University of Nebraska Med Ctr,Otolaryngology,1376280C0,3,3
University of Nebraska Med Ctr,Pathology,1376300C0,3,3
University of Nebraska Med Ctr,Pediatrics,1376320C0,15,15
University of Nebraska Med Ctr,Phys Medicine & Rehab,1376340C0,4,4
University of Nebraska Med Ctr,Psychiatry,1376400C0,4,4
University of Nebraska Med Ctr,Interventional Radiology (Integ),1376416A0,1,0
University of Nebraska Med Ctr,Radiology-Diagnostic,1376420A0,6,6
University of Nebraska Med Ctr,Radiation Oncology,1376430A0,1,1
University of Nebraska Med Ctr,General Surgery,1376440C0,6,6
University of Nebraska Med Ctr,Medicine-Pediatrics,1376700C0,4,4
Sunrise Health GME Consortium-NV,Anesthesiology,1884040A0,7,7
Sunrise Health GME Consortium-NV,Emergency Medicine,1884110C0,11,11
Sunrise Health GME Consortium-NV,Family Medicine,1884120C0,8,8
Sunrise Health GME Consortium-NV,Internal Medicine,1884140C0,22,22
Sunrise Health GME Consortium-NV,Obstetrics-Gynecology,1884220C0,4,4
Sunrise Health GME Consortium-NV,Phys Medicine & Rehab,1884340A0,6,6
Sunrise Health GME Consortium-NV,Phys Medicine & Rehab,1884340R0,1,1
Sunrise Health GME Consortium-NV,Psychiatry,1884400C0,4,4
Sunrise Health GME Consortium-NV,Radiology-Diagnostic,1884420A0,5,4
Sunrise Health GME Consortium-NV,Radiology-Diagnostic,1884420R0,5,3
Sunrise Health GME Consortium-NV,General Surgery,1884440C0,4,4
Sunrise Health GME Consortium-NV,Surgery-Preliminary,1884440P0,8,1
Sunrise Health GME Consortium-NV,Transitional/Mountain View,1884999P0,17,13
Sunrise Health GME Consortium-NV,Transitional/Southern Hills,1884999P1,13,13
U Nevada Las Vegas SOM,Emergency Medicine,2028110C0,8,8
U Nevada Las Vegas SOM,Family Medicine,2028120C0,5,5
U Nevada Las Vegas SOM,Family Medicine/Rural,2028120C1,2,0
U Nevada Las Vegas SOM,Internal Medicine,2028140C0,22,21
U Nevada Las Vegas SOM,Medicine-Preliminary,2028140P0,4,1
U Nevada Las Vegas SOM,Obstetrics-Gynecology,2028220C0,4,4
U Nevada Las Vegas SOM,Orthopaedic Surgery,2028260C0,4,4
U Nevada Las Vegas SOM,Otolaryngology,2028280C0,1,1
U Nevada Las Vegas SOM,Pediatrics,2028320C0,10,10
U Nevada Las Vegas SOM,Plastic Surgery (Integrated),2028362C0,1,1
U Nevada Las Vegas SOM,Psychiatry,2028400C0,10,10
U Nevada Las Vegas SOM,General Surgery,2028440C0,3,3
U Nevada Las Vegas SOM,Surgery-Preliminary,2028440P0,1,0
U Nevada Reno SOM,Family Medicine,2017120C0,8,8
U Nevada Reno SOM,Family Med/Rural,2017120C1,2,2
U Nevada Reno SOM,Internal Medicine,2017140C0,20,20
U Nevada Reno SOM,Medicine-Primary,2017140M0,5,5
U Nevada Reno SOM,Medicine-Preliminary,2017140P0,2,2
U Nevada Reno SOM,Psychiatry,2017400C0,6,6
Valley Health System-NV,Emergency Medicine,2201110C0,8,8
Valley Health System-NV,Family Medicine,2201120C0,10,10
Valley Health System-NV,General Surgery,2201440C0,3,3
Valley Health System-NV,Surgery-Preliminary,2201440P0,8,2
Valley Hosp Med Ctr-NV,Family Medicine,2223120C0,5,3
Valley Hosp Med Ctr-NV (Continued),Internal Medicine,2223140C0,15,7
Valley Hosp Med Ctr-NV (Continued),Neurology,2223180C0,2,2
Valley Hosp Med Ctr-NV (Continued),Orthopaedic Surgery,2223260C0,2,2
Concord Hospital-NH,Family Medicine,1091120C0,8,8
Dartmouth-Hitchcock Med Ctr-NH,Anesthesiology,1377040C0,7,7
Dartmouth-Hitchcock Med Ctr-NH,Anesthesiology,1377040R0,1,1
Dartmouth-Hitchcock Med Ctr-NH,Dermatology,1377080A0,3,3
Dartmouth-Hitchcock Med Ctr-NH,Emergency Medicine,1377110C0,6,6
Dartmouth-Hitchcock Med Ctr-NH,Internal Medicine,1377140C0,15,15
Dartmouth-Hitchcock Med Ctr-NH,Medicine-Primary,1377140M0,4,4
Dartmouth-Hitchcock Med Ctr-NH,Medicine-Preliminary,1377140P0,2,2
Dartmouth-Hitchcock Med Ctr-NH,Neurological Surgery,1377160C0,1,1
Dartmouth-Hitchcock Med Ctr-NH,Neurology,1377180C0,4,3
Dartmouth-Hitchcock Med Ctr-NH,Obstetrics-Gynecology,1377220C0,4,4
Dartmouth-Hitchcock Med Ctr-NH,Orthopaedic Surgery,1377260C0,4,4
Dartmouth-Hitchcock Med Ctr-NH,Otolaryngology,1377280C0,1,1
Dartmouth-Hitchcock Med Ctr-NH,Pathology,1377300C0,3,3
Dartmouth-Hitchcock Med Ctr-NH,Pediatrics,1377320C0,7,7
Dartmouth-Hitchcock Med Ctr-NH,Plastic Surgery (Integrated),1377362C0,1,1
Dartmouth-Hitchcock Med Ctr-NH,Psychiatry,1377400C0,7,7
Dartmouth-Hitchcock Med Ctr-NH,Psychiatry/Reseach Track,1377400C1,1,1
Dartmouth-Hitchcock Med Ctr-NH,Psychiatry/Child Track,1377400C2,1,1
Dartmouth-Hitchcock Med Ctr-NH,Interventional Radiology (Integ),1377416A0,2,2
Dartmouth-Hitchcock Med Ctr-NH,Radiology-Diagnostic,1377420A0,3,3
Dartmouth-Hitchcock Med Ctr-NH,Radiation Oncology,1377430A0,1,1
Dartmouth-Hitchcock Med Ctr-NH,General Surgery,1377440C0,4,4
Dartmouth-Hitchcock Med Ctr-NH,Surgery-Preliminary,1377440P0,6,4
Dartmouth-Hitchcock Med Ctr-NH,Vascular Surgery,1377451C0,1,1
Portsmouth Regional Hosp-NH,Internal Medicine,2248140C0,10,4
AtlantiCare Reg Med Ctr-NJ,Family Medicine,1378120C0,4,3
AtlantiCare Reg Med Ctr-NJ,Internal Medicine,1378140C0,14,14
AtlantiCare Reg Med Ctr-NJ,Medicine-Preliminary,1378140P0,1,0
AtlantiCare Reg Med Ctr-NJ,Psychiatry,1378400C0,3,3
Atlantic Health Sys-NJ,Pediatrics/Goryeb,3033320C0,12,10
CMSRU/Cooper University Hospital-NJ,Anesthesiology,1380040C0,5,5
CMSRU/Cooper University Hospital-NJ,Dermatology,1380080A0,1,1
CMSRU/Cooper University Hospital-NJ,Emergency Medicine,1380110C0,13,13
CMSRU/Cooper University Hospital-NJ,Internal Medicine,1380140C0,19,19
CMSRU/Cooper University Hospital-NJ,Medicine-Primary,1380140M0,3,3
CMSRU/Cooper University Hospital-NJ,Medicine-Preliminary,1380140P0,1,1
CMSRU/Cooper University Hospital-NJ,Neurology,1380180C0,3,3
CMSRU/Cooper University Hospital-NJ,Obstetrics-Gynecology,1380220C0,4,4
CMSRU/Cooper University Hospital-NJ,Orthopaedic Surgery,1380260C0,2,2
CMSRU/Cooper University Hospital-NJ,Otolaryngology,1380280C0,1,1
CMSRU/Cooper University Hospital-NJ,Pediatrics,1380320C0,8,8
CMSRU/Cooper University Hospital-NJ,Pediatrics-Primary,1380320M0,2,2
CMSRU/Cooper University Hospital-NJ,Plastic Surgery (Integrated),1380362C0,1,1
CMSRU/Cooper University Hospital-NJ,Psych/Cooper Hosp,1380400C0,3,3
CMSRU/Cooper University Hospital-NJ,Radiology-Diagnostic,1380420A0,5,5
CMSRU/Cooper University Hospital-NJ,General Surgery,1380440C0,4,4
CMSRU/Cooper University Hospital-NJ,Vascular Surgery,1380451C0,1,1
Capital Health Regional Med Ctr-NJ,Internal Medicine,2003140C0,18,18
Englewood Hosp-NJ,Internal Medicine,1386140C0,13,13
Englewood Hosp-NJ,Medicine-Preliminary,1386140P0,3,3
HMH-Palisades Med Ctr-NJ,Dermatology,2136080A0,3,3
HMH-Palisades Med Ctr-NJ,Family Medicine,2136120C0,4,4
HMH-Palisades Med Ctr-NJ,Internal Medicine,2136140C0,10,10
HMH-Palisades Med Ctr-NJ,General Surgery,2136440C0,4,4
HMH-Palisades Med Ctr-NJ,Surgery-Preliminary,2136440P0,2,0
HMH-Palisades Med Ctr-NJ,Transitional,2136999P0,18,18
Hackensack U Med Ctr-NJ,Anesthesiology,1387040C0,4,4
Hackensack U Med Ctr-NJ,Emergency Medicine,1387110C0,12,12
Hackensack U Med Ctr-NJ,Internal Medicine,1387140C0,12,12
Hackensack U Med Ctr-NJ,Obstetrics-Gynecology,1387220C0,4,4
Hackensack U Med Ctr-NJ,Pediatrics,1387320C0,8,8
Hackensack U Med Ctr-NJ,General Surgery,1387440C0,5,5
Hackensack U Med Ctr-NJ (Continued),Surgery-Preliminary,1387440P0,2,2
Hoboken Univ Med Ctr-NJ,Family Medicine/NYMC,1451120C0,8,7
Hoboken Univ Med Ctr-NJ,Family Medicine/Christ,1451120C1,6,0
Hoboken Univ Med Ctr-NJ,Internal Medicine/Bayonne,1451140C0,12,0
Hoboken Univ Med Ctr-NJ,Transitional/Bayonne,1451999P0,10,0
Hunterdon Med Ctr-NJ,Family Medicine,1838120C0,6,6
Inspira Health Network-NJ,Emergency Medicine,2086110C0,12,12
Inspira Health Network-NJ,Family Medicine/Vineland,2086120C2,6,5
Inspira Health Network-NJ,Internal Medicine,2086140C0,9,8
Inspira Health Network-NJ,Obstetrics-Gynecology,2086220C0,4,4
Inspira Health Network-NJ,Orthopaedic Surgery,2086260C0,3,3
Inspira Health Network-NJ,General Surgery,2086440C0,3,3
Inspira Health Network-NJ,Transitional,2086999P0,16,6
JFK Med Ctr-NJ,Family Medicine,3043120C0,8,8
JFK Med Ctr-NJ,Neurology,3043180C0,8,8
JFK Med Ctr-NJ,Phys Medicine & Rehab/RWJ,3043340A0,4,4
Jersey City Med Ctr-NJ,Internal Medicine,1390140C0,16,16
Jersey City Med Ctr-NJ,Obstetrics-Gynecology,1390220C0,3,3
Jersey City Med Ctr-NJ,Orthopaedic Surgery,1390260C0,3,3
Jersey Shore Univ Med Ctr-NJ,Internal Medicine,1395140C0,16,16
Jersey Shore Univ Med Ctr-NJ,Medicine-Preliminary,1395140P0,10,10
Jersey Shore Univ Med Ctr-NJ,Obstetrics-Gynecology,1395220C0,4,4
Jersey Shore Univ Med Ctr-NJ,Pediatrics,1395320C0,9,9
Jersey Shore Univ Med Ctr-NJ,Psychiatry,1395400C0,4,4
Jersey Shore Univ Med Ctr-NJ,General Surgery,1395440C0,3,3
Monmouth Med Ctr-NJ,Internal Medicine,1392140C0,13,13
Monmouth Med Ctr-NJ,Obstetrics-Gynecology,1392220C0,4,4
Monmouth Med Ctr-NJ,Orthopaedic Surgery,1392260C0,2,2
Monmouth Med Ctr-NJ (Continued),Pediatrics,1392320C0,6,6
Monmouth Med Ctr-NJ (Continued),Radiology-Diagnostic,1392420A0,3,3
Morristown Mem Hosp-NJ,Emergency Medicine,1394110C0,10,10
Morristown Mem Hosp-NJ,Family Medicine,1394120C0,5,5
Morristown Mem Hosp-NJ,Internal Medicine,1394140C0,15,15
Morristown Mem Hosp-NJ,Medicine-Preliminary,1394140P0,9,9
Morristown Mem Hosp-NJ,Obstetrics-Gynecology,1394220C0,5,5
Morristown Mem Hosp-NJ,Radiology-Diagnostic,1394420A0,5,5
Morristown Mem Hosp-NJ,General Surgery,1394440C0,6,6
Morristown Mem Hosp-NJ,Surgery-Preliminary,1394440P0,2,2
Mountainside Hosp-NJ,Family Medicine,1393120C0,6,6
Mountainside Hosp-NJ,Internal Medicine,1393140C0,8,8
Mountainside Hosp-NJ,Medicine-Preliminary,1393140P0,2,2
NYMC St Michaels Med Ctr-NJ,Internal Medicine,1857140C0,19,19
New Bridge Med Ctr-NJ,Psychiatry,1908400C0,10,10
Newark Beth Israel Med Ctr-NJ,Emergency Medicine,1397110C0,8,8
Newark Beth Israel Med Ctr-NJ,Internal Medicine,1397140C0,12,12
Newark Beth Israel Med Ctr-NJ,Medicine-Preliminary,1397140P0,2,2
Newark Beth Israel Med Ctr-NJ,Med-Prelim/Neurology,1397140P1,2,2
Newark Beth Israel Med Ctr-NJ,Obstetrics-Gynecology,1397220C0,4,4
Newark Beth Israel Med Ctr-NJ,Pediatrics,1397320C0,10,10
Newark Beth Israel Med Ctr-NJ,Radiology-Diagnostic,1397420A0,3,3
Ocean Med Ctr-NJ,Family Medicine,2108120C0,8,8
Ocean Med Ctr-NJ,Internal Medicine,2108140C0,8,8
Ocean Med Ctr-NJ,Psychiatry,2108400C0,9,9
Overlook Hospital-NJ,Family Medicine,1408120C0,7,7
Overlook Hospital-NJ (Continued),Internal Medicine,1408140C0,11,11
Overlook Hospital-NJ (Continued),Medicine-Preliminary,1408140P0,2,2
RWJUH Somerset-NJ,Family Medicine,1934120C0,7,7
Raritan Bay Med Ctr-NJ,Internal Medicine,1873140C0,8,8
Rowan University SOM- NJ,Emergency Medicine,2120110C0,11,9
Rowan University SOM- NJ,Family Medicine/Osteopathic,2120120C0,8,8
Rowan University SOM- NJ,Internal Medicine,2120140C0,18,10
Rowan University SOM- NJ,Obstetrics-Gynecology,2120220C0,2,2
Rowan University SOM- NJ,Orthopaedic Surgery,2120260C0,5,5
Rowan University SOM- NJ,Psychiatry,2120400C0,4,4
Rowan University SOM- NJ,Surgery-General,2120440C0,5,5
Rutgers-New Jersey Medical School,Anesthesiology,1398040A0,8,8
Rutgers-New Jersey Medical School,Anesthesiology,1398040C0,4,4
Rutgers-New Jersey Medical School,Emergency Medicine,1398110C0,8,8
Rutgers-New Jersey Medical School,Internal Medicine,1398140C0,33,33
Rutgers-New Jersey Medical School,Internal Med/Trinitas,1398140C2,10,10
Rutgers-New Jersey Medical School,Medicine-Preliminary,1398140P0,11,11
Rutgers-New Jersey Medical School,Neurological Surgery,1398160C0,3,3
Rutgers-New Jersey Medical School,Neurology,1398180C0,5,5
Rutgers-New Jersey Medical School,Neurology,1398180R0,1,1
Rutgers-New Jersey Medical School,Child Neurology,1398185A0,1,0
Rutgers-New Jersey Medical School,Child Neurology,1398185C0,1,1
Rutgers-New Jersey Medical School,Orthopaedic Surgery,1398260C0,6,6
Rutgers-New Jersey Medical School,Otolaryngology,1398280C0,4,4
Rutgers-New Jersey Medical School,Pathology,1398300C0,5,5
Rutgers-New Jersey Medical School,Phys Medicine & Rehab,1398340A0,8,8
Rutgers-New Jersey Medical School,Plastic Surgery (Integrated),1398362C0,2,2
Rutgers-New Jersey Medical School,Psychiatry,1398400C0,6,6
Rutgers-New Jersey Medical School,Radiology-Diagnostic,1398420A0,4,4
Rutgers-New Jersey Medical School,General Surgery,1398440C0,10,10
Rutgers-New Jersey Medical School,Surgery-Preliminary,1398440P0,19,11
Rutgers-New Jersey Medical School,Surg-Prelim/Anesthesiology,1398440P4,1,1
Rutgers-New Jersey Medical School,Medicine-Pediatrics,1398700C0,4,4
Rutgers-New Jersey Medical School,Anesthesiology,2918040A0,12,12
Rutgers-New Jersey Medical School,Dermatology,2918080A0,1,1
Rutgers-New Jersey Medical School,Emergency Medicine,2918110C0,6,6
Rutgers-New Jersey Medical School,Family Medicine/A-Prog,2918120C0,5,5
Rutgers-New Jersey Medical School,Family Med/CentraState,2918120C2,6,6
Rutgers-New Jersey Medical School,Internal Medicine,2918140C0,22,22
Rutgers-New Jersey Medical School,Neurology,2918180A0,4,4
Rutgers-New Jersey Medical School,Obstetrics-Gynecology,2918220C0,5,5
Rutgers-New Jersey Medical School,Orthopaedic Surgery,2918260C0,3,3
Rutgers-New Jersey Medical School,Pathology,2918300C0,3,3
Rutgers-New Jersey Medical School,Pediatrics,2918320C0,11,8
Rutgers-New Jersey Medical School,Psychiatry,2918400C0,6,6
Rutgers-New Jersey Medical School,Interventional Radiology (Integ),2918416A0,1,1
Rutgers-New Jersey Medical School,Radiology-Diagnostic,2918420A0,4,4
Rutgers-New Jersey Medical School,Radiology-Diagnostic,2918420R0,1,1
Rutgers-New Jersey Medical School,Radiation Oncology,2918430A0,2,2
Rutgers-New Jersey Medical School,General Surgery,2918440C0,7,7
Rutgers-New Jersey Medical School,Surgery-Preliminary,2918440P0,8,0
Rutgers-New Jersey Medical School,Vascular Surgery,2918451C0,1,1
Rutgers-New Jersey Medical School,Internal Med/St Francis,3194140C1,10,10
St Barnabas Med Ctr-NJ,Obstetrics-Gynecology,1396220C0,10,10
St Barnabas Med Ctr-NJ,Radiology-Diagnostic,1396420A0,4,4
St Josephs Univ Med Ctr-NJ,Anesthesiology,1406040A0,7,7
St Josephs Univ Med Ctr-NJ,Anesthesiology,1406040R0,2,2
St Josephs Univ Med Ctr-NJ,Emergency Medicine,1406110C0,8,8
St Josephs Univ Med Ctr-NJ,Family Medicine,1406120C0,4,4
St Josephs Univ Med Ctr-NJ,Internal Medicine,1406140C1,19,19
St Josephs Univ Med Ctr-NJ,Obstetrics-Gynecology,1406220C0,3,3
St Josephs Univ Med Ctr-NJ,Orthopaedic Surgery,1406260C0,3,3
St Josephs Univ Med Ctr-NJ,Pediatrics,1406320C0,12,12
St Josephs Univ Med Ctr-NJ,General Surgery,1406440C0,3,3
St Josephs Univ Med Ctr-NJ,Surg-Prelim/Anesthesiology,1406440P0,2,1
St Josephs Univ Med Ctr-NJ,Surgery-Preliminary,1406440P1,1,0
St Lukes Warren Hospital-NJ,Family Medicine,2091120C0,7,7
St Peters University Hosp-NJ,Internal Medicine,3211140C0,17,17
St Peters University Hosp-NJ,Obstetrics-Gynecology,3211220C0,5,5
St Peters University Hosp-NJ,Pediatrics,3211320C0,8,8
Virtua Family Med-NJ,Family Medicine,3084120C0,6,6
Hidalgo Medical Services-NM,Family Medicine,1622120C0,2,2
Memorial Med Ctr-NM,Family Medicine,1214120C0,6,6
Memorial Med Ctr-NM,Family Medicine/Rural,1214120C1,3,3
MountainView Reg Med Ctr-NM,Internal Medicine,2182140C0,8,8
MountainView Reg Med Ctr-NM,Osteo Neuromusculo Med,2182275A0,2,2
MountainView Reg Med Ctr-NM,Transitional,2182999P0,4,4
MountainView Reg Med Ctr-NM,Transitional/ONMM,2182999P1,2,2
Northern NM Family Med,Family Medicine,1277120C0,4,4
U New Mexico SOM,Anesthesiology,1962040A0,1,1
U New Mexico SOM,Anesthesiology,1962040C0,6,6
U New Mexico SOM,Anesthesiology,1962040R0,1,1
U New Mexico SOM,Dermatology,1962080A0,3,1
U New Mexico SOM,Dermatology,1962080R0,1,1
U New Mexico SOM,Emergency Medicine,1962110C0,12,12
U New Mexico SOM (Continued),Family Medicine,1962120C0,14,14
U New Mexico SOM (Continued),Internal Medicine,1962140C0,26,26
U New Mexico SOM (Continued),Medicine-Preliminary,1962140P0,8,8
U New Mexico SOM (Continued),Neurology,1962180C0,5,5
U New Mexico SOM (Continued),Child Neurology,1962185C0,2,0
U New Mexico SOM (Continued),Obstetrics-Gynecology,1962220C0,6,6
U New Mexico SOM (Continued),Orthopaedic Surgery,1962260C0,5,5
U New Mexico SOM (Continued),Otolaryngology,1962280C0,2,2
U New Mexico SOM (Continued),Pathology,1962300C0,4,4
U New Mexico SOM (Continued),Pediatrics,1962320C0,16,16
U New Mexico SOM (Continued),Phys Medicine & Rehab,1962340C0,5,5
U New Mexico SOM (Continued),Plastic Surgery (Integrated),1962362C0,1,1
U New Mexico SOM (Continued),Psychiatry,1962400C0,10,10
U New Mexico SOM (Continued),Psychiatry/Child,1962400C1,2,1
U New Mexico SOM (Continued),Radiology-Diagnostic,1962420A0,8,8
U New Mexico SOM (Continued),General Surgery,1962440C0,6,6
U New Mexico SOM (Continued),Surgery-Preliminary,1962440P1,3,1
Albany Med Ctr-NY,Anesthesiology,1414040C0,6,6
Albany Med Ctr-NY,Emergency Medicine,1414110C0,12,12
Albany Med Ctr-NY,Family Medicine,1414120C0,6,6
Albany Med Ctr-NY,Internal Medicine,1414140C0,16,16
Albany Med Ctr-NY,Medicine-Preliminary,1414140P0,8,3
Albany Med Ctr-NY,Neurological Surgery,1414160C0,2,2
Albany Med Ctr-NY,Neurology,1414180C0,6,5
Albany Med Ctr-NY,Obstetrics-Gynecology,1414220C0,6,6
Albany Med Ctr-NY,Orthopaedic Surgery,1414260C0,5,5
Albany Med Ctr-NY,Otolaryngology,1414280C0,2,2
Albany Med Ctr-NY,Pathology,1414300C0,3,3
Albany Med Ctr-NY,Pediatrics,1414320C0,11,11
Albany Med Ctr-NY,Phys Medicine & Rehab,1414340C0,2,2
Albany Med Ctr-NY,Plastic Surgery (Integrated),1414362C0,2,2
Albany Med Ctr-NY,Psychiatry,1414400C0,8,8
Albany Med Ctr-NY,Interventional Radiology (Integ),1414416C0,1,1
Albany Med Ctr-NY,Radiology-Diagnostic,1414420A0,5,4
Albany Med Ctr-NY,General Surgery,1414440C0,6,6
Albany Med Ctr-NY,Surgery-Preliminary,1414440P0,3,1
Albany Med Ctr-NY,Vascular Surgery,1414451C0,1,1
Albany Med Ctr-NY,Medicine-Pediatrics,1414700C0,4,4
Arnot Ogden Med Ctr-NY,Emergency Medicine,2113110C0,6,6
Arnot Ogden Med Ctr-NY,Family Medicine,2113120C0,8,8
Arnot Ogden Med Ctr-NY,Internal Medicine,2113140C0,10,10
Arnot Ogden Med Ctr-NY,Psychiatry,2113400C0,4,4
Arnot Ogden Med Ctr-NY,Radiology-Diagnostic,2113420C0,2,2
Arnot Ogden Med Ctr-NY,General Surgery,2113440C0,2,2
Bassett Med Ctr-NY,Internal Medicine,1442140C0,10,10
Bassett Med Ctr-NY,Medicine-Preliminary,1442140P0,1,1
Bassett Med Ctr-NY,General Surgery,1442440C0,3,3
Bassett Med Ctr-NY,Surgery-Preliminary,1442440P0,2,1
Bassett Med Ctr-NY,Transitional,1442999P0,9,9
BronxCare Health System-NY,Pediatrics-Primary,1471320M1,14,14
BronxCare Health System-NY,General Surgery,1471440C0,3,3
BronxCare Health System-NY,Surgery-Preliminary,1471440P0,6,1
BronxCare Health System-NY,Transitional,1471999P0,6,5
Brookdale Hosp Med Ctr-NY,Emergency Medicine,1419110C0,9,9
Brookdale Hosp Med Ctr-NY,Psychiatry,1419400C0,6,6
Brookdale Hosp Med Ctr-NY,General Surgery,1419440C0,3,3
Brookdale Hosp Med Ctr-NY,Surgery-Preliminary,1419440P0,9,1
Brooklyn Hosp Ctr-NY,Emergency Medicine,1420110C0,8,8
Brooklyn Hosp Ctr-NY,Family Medicine,1420120C0,7,7
Brooklyn Hosp Ctr-NY,Internal Medicine,1420140C0,29,29
Brooklyn Hosp Ctr-NY,Obstetrics-Gynecology,1420220C0,4,4
Brooklyn Hosp Ctr-NY,Pediatrics,1420320C0,11,11
Brooklyn Hosp Ctr-NY,General Surgery,1420440C0,3,3
Brooklyn Hosp Ctr-NY,Surgery-Preliminary,1420440P0,6,2
Burke Rehabilitation Hosp-NY,Phys Medicine & Rehab,1940340A0,6,6
Cayuga Med Ctr-NY,Internal Medicine,2207140C0,8,8
Cayuga Med Ctr-NY,Int Med/Cayuga-Cornell,2207140C1,2,2
Coney Island Hospital-NY,Emergency Medicine,1422110C0,6,6
Coney Island Hospital-NY,Internal Medicine,1422140C0,24,24
Coney Island Hospital-NY,Obstetrics-Gynecology,1422220C0,3,3
Coney Island Hospital-NY,Transitional,1422999P0,6,6
