,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Night float system,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Participant 24,Participant 25,Participant 26,Participant 27,Participant 28,Participant 29,Participant 30,Participant 31,Participant 32,Participant 33,Participant 34,Participant 35,Participant 36
0,https://freida.ama-assn.org/program/1401700138,University-based,Good Samaritan Hospital,3,3,No,Yes,June,Yes,No,https://urlzs.com/DMZMK,Not Available,"Robert D Ficalora
MD
Good Samaritan Hosp
Internal Medicine Pgm
520 S 7th St
Vincennes, IN 47591
Tel: (812) 885-6980
Fax: (812) 885-6991
E-mail: swinres@iu.edu","Deborah Jo Baize
MBA
Good Samaritan Hosp
Internal Medicine Pgm
520 S 7th St
Vincennes, IN 47591
Tel: (812) 885-6980
Fax: (812) 885-6991
E-mail: swinres@iu.edu",1401700138,"Good Samaritan Hosp, Internal Medicine Pgm, 520 S 7th St, Vincennes, IN 47591","1120 South Dr, Indianapolis, IN 46202-5114","520 S 7th St, Vincennes, IN 47591","3700 Washington Ave, Evansville, IN 47760","Clinical sites include urban multispecialty medical center, rural hospital and option for critical access hospitals. All the resources of a university program in community settings. Large diverse faculty. Local 4 year medical school campus with many student rotations.",24,16,16,No,Yes,"Yes , Codes: 1187140C1,1187140P0",No,2/1/2021,10/21/2020 - 3/1/2021_10/21/2021 - 2/21/2022,9/1/2020,3/1/2021,Yes,400,No,No,3,No,Yes,199_205_400_400,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,Yes,15,0,30,0,45,0,26.6,0.5 to 1,68,16,1.2,Yes,Yes,,,,,,N/A,3,N/A,3,N/A,3,8,45%,0%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$57,174.00",21,Not Available,"$58,558.00",21,Not Available,"$60,187.00",28,Not Available,Yes,42,42,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,No,Yes,,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401921139,University-based,University of Kansas Hospital and Medical Center,3,3,No,Yes,July,Yes,No,http://www.kumc.edu/InternalMedicineResidency,Not Available,"Leigh  Eck
MD
Univ of Kansas Med Ctr
MS 2027 4035 Delp
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-6050
Fax: (913) 588-0890
E-mail: leck2@kumc.edu","Abby  Hyde
BA
Univ of Kansas Med Ctr
MS 2027 4024 Delp
3901 Rainbow Blvd
Kansas City, KS 66160-7350
Tel: (913) 945-7072
Fax: (913) 588-0890
E-mail: medresapps@kumc.edu",1401921139,"Univ of Kansas Med Ctr, MS 2027 4035 Delp, 3901 Rainbow Blvd, Kansas City, KS 66160","3901 Rainbow Blvd, Kansas City, KS 66160-7100","3901 Rainbow Blvd, Kansas City, KS 66160-7220","4101 S 4th St, Leavenworth, KS 66048-5055",Our program utilizes a 3+1 schedule, this scheduling allows us to be innovative in our delivery of educational content. We focus on ABIM board prep throughout training. We ensure adequacy of research time to allow our residents to be ready for the next step in their career trajectory. Our program emphasizes development of leadership and emotional intelligence acumen to ensure that our resident physicians are empowered to be leaders in their fields.,37,23,23,No,Yes,"Yes , Codes: 1208140C0,1208140P1,1208140P7,1208140P0,1208140P5,1208140P3,1208140P6",No,11/1/2020,10/29/2020 - 1/7/2021_10/25/2021 - 1/14/2022,9/15/2021,11/1/2021,Yes,224,No,No,3,No,Yes,210_220_550_550,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,286,10,0,0,286,10,42.6,3.4 to 1,58,16,1.7,Yes,Yes,65.6,12.2,22.1,32,67.9,N/A,0,N/A,2,N/A,2,8,33%,5%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,291.00",15,10,"$57,246.00",15,10,"$59,147.00",15,10,Yes,42,90,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,Within 30 days of starting program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"2330 Shawnee Mission Pkwy, Shawnee Mission, KS 66202","4801 Linwood Blvd, Kansas City, MO 64128-2295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402800917,Community-based,Overland Park Regional Medical Center,3,3,No,Yes,July,Yes,No,https://oprmc.com/professionals/graduate-medical-education/,Not Available,"Naresh  Kodwani
MD
HCA Healthcare Kansas City
Internal Medicine Pgm
10500 Quivera Rd
Overland Park, KS 66215
Tel: (913) 498-7004
Fax:
E-mail: naresh.kodwani@hcahealthcare.com","Angie B Clemmer
BS
HCA Healthcare Kansas City
Internal Medicine Pgm
10500 Quivera Rd
Overland Park, KS 66215
Tel: (913) 541-6022
Fax:
E-mail: angie.clemmer@hcamidwest.com",1402800917,"HCA Healthcare Kansas City, Internal Medicine Pgm, 10500 Quivera Rd, Overland Park, KS 66215","2316 E Meyer Blvd, Kansas City, MO 64132-1136","10500 Quivera Rd, Overland Park, KS 66215","5721 W 119th St, Overland Park, KS 66209",,12,12,12,No,No,Yes,No,12/31/2020,11/2/2020 - 1/29/2021_-,10/1/2021,12/31/2021,Yes,120,No,No,3,No,Yes,216_232_450_500,Yes,No Answer,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,15,0,12,0,27,0,33.3,0.5 to 1,70,12,1.5,No,Yes,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,10%,30%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$54,384.00",15,NGO,"$55,456.00",15,NGO,"$57,162.00",15,NGO,No,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Not Available,Not Available,When resident/fellow starts program,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Not available,Yes,No,Yes,"4801 Linwood Blvd, Kansas City, MO 64128-2295","2100 SE Blue Pkwy, Lee's Summit, MO 64063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401921140,Community-based university affiliated,Via Christi Hospital on St Francis,3,3,No,Yes,July,Yes,No,http://wichita.kumc.edu/internal-medicine/residents.html,Not Available,"William J Salyers
MD, MPH
Univ of Kansas Sch of Med-Wichita
Dept of Internal Medicine
1010 N Kansas
Wichita, KS 67214
Tel: (316) 293-2650
Fax: (316) 293-1878
E-mail: wsalyers@kumc.edu","Alexandra  Werbin
BS
Univ of Kansas Sch of Med-Wichita
Dept of Internal Medicine
1010 N Kansas
Wichita, KS 67214-3799
Tel: (316) 293-2650
Fax: (316) 293-1878
E-mail: awerbin@kumc.edu",1401921140,"Univ of Kansas Sch of Med-Wichita, Dept of Internal Medicine, 1010 N Kansas, Wichita, KS 67214","1010 N Kansas, Wichita, KS 67214-3199","929 N St Francis Ave, Wichita, KS 67214-3882","5500 E Kellogg, Wichita, KS 67218-1607","Residents completing training in our program are prepared to handle any challenge they may face. Our rotations are designed to provide broad clinical exposure while offering flexibility in helping residents achieve their career goals. Whether they plan to enter rural primary care or stay in an urban area as a hospitalist, primary care physician or subspecialist; our residents are given opportunities to shape and mold their training experience to better prepare them for their future careers.",18,12,12,No,Yes,"Yes , Codes: 3054140C0,3054140P0",No,12/31/2020,10/26/2020 - 12/31/2020_10/5/2021 - 12/31/2021,10/21/2021,12/31/2021,Yes,130,No,No,3,No,Yes,194_209_400_400,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,No,16,1,3,0,19,1,25,0.4 to 1,60,16,1,Yes,Yes,33,56.5,10.4,42.7,57.2,Every sixth night for 12 month(s),52,Every seventh night for 12 month(s),52,Every seventh night for 12 month(s),52,7,NGO,35%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,429.00",15,10,"$55,622.00",15,10,"$58,611.00",15,10,No,NGO,NGO,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"550 N Hillside, Wichita, KS 67214-4976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402000144,,,3,3,No,Yes,July,Yes,No,https://medcenterhealth.org/about-us/graduate-medical-education,Not Available,"Sam  Hardcastle
MD
Med Ctr at Bowling Green
Internal Medicine Pgm
250 Park St
Bowling Green, KY 42101
Tel: (270) 796-6540
Fax: (270) 796-6576
E-mail: wilkbb@mchealth.net","Beau  Wilkins
MBA
Med Ctr at Bowling Green
Internal Medicine Pgm
250 Park St
Bowling Green, KY 42101
Tel: (270) 796-6540
Fax: (270) 796-6576
E-mail: wilkbb@mchealth.net",1402000144,"Med Ctr at Bowling Green, Internal Medicine Pgm, 250 Park St, Bowling Green, KY 42101","800 Rose St, Lexington, KY 40536","250 Park St, Bowling Green, KY 42101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402021141,University-based,University of Kentucky Hospital,3,3,No,Yes,"June,July",Yes,No,http://internalmedicine.med.uky.edu/residency-programs,Not Available,"Kristy Sheffel Deep
MD, MA
Univ Hosp-Albert B Chandler Med Ctr
CTW 304J
900 S Limestone St
Lexington, KY 40536-0200
Tel: (859) 323-6642
Fax: (859) 323-1197
E-mail: ukinmed@uky.edu","Kristi L Lovell
BS
Univ Hosp-Albert B Chandler Med Ctr
CTW 304B
900 S Limestone St
Lexington, KY 40536-0200
Tel: (859) 218-2834
Fax:
E-mail: ukinmed@uky.edu",1402021141,"Univ Hosp-Albert B Chandler Med Ctr, CTW 304J, 900 S Limestone St, Lexington, KY 40536-0200","800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536-0293","1101 Veteran's Dr, Lexington, KY 40502","The University of Kentucky internal medicine residency offers both categorical and primary care residency programs in which training spans multiple sites: an integrated multi-specialty ambulatory site, community hospital, VA medical center, and most importantly our university hospital. Our residency programs have a combined graduating class size of 25--approximately half of who match into competitive subspecialties. We encourage you to explore our website and apply to join our program.",32,25,25,No,Yes,"Yes , Codes: 1848140C0,1848140M0,1848140P0",No,1/1/2021,11/1/2020 - 1/30/2021_11/1/2021 - 1/30/2022,10/1/2021,1/1/2022,Yes,220,No,No,3,No,Yes,205__550_550,No,226-235,Yes,Yes,Greater than 600,Required,Yes,No,No,200,0,0,0,200,0,50,2.4 to 1,60,16,1.3,Yes,Yes,71.3,11.2,17.3,37.6,62.3,N/A,0,N/A,0,N/A,Not Available,8,33%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,241.00",10,12,"$57,306.00",15,12,"$59,156.00",15,12,Yes,30,60,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,"222 Medical Circle, Morehead, KY 40351-1180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402031142,University-based,University of Louisville Hospital,3,3,No,Yes,July,Yes,No,http://louisville.edu/medschool/internalmedicine/residency,Not Available,"Jennifer  Koch
MD
Univ of Louisville Hosp
3rd Fl Ambulatory Care Bldg
550 S Jackson St
Louisville, KY 40202
Tel: (502) 852-7040
Fax:
E-mail: intmed@louisville.edu","Julia  Clinkenbeard
Univ of Louisville Hosp
Ambulatory Care Bldg Rm A3H02A
550 S Jackson St
Louisville, KY 40202
Tel: (502) 852-5666
Fax: (502) 852-8980
E-mail: intmed@louisville.edu",1402031142,"Univ of Louisville Hosp, 3rd Fl Ambulatory Care Bldg, 550 S Jackson St, Louisville, KY 40202","323 E Chestnut St, Louisville, KY 40202","530 S Jackson St, Louisville, KY 40202-3611","217 E Chestnut St, Louisville, KY 40202","Intensive one-on-one resident mentoring by program directors. Hybrid clinic system maintains continuity with patients over three years, but residents are relieved from clinic duties when on the busiest of inpatient rotations. Extensive, structured didactic program using live and online lectures (LouisvilleLectures.org) and guided independent study.",40,24,24,No,Yes,"Yes , Codes: 1217140C0,1217140P0,1217140P1",No,12/1/2020,11/6/2020 - 12/18/2020_-,,,Yes,280,No,No,3,No,Yes,210___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,0,0,0,0,0,0,,0.0 to 1,55,28,1.5,Yes,Yes,66,17.2,16.7,27.2,72.7,Every fourth night for 2 month(s),0,Every fourth night for 2 month(s),0,Every fourth night for 2 month(s),Not Available,6,33%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,713.00",28,NGO,"$56,901.00",28,NGO,"$58,488.00",28,NGO,No answer,42,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,No,"800 Zorn Ave, Louisville, KY 40206-1499","200 E Chestnut St, Louisville, KY 40217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402000143,,,3,3,No,Yes,July,Yes,No,http://lakecumberlandhospital.com,Not Available,"Joseph G Weigel
MD
Lake Cumberland Regional Hosp
Internal Medicine Pgm
303 Langdon St
Somerset, KY 42503
Tel: (606) 451-5093
Fax: (606) 451-5087
E-mail: joseph.weigel@lpnt.net","Libbey V Crowe
Lake Cumberland Regional Hosp
Internal Medicine Pgm
303 Langdon St
Somerset, KY 42503
Tel: (606) 451-5093
Fax: (606) 451-5087
E-mail: lcrh.residentprogram@lpnt.net",1402000143,"Lake Cumberland Regional Hosp, Internal Medicine Pgm, 303 Langdon St, Somerset, KY 42503","147 Sycamore St, Pikeville, KY 41501","305 Langdon St, Somerset, KY 42503","800 Rose St, Lexington, KY 40536-0293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250 Park St, Bowling Green, KY 42101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402000145,,,3,3,Yes,Yes,"July,Negotiable",Yes,No,https://www.arhcareers.org/internal-medicine-residency/,Not Available,"Jonathan  Piercy
MD
Appalachian Regional Healthcare
Internal Medicine Pgm
240 Hospital Rd
Whitesburg, KY 41858
Tel: (606) 633-6152
Fax:
E-mail: residency@arh.org","Tammy  Allen
Appalachian Regional Healthcare
Internal Medicine Pgm
240 Hospital Rd
Whitesburg, KY 41858
Tel: (606) 633-6151
Fax: (606) 633-6152
E-mail: residency@arh.org",1402000145,"Appalachian Regional Healthcare, Internal Medicine Pgm, 240 Hospital Rd, Whitesburg, KY 41858","2260 Executive Dr, Lexington, KY 40505","PO Box 40, Whitesburg, KY 41858","789 Eastern By-Pass, Richmond, KY 40475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"515 N Bypass Rd, Pikeville, KY 41501","101 Chad St, Evarts, KY 40828",,"100 Medical Center Dr, Hazard, KY 41701","240 Hospital Rd, Whitesburg, KY 41858","37 Ball Park Rd, Harlan, KY 40831","306 Stanaford Rd, Beckley, WV 25801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402121507,University-based,Our Lady of the Lake Regional Medical Center,3,3,No,Yes,"July,January",Yes,No,http://residents.lsuhsc.edu/br/im/,Not Available,"Dean G Lauret
MD
LSU Health Baton Rouge
Internal Medicine Pgm
5246 Brittany Dr
Baton Rouge, LA 70808
Tel: (225) 757-4080
Fax: (225) 757-4102
E-mail: mcome3@lsuhsc.edu","Mary Frances  Comeaux
JD1
LSU Health Baton Rouge
Internal Medicine Pgm
5246 Brittany Dr
Baton Rouge, LA 70808
Tel: (225) 757-4080
Fax:
E-mail: mcome3@lsuhsc.edu",1402121507,"LSU Health Baton Rouge, Internal Medicine Pgm, 5246 Brittany Dr, Baton Rouge, LA 70808","2020 Gravier St, New Orleans, LA 70112","5000 Hennessy Blvd, Baton Rouge, LA 70808",,,15,12,13,No,Yes,"Yes , Codes: 1221140C0,1221140P0",No,,-_-,,,Yes,125,No,No,3,No,Yes,194___,No,No Answer,No,No,No Answer,"Desired, with some exceptions",Yes,No,No,27,0,29,0,56,0,33.3,1.0 to 1,60,24,1.5,Yes,,94.1,3.3,2.5,33.6,66.3,Every fourth night for 6 month(s),0,Every fourth night for 4 month(s),6,Every fourth night for 4 month(s),6,10,35%,8%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$54,815.00",21,14,"$56,652.00",28,14,"$58,591.00",28,14,No answer,42,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,No,,,(4 wks ),,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402131543,Community-based university affiliated,Baton Rouge General Medical Center,3,3,No,Yes,July,Yes,No,http://www.brgeneral.org/,Not Available,"Vasudev  Tati
MD
Baton Rouge General Med Ctr
Internal Medicine Pgm
8585 Picardy Ave
Baton Rouge, LA 70809
Tel: (225) 381-6762
Fax: (225) 763-4617
E-mail: liz.tye@brgeneral.org","Liz  Tye
MHA
Baton Rouge General Med Ctr
Internal Medicine Pgm
8585 Picardy Ave
Baton Rouge, LA 70809
Tel: (225) 819-1172
Fax: (225) 442-5166
E-mail: imrp@brgeneral.org",1402131543,"Baton Rouge General Med Ctr, Internal Medicine Pgm, 8585 Picardy Ave, Baton Rouge, LA 70809","3600 Florida Blvd, Baton Rouge, LA 70821-2511","5000 Hennessy Blvd, Baton Rouge, LA 70808","3600 Florida Blvd, Baton Rouge, LA 70806",We have several residents involved in research who have been accepted at both national and international meetings for presentations. We work on a continuous basis to ensure preparedness for the board exam. Three residents in our PGY3 class were accepted to their first choice fellowships this academic year.,12,12,12,No,No,"Yes , Codes: 1139140C0",No,11/30/2020,11/2/2020 - 12/22/2020_11/1/2021 - 12/21/2021,10/1/2021,10/31/2021,Yes,120,No,No,3,No,Yes,220_225_450_450,Yes,236-245,Yes,Yes,Greater than 600,Required,Yes,No,No,8,0,16,0,24,0,37.5,0.4 to 1,70,16,1,Yes,Yes,2,92.4,5.4,39.9,60,Every fourth night for 4 month(s),NGO,Every fourth night for 2 month(s),NGO,Every fourth night for 2 month(s),NGO,6,10%,5%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$52,076.00",15,5,"$53,440.00",15,5,"$55,188.00",15,5,No answer,NGO,NGO,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Not Available,Not Available,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,No,No,No,,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402121537,,,3,3,No,Yes,July,Yes,No,http://www.ochsner.org/locations/leonard-j-chabert-medical-center,Not Available,"Dayton  Daberkow
MD
Leonard J Chabert Med Ctr
Internal Medicine Pgm
1978 Industrial Blvd
Houma, LA 70363
Tel: (985) 873-2710
Fax: (985) 873-2722
E-mail: v-ddaberkow@ochsner.org","Beth  Drury
Leonard J Chabert Med Ctr
Internal Medicine Pgm
1978 Industrial Blvd
Houma, LA 70363
Tel: (985) 873-2710
Fax: (985) 873-2722
E-mail: v-mdrury@ochsner.org",1402121537,"Leonard J Chabert Med Ctr, Internal Medicine Pgm, 1978 Industrial Blvd, Houma, LA 70363","1978 Industrial Blvd, Houma, LA 70363","1514 Jefferson Hwy, New Orleans, LA 70121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
