,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Night float system (Residents participate during first year),,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4
0,https://freida.ama-assn.org/program/1403812533,Community-based,Mercy St Vincent Medical Center,3,3,No,Yes,Negotiable,Yes,No,http://mercymedicalresidency.org,Not Available,"Vijay  Mahajan
MD
Mercy St Vincent Med Ctr
Dept of Internal Medicine ACC 1st Fl
2213 Cherry St
Toledo, OH 43608
Tel: (419) 251-4744
Fax: (419) 251-6795
E-mail: rose_bryce@mercy.com","Rose  Bryce
Mercy St Vincent Med Ctr
Dept of Internal Medicine ACC 1st Fl
2213 Cherry St
Toledo, OH 43608
Tel: (419) 251-4744
Fax: (419) 251-6795
E-mail: rose_bryce@mercy.com",1403812533,"Mercy St Vincent Med Ctr, Dept of Internal Medicine ACC 1st Fl, 2213 Cherry St, Toledo, OH 43608","2213 Cherry St, Toledo, OH 43608-2691","3000 Arlington Ave, Toledo, OH 43699",,,12,12,12,No,No,"Yes , Codes: 1580140C0",No,12/31/2020,10/20/2020 - 1/27/2021_10/20/2021 - 1/27/2022,9/14/2021,12/31/2021,Yes,140,No,No,3,No,Yes,215_215_450_450,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,Yes,Yes,5,0,30,0,35,0,60.0,0.5 to 1,72,28,1,No,No,0.0,98.0,1.9,41.3,58.6,Every fourth night for 6 month(s),0,Every fourth night for 4 month(s),0,Every fourth night for 2 month(s),Not Available,5,33%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,600.00",21,5,"$57,900.00",21,5,"$59,700.00",21,5,Yes,25,64,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403821348,,,3,3,No,Yes,July,Yes,No,http://www.utoledo.edu/med/depts/medicine/residency/,Internal Medicine Residency Program - The University of Toledo,"Nezam  Altorok
MD
Univ of Toledo Med Ctr
MS1186
3000 Arlington Ave
Toledo, OH 43614
Tel: (567) 420-1613
Fax:
E-mail: tiffany.cantu@utoledo.edu","Tiffany  Cantu
Univ of Toledo Med Ctr
MS1186
3000 Arlington Ave
Toledo, OH 43614
Tel: (567) 420-1613
Fax: (419) 383-6180
E-mail: tiffany.cantu@utoledo.edu",1403821348,"Univ of Toledo Med Ctr, MS1186, 3000 Arlington Ave, Toledo, OH 43614","3045 Arlington Ave, Toledo, OH 43614-5807","2142 N Cove Blvd, Toledo, OH 43606","3000 Arlington Ave, Toledo, OH 43699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800537,Community-based university affiliated,Cleveland Clinic Foundation,3,3,No,Yes,July,Yes,No,http://www.clevelandclinic.org,Not Available,"Jane  D'Isa-Smith
DO
Cleveland Clinic-South Pointe Hosp
Internal Medicine Pgm
20000 Harvard Rd
Warrensville Heights, OH 44122
Tel: (216) 402-3898
Fax: (216) 491-7802
E-mail: disasmj@ccf.org","Deborah  Kenyon
Cleveland Clinic-South Pointe Hosp
Internal Medicine Pgm
20000 Harvard Rd
Warrensville Heights, OH 44122
Tel: (216) 491-4198
Fax: (216) 491-7802
E-mail: dkenyon@ccf.org",1403800537,"Cleveland Clinic-South Pointe Hosp, Internal Medicine Pgm, 20000 Harvard Rd, Warrensville Heights, OH 44122","9500 Euclid Ave, Cleveland, OH 44195-5242",,,,4,4,4,No,No,Yes,No,12/31/2020,10/1/2020 - 1/29/2021_10/8/2021 - 1/31/2022,9/21/2021,10/22/2021,Yes,100,No,No,2,Yes,No,___450,No,No Answer,Yes,Yes,No Answer,Not known,Yes,Yes,Yes,0,0,0,0,0,0,,0.0 to 1,75,Not Available,Not Available,Yes,No,0.0,0.0,100.0,47.2,52.7,N/A,Not Available,N/A,Not Available,N/A,Not Available,10,NGO,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$58,642.00",20,NGO,"$60,618.00",20,NGO,"$62,577.00",20,NGO,Yes,20,NGO,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Not available,No,No,No,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403800540,,,3,3,No,Yes,July,Yes,No,http://www.stjohnmedicalcenter.net/,Not Available,"Andrew  Filiatraut
DO
St John Med Ctr
Bldg 2 Ste 150
29000 Center Ridge Rd
Westlake, OH 44145
Tel: (440) 827-5784
Fax: (440) 827-5412
E-mail: andrew.filiatraut@uhhospitals.org","Emily  Ritter
MA
St John Med Ctr
Bldg 2 Ste 150
29000 Center Ridge Rd
Westlake, OH 44145
Tel: (440) 827-5784
Fax:
E-mail: emily.ritter@uhhospitals.org",1403800540,"St John Med Ctr, Bldg 2 Ste 150, 29000 Center Ridge Rd, Westlake, OH 44145","29000 Center Ridge Rd, Westlake, OH 44145","29000 Center Ridge Rd, Westlake, OH 44145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403811349,Community-based university affiliated,St Elizabeth Youngstown Hospital,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.mercy.com/residency,Not Available,"Thomas  Marnejon
DO
St Elizabeth Youngstown Hosp
Internal Medicine Pgm
1044 Belmont Ave
Youngstown, OH 44501
Tel: (330) 480-7643
Fax: (330) 480-3777
E-mail: thomas_marnejon@mercy.com","Gwendolyn  Brown
St Elizabeth Youngstown Hosp
Internal Medicine Pgm
1044 Belmont Ave
Youngstown, OH 44501-1790
Tel: (330) 480-7643
Fax:
E-mail: gwendolyn_brown@mercy.com",1403811349,"St Elizabeth Youngstown Hosp, Internal Medicine Pgm, 1044 Belmont Ave, Youngstown, OH 44501","1044 Belmont Ave, Youngstown, OH 44501-1790",,,"Residents from our program have obtained fellowship positions in cardiology, hematology/oncology, endocrinology, pulmonary-critical care, nephrology, infectious disease, and gastroenterology. Each year many of our residents present their clinical research or clinical vignettes at local, regional, national and even international meetings. Our program was awarded the Silver Medal for Research by the Ohio ACP in 2015 and the Gold Medal in 2017, 2018, and 2019!",11,11,11,No,No,"Yes , Codes: 1584140C0",No,12/31/2020,10/21/2020 - 1/31/2021_10/1/2021 - 1/31/2022,9/1/2021,12/31/2021,Yes,160,No,No,3,No,Yes,200_200_400_400,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,No,6,0,4,0,10,0,0.0,0.2 to 1,65,14,1,Yes,,0.0,95.4,4.5,53.7,46.2,N/A,0,Every sixth night for 12 month(s),0,Every sixth night for 12 month(s),Not Available,6,13%,3%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,700.00",15,NGO,"$58,000.00",18,NGO,"$59,800.00",18,NGO,Yes,60,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Optional,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403831350,Community-based university affiliated,Trumbull Regional Medical Center,3,3,No,Yes,"July,Negotiable",Yes,No,https://www.wrhedu.org/,Not Available,"Munir  Shah
MD
Western Reserve Health Education
Internal Medicine Pgm
500 Gypsy Ln
Youngstown, OH 44501
Tel: (330) 675-5715
Fax: (330) 675-5721
E-mail: munir.shah@steward.org","Bharati  Nair Uppal
MBA
Western Reserve Health Education Inc
Internal Medicine Pgm
1350 E Market St
Warren, OH 44483
Tel: (330) 675-5714
Fax: (330) 675-5721
E-mail: bharati.nairuppal@steward.org",1403831350,"Western Reserve Health Education, Internal Medicine Pgm, 500 Gypsy Ln, Youngstown, OH 44501","500 Gypsy Ln, Youngstown, OH 44501","1350 E Market St, Warren, OH 44482-1269","500 Gypsy Ln, Youngstown, OH 44501",,16,12,12,No,Yes,"Yes , Codes: 1585140C0,1585140P0",No,10/31/2020,10/9/2020 - 1/29/2021_10/9/2021 - 1/29/2022,9/15/2021,10/31/2021,No,80,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,501-540,Required,Yes,Yes,No,0,0,20,0,20,0,,0.2 to 1,60,12,1,Yes,,19.6,80.3,0.0,22.2,77.7,N/A,0,N/A,0,N/A,Not Available,8,12%,20%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$51,500.00",17,NGO,"$52,750.00",17,NGO,"$54,000.00",17,NGO,Yes,17,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,Within 30 days of starting program,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Optional,No,No,Yes,"740 E State St, Sharon, PA 16146",,Yes,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403921351,University-based,OU Medical Center,3,3,No,Yes,"July,Negotiable",Yes,No,http://imrp.ouhsc.edu/,Not Available,"Shouvik  Chakrabarty
MD
Univ of Oklahoma Health Sciences Ctr
PO Box 26901  AAT 6300
800 Stanton L Young Blvd
Oklahoma City, OK 73104
Tel: (405) 271-5963
Fax: (405) 271-1476
E-mail: shouvik-chakrabarty@ouhsc.edu","Kia  Lemons
Univ of Oklahoma Health Sciences Ctr
PO Box 26901  AAT 6300
800 Stanton L Young Blvd
Oklahoma City, OK 73126-0901
Tel: (405) 271-5963
Fax: (405) 271-1476
E-mail: kia-lemons@ouhsc.edu",1403921351,"Univ of Oklahoma Health Sciences Ctr, PO Box 26901  AAT 6300, 800 Stanton L Young Blvd, Oklahoma City, OK 73104","940 Stanton L Young Blvd, Oklahoma City, OK 73104","700 NE 13th St, Oklahoma City, OK 73104","921 NE 13th St, Oklahoma City, OK 73104","We are a strong academic program with a three year rolling board pass rate of 100%, among the highest in the nation. Benefits include faculty devoted to education, strong research opportunities, state of the art facilities, full spectrum of fellowships. Other unique opportunities include a global health program, a community advocacy program, an ABIM pilot in cardiology, a directed reading program, a ""teaching residents to teach"" program, curriculum in QI, and a high value care curriculum.",24,16,16,No,Yes,"Yes , Codes: 1588140P0,1588140C0",No,1/15/2021,11/9/2020 - 1/27/2021_11/8/2021 - 1/26/2022,10/20/2021,1/15/2022,Yes,222,No,No,3,No,Yes,220_220_501_,Yes,236-245,Yes,Yes,501-540,Required,Yes,No,No,125,25,24,5,149,30,21.6,2.4 to 1,50,28,1.5,Yes,Yes,52.9,45.9,1.1,39.7,60.2,Every fourth night for 2 month(s),NGO,Every fourth night for 2 month(s),NGO,Every fourth night for 2 month(s),NGO,6,33%,1%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$53,634.00",15,15,"$55,388.00",15,15,"$57,170.00",15,15,Yes,35,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403900355,,,3,3,No,Yes,July,Yes,No,,Not Available,"Jana  Baker
DO
Osteopathic Med Education Consortium of Oklahoma Inc
#2300
1373 E Boone St
Tahlequah, OK 74464
Tel: (918) 382-3100
Fax:
E-mail: jana.baker@okstate.edu","Alexis  Ramirez
Osteopathic Med Education Consortium of Oklahoma Inc
#2300
1373 E Boone St
Tahlequah, OK 74464
Tel:
Fax:
E-mail: alexis.ramirez10@okstate.edu",1403900355,"Osteopathic Med Education Consortium of Oklahoma Inc, #2300, 1373 E Boone St, Tahlequah, OK 74464","1111 W 17th St, Tulsa, OK 74107","1400 E Downing St, Tahlequah, OK 74464","1501 S Waldron Rd, Fort Smith, AR 72903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8803 S 101st E Ave, Tulsa, OK 74133","9228 S Mingo Rd, Tulsa, OK 74133",,,"1500 E Downing St, Tahlequah, OK 74464","1387 W 4th St, Tahlequah, OK 74464",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403900353,University-based,Oklahoma State University Center for Health Sciences,3,3,No,Yes,July,Yes,No,https://health.okstate.edu/academics/internal-medicine/residency/index.html,Not Available,"Justin  Chronister
DO
OSU Ctr for Health Sciences
GME Office
744 W 9th St
Tulsa, OK 74127-9020
Tel: (918) 382-3535
Fax: (918) 382-3589
E-mail: kimrr@okstate.edu","Kim  Rector
BS
OSU Ctr for Health Sciences
Attn GME Office
744 W 9th St
Tulsa, OK 74127-9020
Tel: (918) 382-3535
Fax: (918) 382-3559
E-mail: kimrr@okstate.edu",1403900353,"OSU Ctr for Health Sciences, GME Office, 744 W 9th St, Tulsa, OK 74127-9020","1111 W 17th St, Tulsa, OK 74107","1120 S Utica Ave, Tulsa, OK 74104","1011 Honor Heights Dr, Muskogee, OK 74401",The internal medicine program at Oklahoma State University trains exceptional physicians who are extraordinarily competent procedurally and who are confidently equipped to practice independently upon graduation. We take pride in serving as the primary ICU team for OSUMC and gain exceptional exposure to pathology via the integration of our resident's continuity clinic with the Ryan White HIV clinic at OSU.,11,11,10,No,Yes,Yes,No,1/15/2021,10/26/2020 - 1/31/2021_10/1/2021 - 1/31/2022,9/15/2021,1/14/2022,Yes,87,No,No,3,Yes,No,__450_500,No,No Answer,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,8,0,0,0,8,0,50.0,0.2 to 1,75,12,1,Yes,,0.0,0.0,100.0,33.6,66.3,N/A,0,N/A,0,N/A,Not Available,5,33%,0%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$51,322.00",10,10,"$53,069.00",10,10,"$54,958.00",10,10,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Required,Yes,Yes,Yes,"12697 E 51st St, Tulsa, OK 74146","1430 Terrace Dr, Tulsa, OK 74104",Yes,(4 wks ),"9228 S Mingo Rd, Tulsa, OK 74133","1866 E 15th St, Tulsa, OK 74104",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1403921352,,,3,3,No,Yes,July,Yes,No,http://www.ou.edu/content/tulsa/residency/internal_medicine.html,Not Available,"Bernadette M Miller
MD
Univ of Oklahoma Sch of Community Med
Dept of Internal Medicine
4502 E 41st St
Tulsa, OK 74135
Tel: (918) 660-3456
Fax: (918) 660-3444
E-mail: bernadette-miller@ouhsc.edu","Katie  Stahle
Univ of Oklahoma Sch of Community Med
Dept of Internal Medicine
4502 E 41st St
Tulsa, OK 74135
Tel: (918) 660-3428
Fax: (918) 660-3444
E-mail: internalmed@ouhsc.edu",1403921352,"Univ of Oklahoma Sch of Community Med, Dept of Internal Medicine, 4502 E 41st St, Tulsa, OK 74135","4502 E 41st St, Tulsa, OK 74135-2512","1923 S Utica Ave, Tulsa, OK 74104","1120 S Utica Ave, Tulsa, OK 74104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"591 E 36th St N, Tulsa, OK 74106",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1404000358,Community-based,Samaritan Health Services-Corvallis,3,3,No,Yes,June,Yes,No,https://www.samhealth.org/careers-education/graduate-medical-education/,Samaritan's Internal Medicine Residency Program,"Chris  Small
MD
Samaritan Health Services-Corvallis
Internal Medicine Pgm
3600 NW Samaritan Dr
Corvallis, OR 97330
Tel: (541) 768-490
Fax: (541) 768-4907
E-mail: sfoster@samhealth.orgcsmall@samhealth.org","Shannon  Foster
Samaritan Health Services-Corvallis
Internal Medicine Pgm
3600 NW Samaritan Dr
Corvallis, OR 97330
Tel: (541) 768-6281
Fax: (541) 768-4907
E-mail: sfoster@samhealth.org",1404000358,"Samaritan Health Services-Corvallis, Internal Medicine Pgm, 3600 NW Samaritan Dr, Corvallis, OR 97330","3509 NW Samaritan Dr, Corvallis, OR 97330","1585 Liberty St SE, Salem, OR 97302","1015 NW 22nd Ave, Portland, OR 97210-3090","Our mission is to train competent and compassionate Internal Medicine physicians. We are a community-based program that aspires to train well-rounded physicians prepared for inpatient, outpatient, and subspecialty careers. Set in the beautiful Willamette Valley, the program offers opportunities in rural and community health.",11,9,9,No,Yes,"Yes , Codes: 1715140C0",No,1/1/2021,11/5/2020 - 1/29/2021_10/1/2021 - 2/1/2022,9/15/2021,1/31/2022,Yes,150,No,No,3,Yes,Yes,200__450_,No,210-225,Yes,No,501-540,"Desired, with some exceptions",No,No,No,71,0,10,0,81,0,26.7,2.6 to 1,60,12,1.5,Yes,,1.2,5.0,93.7,41.2,58.7,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,35%,5%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$52,075.00",20,5,"$54,215.00",20,5,"$57,070.00",20,5,Yes,20,60,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,"3710 SW US Veterans Hospital Rd, Portland, OR 97207","3600 NW Samaritan Dr, Corvallis, OR 97330",Yes,,"1046 6th Ave SW, Albany, OR 97321","913 NW Garden Valley Blvd, Roseburg, OR 97471",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1404011353,Community-based university affiliated,Legacy Emanuel Hospital and Health Center,3,3,No,Yes,June,Yes,No,http://www.legacyhealth.org/im,Not Available,"Paula A Folger
MD
Legacy Good Samaritan Med Ctr
GME Office
1015 NW 22nd Ave
Portland, OR 97210
Tel: (503) 413-8018
Fax:
E-mail: pfolger@lhs.org","Jaclyn  Snyder
Legacy Good Samaritan Med Ctr
GME Office
1015 NW 22nd Ave
Portland, OR 97210
Tel: (503) 413-7036
Fax: (503) 413-7361
E-mail: imres@lhs.org",1404011353,"Legacy Good Samaritan Med Ctr, GME Office, 1015 NW 22nd Ave, Portland, OR 97210","2801 N Gantenbein Ave, Portland, OR 97227-1674","2801 N Gantenbein Ave, Portland, OR 97227","1015 NW 22nd Ave, Portland, OR 97210-3090","Two tertiary referral hospitals with active Level 1 trauma center, burn unit, kidney transplant program; diverse socioeconomic populations; faculty hospitalists/private IMs; rigorous but supportive academic environment; excellent fellowship acceptance rate.",22,16,16,No,Yes,"Yes , Codes: 1594140C0,1594140P0",No,12/31/2020,11/2/2020 - 1/29/2021_10/20/2021 - 1/12/2022,9/15/2021,12/15/2021,Yes,410,No,No,3,No,Yes,210_220_525_,Yes,210-225,Yes,"No, require USMLE scores for all applicants",541-600,Required,Yes,No,No,14,0,0,0,14,0,64.2,0.2 to 1,60,14,1.3,Yes,,44.0,14.2,41.6,49.4,50.5,N/A,0,N/A,2,N/A,2,5,25%,5%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$62,000.00",15,14,"$64,000.00",15,14,"$67,000.00",15,14,Yes,42,365,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
