,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,Hispanic,White,Two or more races,African American,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/mecosta-county-mi/,C+,B minus,A minus,B minus,C+,C+,D+,B+,B minus,B+,B+,"Mecosta County is located in Michigan with a population of 43,251. In Mecosta County, most residents own their homes. Many young professionals live in Mecosta County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.1,0.09,0.19,0.11,0.09,0.11,0.13,0.18,0.09,-0.25,0.13,-0.35,0.32,0.10344827586206917,0.36,0.33333333333333326,0.1,-0.16666666666666663,,,1,0,1,0,0,0.035,0.21,0.011000000000000001,0.02,0.91,0.02,0.03,0.01,0.01,0.0,0.0,0.5,0.5,0.29,0.21,0.23,0.22,0.06,0.4,0.29,0.2,0.1
0,https://www.niche.com/places-to-live/c/sierra-county-nm/,B,C,C+,C+,B,C minus,A minus,C+,B minus,A minus,A minus,"Sierra County is located in New Mexico with a population of 11,031. In Sierra County, most residents own their homes. Many retirees live in Sierra County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.08,0.07,0.06,0.07,0.09,0.11,0.16,0.36,0.08,-0.33333333333333326,0.13,-0.35,0.34,0.1724137931034484,0.29,0.07407407407407396,0.16,0.3333333333333335,,,,,,,,0.046,0.266,0.028999999999999998,0.3,0.65,0.02,0.0,0.01,0.02,0.0,0.0,0.5,0.5,0.44,0.23,0.18,0.1,0.05,0.44,0.32,0.15,0.09
0,https://www.niche.com/places-to-live/c/alexander-county-nc/,B minus,B,C+,B minus,B minus,B minus,B,A minus,B minus,B+,C,"Alexander County is located in North Carolina with a population of 37,213. In Alexander County, most residents own their homes. Many families and retirees live in Alexander County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.1,0.1,0.08,0.12,0.12,0.14,0.14,0.19,0.04,-0.6666666666666666,0.1,-0.5,0.3,0.034482758620689724,0.39,0.4444444444444444,0.18,0.5,,,0,1,3,0,0,0.031,0.134,0.022000000000000002,0.05,0.87,0.01,0.06,0.01,0.0,0.0,0.0,0.51,0.49,0.24,0.22,0.23,0.24,0.07,0.29,0.36,0.25,0.1
0,https://www.niche.com/places-to-live/c/pickaway-county-oh/,B,B,B,B,C+,B,C+,B+,B minus,B,C minus,"Pickaway County is located in Ohio with a population of 57,762. In Pickaway County, most residents own their homes. Residents of Pickaway County tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.11,0.09,0.13,0.14,0.15,0.13,0.15,0.06,-0.5,0.12,-0.4,0.26,-0.10344827586206884,0.43,0.5925925925925926,0.13,0.08333333333333348,,,,,,,,0.026000000000000002,0.121,0.004,0.01,0.93,0.02,0.03,0.01,0.0,0.0,0.0,0.53,0.47,0.17,0.18,0.24,0.33,0.09,0.27,0.28,0.28,0.17
0,https://www.niche.com/places-to-live/c/saline-county-il/,C,B minus,B,B minus,C+,C+,B minus,A,C+,B,B,"Saline County is located in Illinois with a population of 23,994. In Saline County, most residents own their homes. Many retirees live in Saline County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.1,0.07,0.13,0.11,0.13,0.14,0.2,0.06,-0.5,0.13,-0.35,0.4,0.3793103448275863,0.27,0.0,0.13,0.08333333333333348,,,,,,,,0.043,0.21,0.003,0.02,0.92,0.03,0.03,0.01,0.0,0.0,0.0,0.49,0.51,0.31,0.2,0.22,0.21,0.06,0.35,0.28,0.26,0.12
0,https://www.niche.com/places-to-live/c/marion-county-oh/,B minus,B minus,A minus,B minus,B minus,C+,C,A minus,B minus,B,B,"Marion County is located in Ohio with a population of 65,299. In Marion County, most residents own their homes. Many families live in Marion County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.12,0.1,0.08,0.13,0.12,0.14,0.14,0.17,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.31,0.06896551724137945,0.44,0.6296296296296295,0.12,0.0,,,4,7,12,1,1,0.04,0.147,0.009000000000000001,0.03,0.88,0.03,0.05,0.01,0.0,0.0,0.0,0.53,0.47,0.25,0.23,0.24,0.22,0.06,0.36,0.3,0.24,0.1
0,https://www.niche.com/places-to-live/c/iosco-county-mi/,B minus,B,B+,C+,C,B+,C minus,A minus,B+,B+,B+,"Iosco County is located in Michigan with a population of 25,197. In Iosco County, most residents own their homes. Many retirees live in Iosco County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.09,0.07,0.06,0.09,0.09,0.12,0.18,0.29,0.06,-0.5,0.1,-0.5,0.35,0.2068965517241379,0.38,0.40740740740740744,0.11,-0.08333333333333326,,,0,0,0,1,0,0.033,0.151,0.013000000000000001,0.02,0.94,0.02,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.25,0.27,0.27,0.18,0.03,0.32,0.35,0.24,0.1
0,https://www.niche.com/places-to-live/c/hardeman-county-tn/,C,B minus,C+,B minus,A minus,C,B,A minus,C,B,C+,"Hardeman County is located in Tennessee with a population of 25,443. In Hardeman County, most residents own their homes. Residents of Hardeman County tend to have moderate political views.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.09,0.1,0.09,0.14,0.13,0.13,0.13,0.18,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.22,-0.2413793103448275,0.47,0.7407407407407405,0.2,0.6666666666666667,,,2,4,5,0,0,0.063,0.179,0.006999999999999999,0.02,0.54,0.01,0.42,0.01,0.0,0.0,0.0,0.56,0.44,0.32,0.25,0.22,0.19,0.02,0.36,0.34,0.22,0.08
0,https://www.niche.com/places-to-live/c/atascosa-county-tx/,C+,B minus,B,B minus,A minus,A minus,B+,A minus,C+,C minus,C minus,"Atascosa County is located in Texas with a population of 49,528. In Atascosa County, most residents own their homes. Many families live in Atascosa County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.14,0.13,0.09,0.13,0.12,0.12,0.12,0.14,0.04,-0.6666666666666666,0.1,-0.5,0.24,-0.1724137931034483,0.39,0.4444444444444444,0.23,0.9166666666666667,,,2,0,0,0,0,0.055,0.147,0.05,0.64,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.21,0.19,0.24,0.27,0.09,0.31,0.32,0.21,0.16
0,https://www.niche.com/places-to-live/c/union-county-sc/,C minus,B minus,C,B minus,A minus,C+,B+,A,C+,B+,C+,"Union County is located in South Carolina with a population of 27,490. In Union County, most residents own their homes. Many retirees live in Union County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.12,0.1,0.08,0.11,0.11,0.14,0.15,0.2,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.3,0.034482758620689724,0.4,0.4814814814814814,0.19,0.5833333333333335,,,1,3,3,1,0,0.039,0.213,0.005,0.02,0.65,0.03,0.3,0.0,0.0,0.0,0.0,0.48,0.52,0.33,0.2,0.25,0.18,0.03,0.36,0.36,0.21,0.08
0,https://www.niche.com/places-to-live/c/davis-county-ia/,C+,B,B minus,B minus,C,A minus,C+,A minus,B,C+,B minus,"Davis County is located in Iowa with a population of 8,920. In Davis County, most residents own their homes. Residents of Davis County tend to be conservative.",,,,,,,,0.15,0.85,,,,,,,,,,,,,,,0.17,0.13,0.08,0.11,0.1,0.11,0.13,0.17,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.33,0.2222222222222221,0.17,0.41666666666666674,,,,,,,,0.02,0.099,0.003,0.01,0.97,0.01,0.0,0.01,0.0,0.0,0.0,0.49,0.51,0.17,0.17,0.23,0.32,0.11,0.26,0.31,0.26,0.17
0,https://www.niche.com/places-to-live/c/martin-county-nc/,C,C+,C,B minus,A minus,C minus,B+,A minus,B minus,B+,B minus,"Martin County is located in North Carolina with a population of 22,849. In Martin County, most residents own their homes. Many retirees live in Martin County and residents tend to have moderate political views.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.1,0.1,0.07,0.11,0.1,0.13,0.16,0.22,0.06,-0.5,0.11,-0.45000000000000007,0.33,0.13793103448275867,0.34,0.2592592592592593,0.17,0.41666666666666674,,,,,,,,0.069,0.193,0.013999999999999999,0.04,0.52,0.01,0.42,0.01,0.0,0.0,0.0,0.47,0.53,0.3,0.27,0.21,0.18,0.04,0.32,0.37,0.22,0.08
0,https://www.niche.com/places-to-live/c/lafayette-county-mo/,B minus,B+,C+,C+,C+,B+,B minus,A minus,B minus,C,C,"Lafayette County is located in Missouri with a population of 32,597. In Lafayette County, most residents own their homes. Many retirees live in Lafayette County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.12,0.11,0.07,0.12,0.11,0.14,0.15,0.18,0.08,-0.33333333333333326,0.13,-0.35,0.27,-0.06896551724137923,0.44,0.6296296296296295,0.09,-0.25,,,,,,,,0.017,0.124,0.005,0.03,0.92,0.02,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.19,0.2,0.22,0.3,0.08,0.25,0.32,0.27,0.16
0,https://www.niche.com/places-to-live/c/archuleta-county-co/,B minus,D+,B,C+,B,B,C minus,D+,A,A minus,A minus,"Archuleta County is located in Colorado with a population of 13,253. In Archuleta County, most residents own their homes. Many retirees live in Archuleta County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.1,0.08,0.06,0.1,0.1,0.12,0.19,0.26,0.11,-0.08333333333333326,0.26,0.30000000000000004,0.34,0.1724137931034484,0.21,-0.22222222222222232,0.08,-0.33333333333333326,,,,,,,,0.03,0.08800000000000001,0.02,0.18,0.76,0.01,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.21,0.21,0.26,0.23,0.08,0.25,0.37,0.26,0.13
0,https://www.niche.com/places-to-live/c/howard-county-ia/,B minus,B,B,B minus,C,B+,C,A minus,B minus,C+,A,"Howard County is located in Iowa with a population of 9,226. In Howard County, most residents own their homes. Many retirees live in Howard County and residents tend to lean conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.14,0.11,0.07,0.11,0.11,0.12,0.14,0.2,0.04,-0.6666666666666666,0.12,-0.4,0.35,0.2068965517241379,0.4,0.4814814814814814,0.09,-0.25,,,,,,,,0.017,0.086,0.005,0.02,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.17,0.22,0.28,0.27,0.07,0.23,0.31,0.33,0.12
0,https://www.niche.com/places-to-live/c/randolph-county-wv/,C minus,B,B+,C+,C,C+,unavailable,A minus,B,A minus,B,"Randolph County is located in West Virginia with a population of 28,930. In Randolph County, most residents own their homes. Many retirees live in Randolph County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.11,0.08,0.08,0.12,0.11,0.13,0.15,0.21,0.07,-0.41666666666666663,0.1,-0.5,0.2,-0.31034482758620685,0.48,0.7777777777777777,0.15,0.25,,,0,1,0,0,0,0.031,0.185,0.004,0.01,0.96,0.0,0.02,0.01,0.0,0.0,0.0,0.51,0.49,0.3,0.21,0.24,0.19,0.05,0.34,0.33,0.22,0.11
0,https://www.niche.com/places-to-live/c/rush-county-in/,B,B+,B,B minus,C,B minus,C+,A minus,A minus,B minus,C,"Rush County is located in Indiana with a population of 16,641. In Rush County, most residents own their homes. Many retirees live in Rush County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.11,0.12,0.08,0.11,0.12,0.14,0.15,0.18,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.46,0.7037037037037037,0.13,0.08333333333333348,,,,,,,,0.027999999999999997,0.146,0.005,0.02,0.96,0.01,0.02,0.0,0.0,0.0,0.0,0.49,0.51,0.2,0.19,0.25,0.3,0.05,0.26,0.32,0.29,0.13
0,https://www.niche.com/places-to-live/c/windham-county-ct/,B minus,C minus,B+,B,B,C+,C,C+,A minus,A,B minus,"Windham County is located in Connecticut with a population of 116,566. In Windham County, most residents own their homes. Many young professionals live in Windham County and residents tend to lean conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.11,0.1,0.1,0.13,0.12,0.14,0.15,0.16,0.1,-0.16666666666666663,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.33,0.2222222222222221,0.12,0.0,,,0,1,2,0,0,0.037000000000000005,0.114,0.026000000000000002,0.12,0.83,0.02,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.17,0.16,0.23,0.32,0.12,0.25,0.28,0.27,0.2
0,https://www.niche.com/places-to-live/c/gadsden-county-fl/,D+,C+,B,C+,A,B minus,B+,A minus,C,B+,C minus,"Gadsden County is located in Florida with a population of 45,945. In Gadsden County, most residents own their homes. Many families live in Gadsden County and residents tend to be liberal.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.12,0.1,0.08,0.12,0.13,0.13,0.14,0.17,0.06,-0.5,0.11,-0.45000000000000007,0.27,-0.06896551724137923,0.36,0.33333333333333326,0.2,0.6666666666666667,,,,,,,,0.038,0.22399999999999998,0.033,0.1,0.32,0.01,0.56,0.0,0.0,0.0,0.0,0.47,0.53,0.29,0.26,0.24,0.18,0.04,0.29,0.37,0.25,0.09
0,https://www.niche.com/places-to-live/c/broadwater-county-mt/,B minus,B,B,C+,C,B,B,C+,B,A minus,C+,"Broadwater County is located in Montana with a population of 5,945. In Broadwater County, most residents own their homes. Many retirees live in Broadwater County and residents tend to be conservative.",,,,,,,,0.17,0.83,,,,,,,,,,,,,,,0.09,0.1,0.08,0.08,0.1,0.14,0.17,0.23,0.07,-0.41666666666666663,0.2,0.0,0.34,0.1724137931034484,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,,,,,,0.051,0.086,0.006999999999999999,0.03,0.94,0.02,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.19,0.2,0.26,0.27,0.08,0.28,0.29,0.28,0.15
0,https://www.niche.com/places-to-live/c/carter-county-tn/,B minus,B minus,B minus,B minus,C,B minus,B,A minus,B minus,B+,C+,"Carter County is located in Tennessee with a population of 56,433. In Carter County, most residents own their homes. Many retirees live in Carter County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.09,0.1,0.07,0.12,0.11,0.15,0.15,0.21,0.06,-0.5,0.11,-0.45000000000000007,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.16,0.3333333333333335,,,13,14,29,5,6,0.025,0.221,0.009000000000000001,0.02,0.95,0.01,0.02,0.0,0.0,0.0,0.0,0.49,0.51,0.33,0.24,0.22,0.17,0.04,0.35,0.35,0.21,0.09
0,https://www.niche.com/places-to-live/c/fresno-county-ca/,B minus,D minus,B+,B,A,C,A+,D+,A,A minus,B,"Fresno County is located in California with a population of 984,521. In Fresno County, most residents own their homes. Many families live in Fresno County and residents tend to have moderate political views.",,,,,,,,0.47,0.53,,,,,,,,,,,,,,,0.16,0.13,0.1,0.15,0.12,0.11,0.1,0.12,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.23,-0.14814814814814814,0.24,1.0,,,28,74,69,14,2,0.054000000000000006,0.22399999999999998,0.126,0.53,0.29,0.02,0.04,0.1,0.0,0.0,0.0,0.5,0.5,0.24,0.19,0.21,0.25,0.11,0.33,0.3,0.21,0.17
0,https://www.niche.com/places-to-live/c/lincoln-county-wi/,B minus,B minus,B+,B minus,C,B,C minus,B+,B,B+,B,"Lincoln County is located in Wisconsin with a population of 27,744. In Lincoln County, most residents own their homes. Many retirees live in Lincoln County and residents tend to lean conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.09,0.09,0.07,0.09,0.11,0.15,0.17,0.21,0.06,-0.5,0.13,-0.35,0.35,0.2068965517241379,0.38,0.40740740740740744,0.08,-0.33333333333333326,,,,,,,,0.025,0.09,0.005,0.02,0.95,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.19,0.2,0.24,0.32,0.05,0.24,0.31,0.31,0.14
0,https://www.niche.com/places-to-live/c/pondera-county-mt/,C+,B minus,B,C+,B,B minus,B,B minus,C+,C+,A minus,"Pondera County is located in Montana with a population of 5,994. In Pondera County, most residents own their homes. Many young professionals and retirees live in Pondera County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.14,0.11,0.08,0.11,0.1,0.11,0.15,0.2,0.05,-0.5833333333333333,0.19,-0.050000000000000044,0.36,0.24137931034482762,0.33,0.2222222222222221,0.07,-0.41666666666666663,,,,,,,,0.039,0.191,0.006,0.02,0.81,0.01,0.0,0.0,0.15,0.0,0.0,0.5,0.5,0.21,0.22,0.22,0.28,0.07,0.33,0.27,0.28,0.12
0,https://www.niche.com/places-to-live/c/butler-county-ks/,B minus,B,B,B+,B minus,B+,B,B+,B,B,B minus,"Butler County is located in Kansas with a population of 66,698. In Butler County, most residents own their homes. Many families and young professionals live in Butler County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.13,0.13,0.09,0.12,0.13,0.13,0.14,0.15,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.37,0.27586206896551735,0.26,-0.03703703703703709,0.08,-0.33333333333333326,,,0,1,1,0,0,0.024,0.094,0.013999999999999999,0.05,0.89,0.02,0.02,0.01,0.01,0.0,0.0,0.51,0.49,0.16,0.18,0.23,0.33,0.1,0.26,0.26,0.28,0.2
0,https://www.niche.com/places-to-live/c/atoka-county-ok/,B+,A minus,C,B+,B+,A minus,B minus,A,C+,B minus,C+,"Atoka County is located in Oklahoma with a population of 13,823. In Atoka County, most residents own their homes. Many families live in Atoka County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.12,0.1,0.08,0.13,0.12,0.12,0.14,0.19,0.05,-0.5833333333333333,0.1,-0.5,0.28,-0.0344827586206895,0.4,0.4814814814814814,0.17,0.41666666666666674,,,1,1,2,1,0,0.025,0.204,0.01,0.04,0.71,0.11,0.04,0.01,0.1,0.0,0.0,0.53,0.47,0.33,0.25,0.19,0.2,0.04,0.36,0.34,0.19,0.1
0,https://www.niche.com/places-to-live/c/carter-county-ok/,B,B,B+,B,A minus,B+,B,A minus,B minus,C minus,B,"Carter County is located in Oklahoma with a population of 48,319. In Carter County, most residents own their homes. Many families live in Carter County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.13,0.12,0.08,0.13,0.12,0.12,0.13,0.16,0.08,-0.33333333333333326,0.12,-0.4,0.31,0.06896551724137945,0.37,0.37037037037037024,0.12,0.0,,,0,0,1,0,0,0.033,0.16,0.022000000000000002,0.07,0.7,0.08,0.07,0.01,0.07,0.0,0.0,0.49,0.51,0.23,0.22,0.25,0.24,0.07,0.29,0.33,0.25,0.13
0,https://www.niche.com/places-to-live/c/dawson-county-ne/,C+,B minus,B,B,A,B+,A+,A minus,B,C+,B+,"Dawson County is located in Nebraska with a population of 23,733. In Dawson County, most residents own their homes. Many families live in Dawson County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.16,0.12,0.08,0.13,0.12,0.11,0.13,0.16,0.04,-0.6666666666666666,0.12,-0.4,0.31,0.06896551724137945,0.32,0.18518518518518512,0.22,0.8333333333333335,,,2,6,5,0,0,0.025,0.125,0.114,0.33,0.59,0.01,0.06,0.01,0.0,0.0,0.0,0.52,0.48,0.19,0.22,0.25,0.28,0.05,0.25,0.35,0.28,0.13
0,https://www.niche.com/places-to-live/c/morton-county-nd/,C+,B,B,B,C+,A,A minus,B+,B minus,B+,B,"Morton County is located in North Dakota with a population of 30,868. In Morton County, most residents own their homes. Many families and young professionals live in Morton County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.13,0.09,0.07,0.16,0.13,0.12,0.14,0.16,0.07,-0.41666666666666663,0.2,0.0,0.36,0.24137931034482762,0.29,0.07407407407407396,0.08,-0.33333333333333326,,,1,1,2,0,0,0.016,0.07400000000000001,0.006,0.03,0.9,0.02,0.01,0.01,0.03,0.0,0.0,0.5,0.5,0.14,0.16,0.23,0.35,0.12,0.2,0.25,0.33,0.22
0,https://www.niche.com/places-to-live/c/steele-county-mn/,B minus,B,B+,B,B minus,B,C,B+,A minus,B minus,A minus,"Steele County is located in Minnesota with a population of 36,683. In Steele County, most residents own their homes. Many families and young professionals live in Steele County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.13,0.12,0.08,0.12,0.12,0.13,0.14,0.17,0.08,-0.33333333333333326,0.18,-0.10000000000000009,0.33,0.13793103448275867,0.34,0.2592592592592593,0.07,-0.41666666666666663,,,,,,,,0.026000000000000002,0.08800000000000001,0.023,0.08,0.87,0.01,0.03,0.01,0.0,0.0,0.0,0.5,0.5,0.16,0.17,0.23,0.34,0.1,0.23,0.28,0.32,0.18
0,https://www.niche.com/places-to-live/c/sheridan-county-wy/,A,B minus,B+,B+,C+,B+,C+,C minus,B+,B+,A minus,"Sheridan County is located in Wyoming with a population of 30,140. In Sheridan County, most residents own their homes. Many young professionals and retirees live in Sheridan County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.1,0.11,0.08,0.12,0.12,0.11,0.15,0.2,0.14,0.16666666666666674,0.17,-0.15000000000000002,0.39,0.3448275862068968,0.26,-0.03703703703703709,0.05,-0.5833333333333333,,,3,7,1,0,0,0.02,0.059000000000000004,0.009000000000000001,0.04,0.92,0.01,0.0,0.01,0.02,0.0,0.0,0.5,0.5,0.17,0.19,0.22,0.32,0.1,0.21,0.29,0.29,0.2
0,https://www.niche.com/places-to-live/c/holt-county-ne/,B+,A,B,B minus,C,A minus,C+,A,B,C,A,"Holt County is located in Nebraska with a population of 10,177. In Holt County, most residents own their homes. Many retirees live in Holt County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.12,0.07,0.1,0.11,0.11,0.16,0.22,0.06,-0.5,0.16,-0.20000000000000007,0.38,0.3103448275862071,0.33,0.2222222222222221,0.06,-0.5,,,,,,,,0.008,0.077,0.012,0.05,0.93,0.0,0.0,0.01,0.01,0.0,0.0,0.5,0.5,0.18,0.19,0.28,0.3,0.06,0.22,0.34,0.29,0.15
0,https://www.niche.com/places-to-live/c/wakulla-county-fl/,B+,B+,B minus,A minus,B,A minus,B+,B+,C,A minus,D+,"Wakulla County is located in Florida with a population of 32,321. In Wakulla County, most residents own their homes. Residents of Wakulla County tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.11,0.11,0.07,0.13,0.15,0.15,0.15,0.15,0.06,-0.5,0.12,-0.4,0.33,0.13793103448275867,0.36,0.33333333333333326,0.12,0.0,,,0,0,2,0,0,0.034,0.122,0.012,0.04,0.8,0.01,0.15,0.01,0.0,0.0,0.0,0.54,0.46,0.18,0.21,0.22,0.31,0.08,0.23,0.34,0.28,0.15
0,https://www.niche.com/places-to-live/c/hamilton-county-ia/,B,A minus,B,B+,C+,B+,C,A minus,B minus,B minus,B,"Hamilton County is located in Iowa with a population of 14,997. In Hamilton County, most residents own their homes. Many retirees live in Hamilton County and residents tend to lean conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.11,0.07,0.11,0.12,0.13,0.15,0.2,0.06,-0.5,0.18,-0.10000000000000009,0.37,0.27586206896551735,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,,,,,,0.017,0.096,0.021,0.06,0.89,0.0,0.01,0.03,0.0,0.0,0.0,0.49,0.51,0.19,0.18,0.25,0.32,0.06,0.24,0.28,0.31,0.16
0,https://www.niche.com/places-to-live/c/shelby-county-tx/,B,A minus,C,B+,A,C minus,B,A,B,C+,C+,"Shelby County is located in Texas with a population of 25,349. In Shelby County, most residents own their homes. Many families live in Shelby County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.14,0.12,0.1,0.11,0.11,0.12,0.13,0.17,0.04,-0.6666666666666666,0.1,-0.5,0.28,-0.0344827586206895,0.35,0.29629629629629606,0.24,1.0,,,1,0,0,0,0,0.040999999999999995,0.22399999999999998,0.066,0.18,0.62,0.0,0.19,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.23,0.24,0.18,0.05,0.34,0.33,0.23,0.11
0,https://www.niche.com/places-to-live/c/brown-county-mn/,B,A minus,A minus,B,C,A minus,C,A minus,B+,C+,A,"Brown County is located in Minnesota with a population of 25,163. In Brown County, most residents own their homes. Many young professionals and retirees live in Brown County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.11,0.1,0.09,0.11,0.11,0.11,0.15,0.21,0.05,-0.5833333333333333,0.17,-0.15000000000000002,0.35,0.2068965517241379,0.36,0.33333333333333326,0.06,-0.5,,,,,,,,0.009000000000000001,0.07,0.013999999999999999,0.04,0.93,0.01,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.16,0.21,0.23,0.34,0.06,0.22,0.31,0.33,0.13
