,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Intro,Year 1,Year 2,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 1,Participant 2,Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,,Year 4,Year 5,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Night float system (Residents participate during first year),Participant 8,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Participant 9,Specialty Details,1,15,2,3,Yes
0,https://freida.ama-assn.org/program/7252344006,University-based,University of Maryland Program,5,5,No,Yes,"June,July,August",Yes,No,http://umem.org/res_empeds_index.php,Not Available,"Erin  Guidice
MD
Univ of Maryland Med Ctr
5th Fl Rm NW570
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-6662
Fax:
E-mail: jhartsock@som.umaryland.edu","Nakisha  Daniels
Univ of Maryland Med Ctr
Dept of Emergency Medicine 6th Fl Ste 200
110 S Paca St
Baltimore, MD 21201
Tel: (667) 214-2208
Fax: (410) 328-8028
E-mail: ndaniels@som.umaryland.edu",7252344006,"Univ of Maryland Med Ctr, 5th Fl Rm NW570, 22 S Greene St, Baltimore, MD 21201","22 S Greene St, Baltimore, MD 21201-1595","301 St Paul Pl, Baltimore, MD 21201-2165","In-training examination, mentoring program, oral Board review, textbooks (Nelson's, Harriet Lane, etc), free parking, PDAs, and meal coupons for call.",2,2,No,No,"Yes , Codes: 1252725C0",No,11/1/2020,11/8/2020 - 1/31/2021_11/8/2021 - 1/31/2022,9/15/2021,11/1/2021,No,15,No,No,3,No,Yes,200___,No,226-235,"No, require USMLE scores for all applicants",No,No Answer,Not required,Yes,No,No,123,60,21,4,144,64,71.5,13.3 to 1,60,16,1,Yes,,Every fourth night for week(s),2,Every third night for 2 week(s),2,Every fourth night for 2 week(s),2,5,8%,2%,"$58,699.00",21,15,"$61,403.00",21,15,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,2,"$63,927.00",21,15,,,,,,"$55,961.00",21,15,,2,2,77.7,11.1,11.1,77.7,22.2,Every third night for 2 week(s),2,Every third night for 2 week(s),10,"$66,420.00",21,15,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7650144013,University-based,Children's Hospital of Alabama,4,4,Yes,Yes,July,Yes,No,https://www.uab.edu/medicine/peds/residency-program,Not Available,"Nathaniel H Robin
MD
Univ of Alabama Med Ctr
Volker Hall 1L108B
1670 University Blvd
Birmingham, AL 35233
Tel: (205) 975-6867
Fax: (205) 975-6389
E-mail: christyunderwood@uabmc.edu","Christy  Underwood
Univ of Alabama Med Ctr
Volker Hall 1L108B
1670 University Blvd
Birmingham, AL 35233
Tel: (205) 975-6867
Fax: (205) 975-6389
E-mail: christyunderwood@uabmc.edu",7650144013,"Univ of Alabama Med Ctr, Volker Hall 1L108B, 1670 University Blvd, Birmingham, AL 35233","619 19th St S, Birmingham, AL 35249-6505","1600 7th Ave S, Birmingham, AL 35233",,1,1,No,No,"Yes , Codes: 1007765C0",No,5/31/2021,10/1/2020 - 5/31/2021_10/1/2021 - 5/31/2022,9/15/2021,5/31/2022,No,10,No,No,3,No,No,___,No,No Answer,Yes,No,No Answer,Not known,Yes,Yes,No,6,14,0,0,6,14,50,1.5 to 1,50,16,2,Yes,,Every fourth night for week(s),0,Every fourth night for 2 month(s),4,Every fourth night for week(s),8,8,25%,8%,"$54,838.00",21,21,"$56,551.00",21,21,No answer,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Not available,No,No,Yes,,,1,"$59,112.00",21,21,,,,,,"$53,141.00",21,21,,1,,100,0,0,100,0,Every fourth night for week(s),12,N/A,Not Available,,,,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7650544009,,,4,4,No,No,"June,July",Yes,No,http://www.pediatrics.uci.edu/,Not Available,"Maureen E Bocian
MD, MS
UC Irvine Med Ctr
Dept of Pediatrics/Genetics ZC4482
101 The City Dr S
Orange, CA 92868-3298
Tel: (714) 456-7570
Fax: (714) 456-5330
E-mail: mebocian@uci.edu","Nancy  Oropeza
UC Irvine Med Ctr
Dept of Pediatrics/Genetics ZC4482
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-7570
Fax: (714) 456-5330
E-mail: noropeza@uci.edu",7650544009,"UC Irvine Med Ctr, Dept of Pediatrics/Genetics ZC4482, 101 The City Dr S, Orange, CA 92868-3298","200 E Manchester St, Orange, CA 92868","8700 Beverly Blvd, Los Angeles, CA 90048-1869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"455 S Main St, Orange, CA 92868","757 Westwood Plaza, Los Angeles, CA 90095",,,,,"2801 Atlantic Ave, Long Beach, CA 90801","1100 W La Veta, Orange, CA 92868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7650500010,,,4,4,Yes,Yes,June,Yes,No,http://med.stanford.edu/medicalgenetics/education/combined_res_program.html,Not Available,"David A Stevenson
MD
Stanford Univ Sch of Med
Div of Med Genetics H-315
300 Pasteur Dr
Stanford, CA 94305
Tel:
Fax:
E-mail: geneticsresidency@stanford.edu","Mary  Riordan
Stanford Univ Sch of Med
Div of Med Genetics H-315
300 Pasteur Dr
Stanford, CA 94305
Tel: (650) 724-7191
Fax: (650) 498-4555
E-mail: mriordan@stanford.edu",7650500010,"Stanford Univ Sch of Med, Div of Med Genetics H-315, 300 Pasteur Dr, Stanford, CA 94305","300 Pasteur Dr, Stanford, CA 94305-4007","725 Welch Rd, Palo Alto, CA 94304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"751 S Bascom Ave, San Jose, CA 95128-2180","9300 Valley Children's Pl, Madera, CA 93638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7650700001,University-based,Children's Hospital Colorado,4,4,No,Yes,June,Yes,No,https://tinyurl.com/ycl6dnab,Not Available,"Austin A Larson
MD
Children's Hosp Colorado
Mail Stop 8400 Ed2S L28 Rm 4130
13121 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-2354
Fax:
E-mail: austin.larson@childrenscolorado.org","Holly  Ables
MA
Children's Hosp Colorado
B300
13123 E 16th Ave
Aurora, CO 80045
Tel: (303) 724-2354
Fax:
E-mail: holly.ables@childrenscolorado.org",7650700001,"Children's Hosp Colorado, Mail Stop 8400 Ed2S L28 Rm 4130, 13121 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","13123 E 16th Ave, Aurora, CO 80045","Our program is a combination of well-established peds and genetics residencies. This is year 2 of the match for us for the combined program. We offer great teaching, excellent quality of life, broad clinical experiences and many other opportunities in research, quality work, leadership, advocacy and other areas.",2,2,No,No,"Yes , Codes: 1076765C0",No,9/1/2020,11/5/2020 - 1/29/2021_11/5/2021 - 1/29/2022,9/1/2021,11/15/2021,Yes,3,No,No,3,No,Yes,220___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,13,2,0,0,13,2,61.5,1.6 to 1,62,24,1.5,Yes,,N/A,0,Every fourth night for 5 month(s),0,Every fourth night for 3 month(s),0,8,50%,10%,"$61,785.00",15,10,"$64,098.00",15,10,Yes,20,NGO,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,"12605 E 16th Ave, Aurora, CO 80045","3055 Roslyn St, Denver, CO 80238",2,"$67,435.00",15,10,,,,,,"$58,965.00",15,10,(12 wks ),2,,,,,,,N/A,Not Available,,,,,,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7651200001,University-based,Emory University School of Medicine,4,4,No,No,July,Yes,No,https://genetics.emory.edu/education/index.html,Not Available,"Michael J Gambello
MD, PhD
Emory Univ Sch of Med
Ste 400
615 Michael St
Atlanta, GA 30322
Tel: (404) 727-6483
Fax: (404) 727-3949
E-mail: mgambel@emory.edu","Elizabeth H McKenna
Emory Univ Sch of Med
Ste 400
615 Michael St
Atlanta, GA 30322
Tel: (404) 727-3067
Fax:
E-mail: emcken4@emory.edu",7651200001,"Emory Univ Sch of Med, Ste 400, 615 Michael St, Atlanta, GA 30322","1440 Clifton Rd NE, Atlanta, GA 30322","1405 Clifton Rd NE, Atlanta, GA 30322-1101",,1,1,No,No,"No , Codes: 1113765C0",No,,-_-,,,Yes,0,No,No,3,No,Yes,200_200__,Yes,No Answer,No,No,No Answer,"Desired, with some exceptions",No,No,No,0,0,0,0,0,0,,0.0 to 1,Not Available,16,1,Yes,,N/A,0,N/A,0,N/A,0,4,10%,5%,"$62,850.00",15,12,"$64,901.00",15,12,Yes,42,42,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Optional,No,No,Yes,,,0,"$67,456.00",15,12,,,,,,"$59,399.00",15,12,,,,,,,,,N/A,Not Available,,,,,,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7652444017,,,4,4,No,Yes,July,Yes,No,http://www.childrenshospital.org/bcrp/,Not Available,"Amy E Roberts
MD
Boston Children's Hosp
Peds/Med Genetics Pgm
300 Longwood Ave
Boston, MA 02115
Tel: (617) 355-8794
Fax: (617) 739-6282
E-mail: amy.roberts@cardio.chboston.org","Daniela  Grunfeld
Boston Children's Hosp
Hunnewell 5th Fl BCH Mailstop 3056
300 Longwood Ave
Boston, MA 02115
Tel: (857) 218-5491
Fax: (617) 730-0466
E-mail: hmsgeneticstraining@childrens.harvard.edu",7652444017,"Boston Children's Hosp, Peds/Med Genetics Pgm, 300 Longwood Ave, Boston, MA 02115","300 Longwood Ave, Boston, MA 02115-5737","55 Fruit St, Boston, MA 02114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75 Francis St, Boston, MA 02115","One Boston Medical Center Pl, Boston, MA 02118-2393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7652344010,University-based,Johns Hopkins Hospital,4,4,No,Yes,July,Yes,No,https://hopkinsgenetics.org,Not Available,"Nicole A Shilkofski
MD, MEd
Johns Hopkins Univ Sch of Med
Bloomberg Children's Ctr Rm 8451
1800 Orleans St
Baltimore, MD 21287
Tel: (410) 955-2727
Fax:
E-mail: nshilko1@jhmi.edu","Carly  Hyde
BS
Johns Hopkins Univ Sch of Med
Bloomberg Children's Ctr Rm 8451
1800 Orleans St
Baltimore, MD 21287
Tel: (410) 955-2727
Fax: (410) 955-9850
E-mail: chyde4@jhmi.edu",7652344010,"Johns Hopkins Univ Sch of Med, Bloomberg Children's Ctr Rm 8451, 1800 Orleans St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629",A 4-year combined program in pediatrics and genetics leading to Board eligibility by the ABP and ABMG. Applicants should apply through ERAS and notify genetics of their interest by emailing geneticresidency@jhmi.edu.,1,1,No,Yes,"Yes , Codes: 1242765C0",No,10/21/2020,11/1/2020 - 1/11/2021_11/1/2021 - 1/10/2022,9/15/2021,9/15/2021,No,1,No,No,3,No,Yes,185___,No,236-245,No,No,No Answer,Required,No,No,No,207,32,18,0,225,32,42.9,54.0 to 1,65,16,1,No,,N/A,0,Every eleventh night or more for 6 month(s),8,Every eleventh night or more for 5 month(s),4,5,35%,5%,"$59,570.00",20,91,"$62,439.00",20,91,No answer,91,NGO,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,Yes,Yes,Yes,,,1,"$65,051.00",20,91,,,,,,"$57,160.00",20,91,NGO (wks),1,,100,0,0,100,0,Every eleventh night or more for 6 month(s),0,N/A,Not Available,,,,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7652344008,Other,Clinical Center at the National Institutes of Health,4,5,No,Yes,July,Yes,Yes,http://www.genome.gov/10000987,Not Available,"Cynthia  Tifft
MD, PhD, MS
National Human Genome Research Inst
Rm 3-2551
10 Center Dr
Bethesda, MD 20892
Tel: (301) 451-8485
Fax:
E-mail: cynthiat@mail.nih.gov","Cynthia  Tifft
MD, PhD, MS
National Human Genome Research Inst
Rm 3-2551
10 Center Dr
Bethesda, MD 20892
Tel: (301) 451-8485
Fax:
E-mail: cynthiat@mail.nih.gov",7652344008,"National Human Genome Research Inst, Rm 3-2551, 10 Center Dr, Bethesda, MD 20892","10 Center Dr, Bethesda, MD 20892","111 Michigan Ave NW, Washington, DC 20010","Program offers extremely strong research training and opportunities. Additional training in all subspecialties available (molecular, biochemical, and cytogenetics). Highly competitive. Participate in undiagnosed diseases program at NIH.",1,1,No,No,"Yes , Codes: 1070765P0",No,10/15/2020,11/2/2020 - 1/15/2021_-,10/1/2021,,Yes,12,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,50,14,3,0,53,14,40,12.8 to 1,60,12,1.5,No,No,Every third night for 4 month(s),NGO,Every third night for 4 month(s),NGO,N/A,NGO,8,50%,N/A,"$65,190.00",20,12,"$66,954.00",20,12,No answer,20,NGO,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,,1,"$71,746.00",20,12,,,,,,"$63,428.00",20,12,(24 wks ),1,,100,0,0,66.6,33.3,N/A,NGO,N/A,NGO,"$75,762.00",20,12,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7652500013,,,4,4,No,Yes,"July,Negotiable",Yes,No,https://medicine.umich.edu/dept/pediatrics/education/fellowships,Not Available,"Catherine  Keegan
MD, PhD
Michigan Med Univ of Michigan
D5240 Med Professional Bldg
1500 E Medical Center Dr
Ann Arbor, MI 48109-5718
Tel: (734) 763-6767
Fax: (734) 763-9512
E-mail: keeganc@umich.edu","Cindy  Dreffs
Michigan Med Univ of Michigan
D5240 Med Profressional Bldg
1500 E Medical Center Dr
Ann Arbor, MI 48109-5718
Tel: (734) 736-6767
Fax: (734) 763-9512
E-mail: cindyp@umich.edu",7652500013,"Michigan Med Univ of Michigan, D5240 Med Professional Bldg, 1500 E Medical Center Dr, Ann Arbor, MI 48109-5718","2600 Green Rd, Ann Arbor, MI 48109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7652544012,University-based,Children's Hospital of Michigan,4,4,No,Yes,July,Yes,No,http://www.genetics.wayne.edu/residencies-fellowships/,Not Available,"Gerald  Feldman
MD, PhD
Detroit Med Ctr/Wayne State Univ
2375 Scott Hall
540 E Canfield Ave
Detroit, MI 48201
Tel: (313) 577-6298
Fax: (313) 577-9137
E-mail: gfeldman@med.wayne.edu","Michelle  Cichon
MS
Detroit Med Ctr/Wayne State Univ
3311 Scott Hall
540 E Canfield Ave
Detroit, MI 48201
Tel: (313) 577-3982
Fax: (313) 577-9137
E-mail: mcichon@med.wayne.edu",7652544012,"Detroit Med Ctr/Wayne State Univ, 2375 Scott Hall, 540 E Canfield Ave, Detroit, MI 48201","3990 John R St, Detroit, MI 48201","3901 Beaubien Blvd, Detroit, MI 48201-2196","CHM is the state of Michigan newborn screening follow-up center. Great exposure to newborn screening. Educational stipend provided for annual conference coverage and other expenses. Lab coats, pediatrics and genetics in-service exams, and educational medical licenses paid by institution.",1,1,No,No,"Yes , Codes: 1295765C0",No,11/30/2020,10/23/2020 - 1/8/2021_10/22/2021 - 1/14/2022,9/11/2020,11/30/2021,Yes,11,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,153,17,16,0,169,17,48.3,40.2 to 1,67,16,1,No,,N/A,0,Every sixth night for 3 month(s),8,Every third night for 2 month(s),8,6,35%,8%,"$56,146.00",20,NGO,"$57,828.00",20,NGO,Yes,180,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"4201 St Antoine Blvd, Detroit, MI 48201","3990 John R St, Detroit, MI 48201",1,"$59,564.00",20,NGO,"4100 John R St, Detroit, MI 48201","4727 St Antoine, Detroit, MI 48201","4707 St Antoine, Detroit, MI 48201",,,"$54,511.00",20,NGO,,1,,27.7,44.4,27.7,27.7,72.2,Every third night for 1 month(s),8,,,,,,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7652844015,University-based,St Louis Children's Hospital,4,4,No,Yes,"June,July,Negotiable",Yes,No,http://peds.wustl.edu/genetics/GeneticsResidency/tabid/708/Default.aspx,Not Available,"Marwan S Shinawi
MD
Washington Univ Sch of Med
Campus Box 8116 9 NWT
660 S Euclid Ave
St Louis, MO 63110
Tel: (314) 454-6093
Fax: (314) 454-2075
E-mail: mshinawi@wustl.edu","Jennifer  Boudreau
Washington Univ Sch of Med
Campus Box 8116
660 S Euclid Ave
St Louis, MO 63110
Tel: (314) 273-2450
Fax: (314) 454-2075
E-mail: jboudreau@wustl.edu",7652844015,"Washington Univ Sch of Med, Campus Box 8116 9 NWT, 660 S Euclid Ave, St Louis, MO 63110","660 S Euclid Ave, St Louis, MO 63110-1093","One Children's Pl, St Louis, MO 63110-1077","Program offers family centered rounds, rapid response teams, transport teams, the pediatric physician scientist training program, our COPE continuity clinic, large simulation center, global health track.",1,1,No,No,"Yes , Codes: 1869765C0",No,11/30/2020,11/1/2020 - 1/15/2021_11/1/2021 - 1/15/2022,10/1/2021,1/30/2022,Yes,19,No,No,3,No,Yes,220_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,8,5,1,0,9,5,62.5,2.1 to 1,68,16,1.3,Yes,,Other for 2 month(s),0,Every fourth night for 3 month(s),NGO,Every fourth night for 2 month(s),NGO,5,40%,10%,"$61,413.00",20,10,"$64,179.00",20,10,Yes,30,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,No,No,Yes,"One Barnes-Jewish Hospital Plaza, St Louis, MO 63110",,1,"$67,069.00",20,10,,,,,,"$59,063.00",20,10,NGO (wks),1,,8.3,91.6,0,25,75,Every fourth night for week(s),NGO,N/A,Not Available,,,,Yes,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7653544001,University-based,Mount Sinai Hospital,4,4,No,Yes,July,Yes,No,http://icahn.mssm.edu/education/residencies-fellowships/list/,Not Available,"Kimihiko  Oishi
MD
Icahn Sch of Med at Mount Sinai
Box 1497
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 241-2848
Fax:
E-mail: kimihiko.oishi@mountsinai.org","Yvette  Dingwall
Icahn Sch of Med at Mount Sinai
Box 1497
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 241-3688
Fax: (646) 537-9405
E-mail: yvette.dingwall@mssm.edu",7653544001,"Icahn Sch of Med at Mount Sinai, Box 1497, 1 Gustave L Levy Pl, New York, NY 10029","One Gustave L Levy Pl, New York, NY 10029-6574","1425 Madison Ave, New York, NY 10029","Our program has a proud history of producing outstanding geneticists who have gone on to play important roles in the field of genetics. We have a diverse patient population which allows us to offer excellent genetics educational opportunities for trainees. The curriculum is combined with laboratory genetics fellowship and genetics counseling master programs, providing a unique learning environment. Applicants will be Board-eligible in pediatrics and medical genetics upon completion.",1,1,No,No,"Yes , Codes: 1490765C0",No,1/8/2021,10/5/2020 - 1/29/2021_10/4/2021 - 1/31/2022,9/20/2021,1/7/2022,No,8,No,No,3,No,Yes,215_215_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,No,18,5,2,2,20,7,33.3,4.7 to 1,65,24,1.5,No,Yes,Other for 16 week(s),4,Every fourth night for 16 week(s),8,Every fourth night for 12 week(s),8,11,15%,5%,"$73,711.00",20,12,"$76,660.00",20,12,Yes,NGO,NGO,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Required,No,Yes,Yes,,,1,"$79,726.00",20,12,,,,,,"$70,876.00",20,12,NGO (wks),1,,72.2,27.7,0,100,0,Every fourth night for 12 week(s),24,N/A,Not Available,,,,,,,,,,,,,,,
