,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,African American,Two or more races,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/talbot-county-md/,A minus,B+,C+,B,A minus,B,B minus,B minus,C+,A,A minus,B,"Talbot County is located in Maryland with a population of 37,167. In Talbot County, most residents own their homes. Many retirees live in Talbot County and residents tend to lean conservative.",37167,336800,1116,73547,0.5485057471264367,0.05084745762711873,0.1703292331683719,0.3,0.7,114.3,-0.5956844711708524,0,-1.0,41.5,0.019656019656019597,57.1,-0.5785977859778597,410.3,-0.17956408718256345,2072.3,0.014440963383591354,171.4,-0.39647887323943665,0.1,0.09,0.06,0.09,0.09,0.13,0.15,0.29,0.2,0.6666666666666667,0.21,0.04999999999999982,0.26,-0.10344827586206884,0.24,-0.11111111111111116,0.09,-0.25,4.4,10,4,6,0,0,0,0.02,0.087,0.035,0.78,0.07,0.1,0.04,0.01,0.0,0.0,0.0,0.47,0.53,0.15,0.17,0.19,0.32,0.17,0.22,0.26,0.25,0.27
0,https://www.niche.com/places-to-live/c/lee-county-ga/,A minus,A,A minus,C,A,B+,A minus,B+,B+,B,B,C+,"Lee County is located in Georgia with a population of 29,502. In Lee County, most residents own their homes. Many families and young professionals live in Lee County and residents tend to be conservative.",29502,152800,881,69280,-0.2974712643678161,-0.1704331450094162,0.10242986490142103,0.27,0.73,,,,,,,,,,,,,,,0.13,0.13,0.08,0.13,0.15,0.13,0.12,0.13,0.1,-0.16666666666666663,0.15,-0.2500000000000001,0.36,0.24137931034482762,0.3,0.11111111111111094,0.09,-0.25,4,2,1,0,1,0,0,0.044000000000000004,0.126,0.008,0.72,0.03,0.21,0.02,0.02,0.0,0.0,0.0,0.5,0.5,0.15,0.15,0.25,0.37,0.09,0.22,0.27,0.3,0.2
0,https://www.niche.com/places-to-live/c/pottawatomie-county-ks/,A minus,A minus,A minus,B,A,C+,A minus,B minus,B+,B,B,B minus,"Pottawatomie County is located in Kansas with a population of 23,847. In Pottawatomie County, most residents own their homes. Many families and young professionals live in Pottawatomie County and residents tend to be conservative.",23847,183100,854,66835,-0.15816091954022993,-0.19585687382297556,0.06352338367041677,0.21,0.79,157.5,-0.44287230279448175,0,-1.0,0,-1.0,0,-1.0,183.8,-0.6324735052989402,472.6,-0.7686508713530449,131.3,-0.5376760563380281,0.17,0.13,0.07,0.13,0.13,0.11,0.12,0.14,0.12,0.0,0.22,0.09999999999999987,0.31,0.06896551724137945,0.29,0.07407407407407396,0.06,-0.5,,,,,,,,0.02,0.081,0.015,0.9,0.05,0.01,0.02,0.01,0.01,0.0,0.0,0.5,0.5,0.16,0.15,0.26,0.32,0.1,0.24,0.26,0.3,0.19
0,https://www.niche.com/places-to-live/c/nicollet-county-mn/,A minus,B+,A minus,B+,A minus,B minus,A minus,C,B+,A minus,B minus,A minus,"Nicollet County is located in Minnesota with a population of 33,954. In Nicollet County, most residents own their homes. Many families and young professionals live in Nicollet County and residents tend to have moderate political views.",33954,191900,837,67399,-0.11770114942528731,-0.211864406779661,0.07249813026112695,0.26,0.74,74.7,-0.7357622921825256,0,-1.0,35.4,-0.13022113022113035,11.8,-0.9129151291512915,172.9,-0.6542691461707659,970.8,-0.5247699236342276,78.6,-0.7232394366197183,0.12,0.1,0.13,0.13,0.12,0.11,0.13,0.16,0.12,0.0,0.22,0.09999999999999987,0.35,0.2068965517241379,0.25,-0.07407407407407418,0.06,-0.5,,,,,,,,0.022000000000000002,0.099,0.026000000000000002,0.89,0.05,0.03,0.02,0.02,0.0,0.0,0.0,0.5,0.5,0.16,0.16,0.24,0.34,0.11,0.27,0.25,0.3,0.18
0,https://www.niche.com/places-to-live/c/craighead-county-ar/,A minus,A minus,B,A minus,A minus,B+,B,B,B+,B,B,B+,"Craighead County is located in Arkansas with a population of 107,345. In Craighead County, most residents own their homes. Many families and young professionals live in Craighead County and residents tend to be conservative.",107345,140700,757,47286,-0.35310344827586204,-0.2871939736346516,-0.24755342679375592,0.43,0.57,328.2,0.1609480014149276,15.7,1.5737704918032787,67.4,0.6560196560196561,69.7,-0.48560885608856086,1457.7,1.9148170365926815,2143.3,0.04919718034070897,188.8,-0.3352112676056338,0.14,0.11,0.11,0.15,0.13,0.11,0.11,0.14,0.1,-0.16666666666666663,0.17,-0.15000000000000002,0.29,0.0,0.35,0.29629629629629606,0.11,-0.08333333333333326,,,,,,,,0.038,0.165,0.028999999999999998,0.76,0.05,0.14,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.26,0.22,0.21,0.24,0.07,0.3,0.34,0.24,0.13
0,https://www.niche.com/places-to-live/c/wichita-county-tx/,A minus,B+,B,A,B+,A minus,B minus,B+,B+,B,C,A,"Wichita County is located in Texas with a population of 131,596. In Wichita County, most residents own their homes. Many families and young professionals live in Wichita County and residents tend to be conservative.",131596,100000,797,48650,-0.5402298850574713,-0.24952919020715636,-0.22584854319494618,0.4,0.6,172.1,-0.3912274495932083,3.2,-0.47540983606557374,72,0.769041769041769,102.5,-0.24354243542435428,644.4,0.28854229154169153,2062.1,0.009447816722146118,216.9,-0.23626760563380278,0.13,0.09,0.14,0.15,0.11,0.11,0.12,0.14,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.32,0.10344827586206917,0.32,0.18518518518518512,0.13,0.08333333333333348,4,10,3,4,3,0,0,0.031,0.168,0.038,0.65,0.19,0.1,0.02,0.02,0.01,0.0,0.0,0.52,0.48,0.26,0.2,0.23,0.24,0.06,0.32,0.31,0.25,0.12
0,https://www.niche.com/places-to-live/c/jackson-county-nc/,A minus,B+,B,A minus,B+,B,A minus,B,B,B+,A minus,B+,"Jackson County is located in North Carolina with a population of 42,938. In Jackson County, most residents own their homes. Many young professionals live in Jackson County and residents tend to lean conservative.",42938,196100,739,47252,-0.09839080459770111,-0.30414312617702444,-0.2480944576166001,0.36,0.64,376.9,0.33321542270958604,0,-1.0,115.2,1.8304668304668303,37.7,-0.7217712177121771,1997.7,2.994601079784043,7764.8,2.8010573722341885,339.2,0.19436619718309855,0.09,0.08,0.19,0.11,0.1,0.11,0.13,0.19,0.14,0.16666666666666674,0.16,-0.20000000000000007,0.32,0.10344827586206917,0.27,0.0,0.11,-0.08333333333333326,5,2,2,0,0,0,0,0.026000000000000002,0.187,0.03,0.81,0.06,0.02,0.03,0.01,0.08,0.0,0.0,0.49,0.51,0.26,0.22,0.24,0.22,0.05,0.36,0.3,0.23,0.1
0,https://www.niche.com/places-to-live/c/new-london-county-ct/,A minus,A minus,C,A,A,B+,B minus,C+,C,A,A,B,"New London County is located in Connecticut with a population of 267,390. In New London County, most residents own their homes. Many young professionals live in New London County and residents tend to have moderate political views.",267390,241700,1130,73490,0.11126436781609206,0.064030131826742,0.16942221090654486,0.34,0.66,122.2,-0.5677396533427661,2.5,-0.5901639344262295,38.6,-0.051597051597051635,58.9,-0.5653136531365314,252.6,-0.49490101979604084,1349.5,-0.33938711572351676,119,-0.5809859154929577,0.1,0.1,0.1,0.13,0.11,0.14,0.15,0.18,0.15,0.25,0.18,-0.10000000000000009,0.29,0.0,0.3,0.11111111111111094,0.08,-0.33333333333333326,4.32,19,7,11,1,0,0,0.04,0.094,0.038,0.76,0.11,0.05,0.04,0.04,0.01,0.0,0.0,0.5,0.5,0.15,0.15,0.21,0.32,0.17,0.24,0.26,0.25,0.26
0,https://www.niche.com/places-to-live/c/macon-county-nc/,B,B+,B minus,B+,B,C+,B minus,B minus,B+,A minus,A minus,B,"Macon County is located in North Carolina with a population of 34,813. In Macon County, most residents own their homes. Many retirees live in Macon County and residents tend to be conservative.",34813,165600,756,45507,-0.23862068965517247,-0.288135593220339,-0.27586206896551724,0.27,0.73,211.9,-0.2504421648390519,0,-1.0,107.9,1.651105651105651,0,-1.0,953.4,0.9064187162567485,2648.3,0.2964068925004897,0,-1.0,0.09,0.09,0.06,0.1,0.09,0.12,0.15,0.28,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.34,0.1724137931034484,0.31,0.14814814814814814,0.11,-0.08333333333333326,4.5,2,1,1,0,0,0,0.024,0.155,0.037000000000000005,0.89,0.07,0.02,0.01,0.01,0.01,0.0,0.0,0.48,0.52,0.25,0.24,0.24,0.21,0.06,0.28,0.35,0.24,0.13
0,https://www.niche.com/places-to-live/c/kaufman-county-tx/,B,B minus,B minus,B,A minus,A,B+,B,B minus,B,B+,C minus,"Kaufman County is located in Texas with a population of 123,804. In Kaufman County, most residents own their homes. Many families live in Kaufman County and residents tend to be conservative.",123804,178300,1044,70107,-0.18022988505747128,-0.016949152542372836,0.11558964403354399,0.23,0.77,218.9,-0.22568093385214005,2.1,-0.6557377049180327,49.6,0.21867321867321854,84.7,-0.3749077490774908,468.8,-0.06258748250349933,1961.8,-0.039651458782063886,241.6,-0.14929577464788735,0.15,0.13,0.08,0.13,0.14,0.13,0.12,0.12,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.33,0.13793103448275867,0.32,0.18518518518518512,0.14,0.16666666666666674,3.86,14,4,7,1,1,1,0.037000000000000005,0.11199999999999999,0.049,0.64,0.21,0.12,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.15,0.16,0.22,0.34,0.13,0.27,0.26,0.27,0.2
0,https://www.niche.com/places-to-live/c/caddo-parish-la/,B,C+,C,A minus,B,A,C minus,B+,B,B,B+,B+,"Caddo Parish is a County in Louisiana with a population of 245,831. In Caddo Parish, most residents own their homes. Many families and young professionals live in Caddo Parish and residents tend to have moderate political views.",245831,149200,797,41797,-0.31402298850574717,-0.24952919020715636,-0.3348980793405789,0.4,0.6,573.3,1.0279448178280863,25.8,3.229508196721312,75.4,0.8525798525798527,247.2,0.8243542435424354,1146.1,1.2917416516696658,3857.8,0.8884863912277268,444.8,0.5661971830985917,0.13,0.11,0.09,0.14,0.12,0.12,0.13,0.17,0.09,-0.25,0.15,-0.2500000000000001,0.3,0.034482758620689724,0.34,0.2592592592592593,0.13,0.08333333333333348,3.68,37,7,14,13,3,0,0.04,0.231,0.013000000000000001,0.45,0.03,0.49,0.02,0.01,0.0,0.0,0.0,0.47,0.53,0.32,0.21,0.19,0.2,0.08,0.34,0.3,0.22,0.14
0,https://www.niche.com/places-to-live/c/cowley-county-ks/,B,B minus,B,B,B,B,B minus,B,A minus,C+,B,B+,"Cowley County is located in Kansas with a population of 35,351. In Cowley County, most residents own their homes. Many families live in Cowley County and residents tend to be conservative.",35351,89000,694,50102,-0.5908045977011493,-0.34651600753295664,-0.20274334452524545,0.33,0.67,263.6,-0.06756278740714527,4.1,-0.3278688524590164,61.8,0.5184275184275182,24.7,-0.8177121771217712,667.1,0.3339332133573285,3232.7,0.5824848247503427,222.4,-0.21690140845070416,0.13,0.11,0.1,0.12,0.11,0.12,0.13,0.18,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.39,0.3448275862068968,0.3,0.11111111111111094,0.09,-0.25,,,,,,,,0.027999999999999997,0.141,0.016,0.8,0.11,0.03,0.04,0.02,0.01,0.0,0.0,0.5,0.5,0.23,0.23,0.24,0.25,0.05,0.3,0.32,0.26,0.12
0,https://www.niche.com/places-to-live/c/etowah-county-al/,B,B,B+,B+,B,B,B minus,B,A minus,B,B minus,C+,"Etowah County is located in Alabama with a population of 102,748. In Etowah County, most residents own their homes. Many families live in Etowah County and residents tend to be conservative.",102748,113700,669,44637,-0.4772413793103448,-0.3700564971751412,-0.2897060929618255,0.27,0.73,993.1,2.5129112133003186,7.2,0.18032786885245922,46.9,0.15233415233415215,115.4,-0.14833948339483394,1027.4,1.0543891221755648,3830.1,0.8749265713726257,468.6,0.6500000000000001,0.12,0.1,0.08,0.12,0.12,0.13,0.14,0.19,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.34,0.1724137931034484,0.33,0.2222222222222221,0.15,0.25,4,3,0,3,0,0,0,0.03,0.17300000000000001,0.017,0.78,0.04,0.15,0.02,0.01,0.0,0.0,0.0,0.48,0.52,0.29,0.22,0.22,0.23,0.05,0.32,0.35,0.23,0.11
0,https://www.niche.com/places-to-live/c/berks-county-pa/,B,B,C,A minus,B+,A minus,B minus,B minus,C+,B+,A minus,B,"Berks County is located in Pennsylvania with a population of 418,025. In Berks County, most residents own their homes. Many families and young professionals live in Berks County and residents tend to lean conservative.",418025,178700,939,63728,-0.17839080459770118,-0.11581920903954801,0.014082714065210222,0.28,0.72,152.7,-0.45985143261407857,3.5,-0.42622950819672123,27.9,-0.31449631449631454,88.3,-0.348339483394834,329.3,-0.3415316936612678,1227.6,-0.39906011356961035,100.7,-0.6454225352112676,0.12,0.1,0.1,0.12,0.12,0.14,0.14,0.17,0.09,-0.25,0.16,-0.20000000000000007,0.25,-0.13793103448275856,0.37,0.37037037037037024,0.13,0.08333333333333348,3.55,11,2,3,5,1,0,0.039,0.11900000000000001,0.038,0.72,0.21,0.04,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.17,0.17,0.22,0.31,0.12,0.27,0.29,0.26,0.18
0,https://www.niche.com/places-to-live/c/henry-county-oh/,B,A minus,A minus,B,B+,C+,B+,C+,A minus,B,B,B,"Henry County is located in Ohio with a population of 27,208. In Henry County, most residents own their homes. Many families live in Henry County and residents tend to be conservative.",27208,125200,730,59695,-0.42436781609195406,-0.31261770244821097,-0.050093089126871715,0.23,0.77,83.2,-0.7056950831269897,0,-1.0,23.8,-0.4152334152334153,47.6,-0.6487084870848708,321,-0.358128374325135,1747.9,-0.144360681417662,35.7,-0.8742957746478873,0.13,0.11,0.07,0.12,0.12,0.13,0.15,0.18,0.06,-0.5,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.44,0.6296296296296295,0.07,-0.41666666666666663,,,,,,,,0.02,0.083,0.006,0.9,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.14,0.23,0.26,0.3,0.06,0.24,0.32,0.3,0.15
0,https://www.niche.com/places-to-live/c/andrews-county-tx/,B,B minus,B+,B minus,B+,A minus,A,A,B+,C,B minus,B minus,"Andrews County is located in Texas with a population of 18,036. In Andrews County, most residents own their homes. Many families live in Andrews County and residents tend to be conservative.",18036,143900,1028,76158,-0.3383908045977011,-0.032015065913371,0.21187721782855684,0.26,0.74,292.2,0.033604527767951975,0,-1.0,57,0.4004914004914004,7.1,-0.9476014760147602,192.4,-0.6152769446110777,940.7,-0.5395046015273155,114,-0.5985915492957746,0.17,0.14,0.09,0.15,0.13,0.12,0.1,0.1,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.25,-0.13793103448275856,0.35,0.29629629629629606,0.28,1.3333333333333335,4.5,4,3,0,1,0,0,0.024,0.09300000000000001,0.109,0.4,0.56,0.01,0.02,0.0,0.0,0.0,0.0,0.51,0.49,0.13,0.18,0.17,0.37,0.15,0.23,0.29,0.24,0.24
0,https://www.niche.com/places-to-live/c/davidson-county-nc/,B,B,B,B+,B,B,B minus,B,B+,B+,B+,B minus,"Davidson County is located in North Carolina with a population of 165,381. In Davidson County, most residents own their homes. Many families live in Davidson County and residents tend to be conservative.",165381,142100,720,49546,-0.3466666666666667,-0.3220338983050848,-0.21159078974587464,0.3,0.7,254.9,-0.09833746020516443,7.4,0.2131147540983609,19.4,-0.5233415233415234,166.2,0.22656826568265664,1182.1,1.3637272545490897,3258.1,0.5949187389857058,251.2,-0.11549295774647894,0.12,0.11,0.08,0.11,0.12,0.15,0.14,0.18,0.05,-0.5833333333333333,0.13,-0.35,0.33,0.13793103448275867,0.33,0.2222222222222221,0.16,0.3333333333333335,3.67,3,0,2,1,0,0,0.036000000000000004,0.153,0.032,0.8,0.07,0.09,0.02,0.02,0.0,0.0,0.0,0.49,0.51,0.24,0.22,0.24,0.24,0.06,0.28,0.34,0.26,0.12
0,https://www.niche.com/places-to-live/c/redwood-county-mn/,B,B,A minus,B,B,B minus,B+,C,A,B,C,A minus,"Redwood County is located in Minnesota with a population of 15,261. In Redwood County, most residents own their homes. Many retirees live in Redwood County and residents tend to be conservative.",15261,106300,641,55404,-0.511264367816092,-0.396421845574388,-0.11837436150406566,0.22,0.78,173.9,-0.3848602759108595,0,-1.0,69.6,0.7100737100737098,0,-1.0,226.1,-0.5478904219156169,1983,-0.029273546113178006,226.1,-0.20387323943661972,0.13,0.12,0.07,0.1,0.1,0.12,0.14,0.21,0.04,-0.6666666666666666,0.15,-0.2500000000000001,0.34,0.1724137931034484,0.37,0.37037037037037024,0.09,-0.25,,,,,,,,0.013000000000000001,0.10099999999999999,0.011000000000000001,0.87,0.03,0.01,0.01,0.03,0.04,0.0,0.0,0.5,0.5,0.19,0.2,0.26,0.28,0.06,0.24,0.34,0.28,0.14
0,https://www.niche.com/places-to-live/c/creek-county-ok/,B,B,B+,B,B+,B+,B,B,A minus,B,B,C+,"Creek County is located in Oklahoma with a population of 71,427. In Creek County, most residents own their homes. Many families live in Creek County and residents tend to be conservative.",71427,122700,797,51318,-0.43586206896551727,-0.24952919020715636,-0.1833935362729341,0.26,0.74,150.8,-0.46657233816766885,10.8,0.7704918032786887,24.2,-0.4054054054054055,29.6,-0.7815498154981549,700,0.3997200559888021,1736.4,-0.14999020951635,312.3,0.0996478873239437,0.13,0.11,0.08,0.12,0.12,0.13,0.14,0.17,0.05,-0.5833333333333333,0.12,-0.4,0.3,0.034482758620689724,0.4,0.4814814814814814,0.13,0.08333333333333348,,,,,,,,0.022000000000000002,0.149,0.011000000000000001,0.76,0.04,0.02,0.06,0.0,0.11,0.0,0.0,0.49,0.51,0.24,0.21,0.23,0.26,0.07,0.27,0.32,0.25,0.15
0,https://www.niche.com/places-to-live/c/marshall-county-al/,B,B,B+,B+,B+,B,B minus,B,A minus,C+,B,B minus,"Marshall County is located in Alabama with a population of 95,643. In Marshall County, most residents own their homes. Many families live in Marshall County and residents tend to be conservative.",95643,128800,649,45983,-0.407816091954023,-0.38888888888888884,-0.26828763744569806,0.3,0.7,316.5,0.11956137247966048,0,-1.0,43.5,0.0687960687960687,31.4,-0.7682656826568266,732.1,0.4639072185562887,2713.3,0.32822596436263973,418,0.471830985915493,0.13,0.12,0.08,0.12,0.12,0.13,0.13,0.17,0.06,-0.5,0.13,-0.35,0.31,0.06896551724137945,0.31,0.14814814814814814,0.18,0.5,3,3,0,1,1,1,0,0.024,0.203,0.057,0.81,0.14,0.03,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.27,0.22,0.23,0.22,0.06,0.33,0.33,0.22,0.12
0,https://www.niche.com/places-to-live/c/beckham-county-ok/,B,B+,A minus,B,B,B+,B minus,B,A minus,B minus,C minus,B+,"Beckham County is located in Oklahoma with a population of 22,268. In Beckham County, most residents own their homes. Many families live in Beckham County and residents tend to be conservative.",22268,128400,718,50721,-0.4096551724137931,-0.32391713747645956,-0.19289340101522845,0.34,0.66,84.6,-0.7007428369296074,0,-1.0,11.3,-0.7223587223587223,0,-1.0,360.9,-0.2783443311337733,1274.3,-0.3761993342471118,135.3,-0.5235915492957746,0.13,0.12,0.09,0.15,0.13,0.12,0.12,0.14,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.36,0.33333333333333326,0.15,0.25,,,,,,,,0.02,0.165,0.023,0.75,0.15,0.04,0.03,0.0,0.02,0.0,0.0,0.54,0.46,0.24,0.22,0.18,0.29,0.07,0.35,0.29,0.19,0.16
0,https://www.niche.com/places-to-live/c/franklin-county-ma/,B,B minus,C,B+,B+,C+,B minus,C minus,C+,A minus,A,B+,"Franklin County is located in Massachusetts with a population of 70,577. In Franklin County, most residents own their homes. Many young professionals live in Franklin County and residents tend to be liberal.",70577,232100,976,60950,0.06712643678160912,-0.08097928436911483,-0.030122686695415513,0.31,0.69,330.6,0.16943756632472606,0,-1.0,73.5,0.8058968058968057,34.6,-0.744649446494465,334.9,-0.33033393321335736,1037.2,-0.492265517916585,49.7,-0.825,0.09,0.09,0.07,0.12,0.12,0.13,0.17,0.21,0.17,0.41666666666666674,0.2,0.0,0.28,-0.0344827586206895,0.28,0.03703703703703698,0.07,-0.41666666666666663,3.96,23,4,14,5,0,0,0.032,0.09699999999999999,0.024,0.91,0.04,0.01,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.19,0.17,0.24,0.29,0.11,0.23,0.3,0.28,0.19
0,https://www.niche.com/places-to-live/c/edgefield-county-sc/,B,B,B+,C+,B,A,B+,B+,A minus,C,C+,B minus,"Edgefield County is located in South Carolina with a population of 26,927. In Edgefield County, most residents own their homes. Residents of Edgefield County tend to be conservative.",26927,129300,637,49127,-0.40551724137931033,-0.40018832391713743,-0.21825819900386678,0.26,0.74,112.8,-0.6009904492394764,0,-1.0,42.3,0.03931203931203919,0,-1.0,310.1,-0.3799240151969606,676.6,-0.6687879381241433,126.9,-0.553169014084507,0.09,0.1,0.09,0.12,0.13,0.14,0.15,0.18,0.06,-0.5,0.1,-0.5,0.3,0.034482758620689724,0.37,0.37037037037037024,0.17,0.41666666666666674,3.67,3,0,2,1,0,0,0.037000000000000005,0.162,0.031,0.57,0.06,0.35,0.02,0.0,0.0,0.0,0.0,0.53,0.47,0.28,0.19,0.19,0.26,0.09,0.33,0.33,0.2,0.14
0,https://www.niche.com/places-to-live/c/roosevelt-county-nm/,B,A minus,B minus,B minus,B+,A,C,B+,C+,B minus,B minus,A minus,"Roosevelt County is located in New Mexico with a population of 18,888. In Roosevelt County, most residents own their homes. Many families and young professionals live in Roosevelt County and residents tend to be conservative.",18888,118200,778,42702,-0.456551724137931,-0.2674199623352166,-0.32049711185016627,0.42,0.58,142.5,-0.4959320834807216,0,-1.0,33.5,-0.17690417690417692,25.2,-0.8140221402214022,1785.7,2.5706858628274345,1626.4,-0.20383786959075767,293.4,0.03309859154929562,0.14,0.1,0.18,0.13,0.1,0.1,0.1,0.14,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.28,-0.0344827586206895,0.28,0.03703703703703698,0.2,0.6666666666666667,3,1,0,0,1,0,0,0.039,0.244,0.081,0.52,0.42,0.02,0.02,0.01,0.01,0.0,0.0,0.5,0.5,0.3,0.23,0.23,0.21,0.03,0.41,0.29,0.2,0.09
0,https://www.niche.com/places-to-live/c/gibson-county-tn/,B,A minus,B+,B,B+,B+,C+,B minus,A minus,C+,C,B minus,"Gibson County is located in Tennessee with a population of 49,228. In Gibson County, most residents own their homes. Many families live in Gibson County and residents tend to be conservative.",49228,98600,680,43171,-0.5466666666666666,-0.35969868173258,-0.31303406902916797,0.32,0.68,563.8,0.9943402900601344,10.3,0.6885245901639347,68.8,0.6904176904176902,37.8,-0.7210332103321033,550.1,0.09998000399920026,1935.6,-0.052476992363422736,92.8,-0.6732394366197183,0.13,0.11,0.08,0.12,0.12,0.13,0.13,0.18,0.06,-0.5,0.12,-0.4,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.15,0.25,3.32,28,1,8,18,1,0,0.035,0.156,0.009000000000000001,0.77,0.03,0.17,0.03,0.0,0.0,0.0,0.0,0.48,0.52,0.29,0.23,0.22,0.22,0.04,0.32,0.35,0.21,0.11
