,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,,Program best described as,Primary teaching site,Participant 3,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Night float system (Residents participate during first year),Specialty Details,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6
0,https://freida.ama-assn.org/program/3405421070,4,4,No,Yes,"June,July",Yes,No,http://rehab.washington.edu/,Not Available,"Jennifer M Zumsteg
MD
Univ of Washington Sch of Med
Dept of Rehab Med Box 356490
1959 NE Pacific St
Seattle, WA 98195
Tel: (206) 685-0936
Fax: (206) 616-3908
E-mail: ennesk@uw.edu","Karen R Ennes
Univ of Washington Sch of Med
Dept of Rehab Med Box 356490
1959 NE Pacific St
Seattle, WA 98195-6490
Tel: (206) 685-0936
Fax: (206) 616-3908
E-mail: ennesk@uw.edu",3405421070,"Univ of Washington Sch of Med, Dept of Rehab Med Box 356490, 1959 NE Pacific St, Seattle, WA 98195","850 Republican St, Seattle, WA 98109","1959 NE Pacific St, Seattle, WA 98195","4800 Sand Point Way NE, Seattle, WA 98105","1660 S Columbian Way, Seattle, WA 98108","UW's PM&R residency is nationally known. We have multiple training sites to see PM&R practiced in a variety of settings. Our residents do well on the training exams and Boards, and are highly competitive for fellowship positions and clinical practice jobs.",,University-based,University of Washington School of Medicine,"325 Ninth Ave, Seattle, WA 98104-2499",3,11,8,8,No,No,"Yes , Codes: 1918340C0","Yes , Codes: 1918340A0",10/21/2020,11/6/2020 - 1/15/2021_11/1/2021 - 1/10/2022,9/15/2021,10/1/2021,Yes,96,No,No,3,No,Yes,220__550_,No,236-245,Yes,No,Greater than 600,Required,Yes,Yes,Yes,54,8,0,0,54,8,51.8,1.8 to 1,50,16,1,Yes,No,81.2,2.1,16.5,44.3,55.6,Every third night for week(s),6,N/A,10,N/A,8,N/A,4,5,33%,N/A,"$60,588.00",20,12,"$62,940.00",20,12,"$65,532.00",20,12,"$68,340.00",20,12,Yes,12,84,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Optional,Yes,Yes,No,"747 Broadway, Seattle, WA 98122-4307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3405400001,4,4,No,No,July,Yes,No,https://washington.providence.org,Not Available,"Ross  Bogey
DO
St Luke's Rehab Inst
PM&R Pgm
711 S Cowley St
Spokane, WA 99202-1330
Tel: (214) 470-7976
Fax:
E-mail: ross.bogey@providence.org","Lee Ella  Blauer
St Luke's Rehab Inst
PM&R Pgm
711 S Cowley St
Spokane, WA 99202-1330
Tel: (509) 473-6048
Fax:
E-mail: blauerl@st-lukes.org",3405400001,"St Luke's Rehab Inst, PM&R Pgm, 711 S Cowley St, Spokane, WA 99202-1330","101 W 8th Ave, Spokane, WA 99220-2555","711 S Cowley St, Spokane, WA 99202",,,"TY residency allows 4 yrs be completed in Spokane. Collaborative training with FM, IM, Psychiatry, Child & Adolescent, and Sports Medicine residents & fellows. Short-term disability 100% of pay x8wks after 1wk wait, then 66.67% for weeks 10-26. Long-term disability @60% after 180 days. On-duty meals up to $3000/yr. St Luke's Rehab Inst is the largest Rehab Hospital west of the Mississippi River.",NGO (wks),Community-based university affiliated,St Luke's Rehabilitation Institute,,6,0,0,,"Yes  , 1 year(s)",Yes,No,No,12/11/2020,10/12/2020 - 1/15/2021_10/12/2020 - 1/15/2021,9/1/2020,12/11/2020,Yes,125,No,No,3,No,Yes,210_210_400_400,Yes,Below 210,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,16,2,0,0,16,2,37.5,2.6 to 1,50,12,1.5,No,,,,,,,Every third night for 12 week(s),0,Every fourth night for 24 week(s),12,N/A,16,N/A,24,5,10%,N/A,,,,"$60,513.00",20,5,"$62,999.00",20,5,"$65,698.00",20,5,Yes,25,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,Yes,No,,,,,,,Yes,,,,,"$68,442.00",20,5,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3405621072,3,3,No,No,July,Yes,No,http://ortho.wisc.edu,Not Available,"Michelle  Poliak-Tunis
MD
Univ of Wisconsin Hosp and Clinics
6th Fl
1685 Highland Ave
Madison, WI 53705
Tel: (608) 263-8642
Fax: (608) 265-6375
E-mail: poliak@rehab.wisc.edu","Delilah N Kowalke
Univ of Wisconsin Hosp and Clinics
Rm 6264
1685 Highland Ave
Madison, WI 53705-2281
Tel: (608) 263-8642
Fax: (608) 265-6375
E-mail: kowalke@rehab.wisc.edu",3405621072,"Univ of Wisconsin Hosp and Clinics, 6th Fl, 1685 Highland Ave, Madison, WI 53705","600 Highland Ave, Madison, WI 53792","317 Knutson Dr, Madison, WI 53704",,,"Our program has a balance between inpatient and outpatient settings. Inpatient includes managing patients with a variety of disabilities and lead a skilled multidisciplinary team. Outpatient provides many opportunities to work with a range of diagnoses from acute MSK injuries to chronic pain, including interventions, sports medicine, and workers' comp. We offer thorough and diverse training in EMG. Faculty have an ongoing commitment to both clinical and didactic teaching.",,University-based,University of Wisconsin Hospitals and Clinics,,3,3,3,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1779340A0",,-_11/20/2020 - 1/8/2021,9/1/2020,12/15/2020,Yes,42,No,No,4,No,Yes,220__480_,No,210-225,Yes,No,501-540,Required,Yes,No,No,12,3,2,0,14,3,41.6,1.4 to 1,44,14,1.9,Yes,No,51.8,0,48.1,37,62.9,N/A,8,N/A,6,N/A,3,N/A,5,4,25%,N/A,,,,"$62,128.00",15,7,"$64,562.00",15,7,"$67,461.00",15,7,Yes,180,NGO,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3405621071,3,3,No,Yes,July,Yes,No,http://www.mcw.edu/physicalmedicine/residencyprogram.htm,Not Available,"Nicholas C Ketchum
MD
Med Coll of Wisconsin
Dept of PM&R
8701 Watertown Plank Rd
Milwaukee, WI 53226
Tel: (414) 955-1924
Fax: (414) 955-0104
E-mail: nketchum@mcw.edu","Sue  Abrahms
BS
Med Coll of Wisconsin
Dept of PM&R HUB 4388
8701 Watertown Plank Rd
Milwaukee, WI 53226
Tel: (414) 955-1925
Fax: (414) 955-0104
E-mail: sabrahms@mcw.edu",3405621071,"Med Coll of Wisconsin, Dept of PM&R, 8701 Watertown Plank Rd, Milwaukee, WI 53226","8701 W Watertown Plank Rd, Milwaukee, WI 53226","9200 W Wisconsin Ave, Milwaukee, WI 53226","9000 W Wisconsin Ave, Milwaukee, WI 53201","5000 W National Ave, Milwaukee, WI 53295-1000",Our program features a highly skilled and experienced faculty who are dedicated to teaching future physiatrists. Program is resident friendly with ample elective and outpatient experiences to compliment an excellent didactic structure.,,University-based,Froedtert Hospital,,6,6,6,,"Yes  , 1 year(s)",No,No,"No , Codes: 1784340A0",,-_10/31/2021 - 1/7/2022,9/15/2021,11/30/2021,Yes,50,No,No,3,No,Yes,226_226_460_460,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,28,1,0,0,28,1,46.4,1.5 to 1,52,24,1,Yes,No,71.7,0,28.2,66.6,33.3,N/A,4,N/A,4,N/A,1,,,6,16%,N/A,,,,"$63,060.00",15,10,"$64,170.00",15,10,"$65,270.00",15,10,No answer,30,30,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3600121121,3,3,Yes,Yes,July,No,No,,Not Available,"Jorge I de la Torre
MD
Univ of Alabama Med Ctr
Faculty Office Tower Ste 1102
510 20th St S
Birmingham, AL 35294-3411
Tel: (205) 934-2307
Fax: (205) 975-6155
E-mail: schambless1@uabmc.edu","Shayna M Chambless
Univ of Alabama Med Ctr
Faculty Office Tower Ste 1102
510 20th St S
Birmingham, AL 35294
Tel: (205) 934-2307
Fax: (205) 975-6155
E-mail: schambless@uab.edu",3600121121,"Univ of Alabama Med Ctr, Faculty Office Tower Ste 1102, 510 20th St S, Birmingham, AL 35294-3411","619 19th St S, Birmingham, AL 35249-6505","1600 7th Ave S, Birmingham, AL 35233","700 S 19th St, Birmingham, AL 35233","1 Inverness Center Pkwy, Birmingham, AL 35242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3600521118,3,3,No,No,July,No,No,http://www.uscplasticsurgery.com,Not Available,"Joseph  Carey
MD, MS
LAC+USC Med Ctr
Div of Plastic Surgery Ste 415
1510 San Pablo St
Los Angeles, CA 90033
Tel: (323) 442-7903
Fax:
E-mail: joseph.carey@med.usc.edu","Erica  Luong
BS
LAC+USC Med Ctr
Div of Plastic Surgery Ste 415
1510 San Pablo St
Los Angeles, CA 90033
Tel: (323) 409-7750
Fax: (323) 442-7901
E-mail: eluong@med.usc.edu",3600521118,"LAC+USC Med Ctr, Div of Plastic Surgery Ste 415, 1510 San Pablo St, Los Angeles, CA 90033","1200 N State St, Los Angeles, CA 90033-1084","1200 N State St, Los Angeles, CA 90033-1084","1500 E Duarte Rd, Duarte, CA 91010-1495","4867 Sunset Blvd, Los Angeles, CA 90027",,,Community-based university affiliated,LAC+USC Medical Center,"4650 Sunset Blvd, Los Angeles, CA 90027-5693",1,1,1,,"Yes  , 5 year(s)",No,No,No,,-_-,,,Yes,15,Yes,No,3,No,Yes,_200__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,25,4,0,0,25,4,20,8.3 to 1,70,28,1.5,No,Yes,100,0,0,44.4,55.5,Negotiable for 12 week(s),48,Negotiable for 14 week(s),48,Negotiable for 14 week(s),48,,,3,40%,20%,,,,,,,,,,,,,Yes,20,90,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Not Available,"Available, Not Paid By Institution",Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",More than 30 days of starting program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,Yes,"3160 Geneva St, Los Angeles, CA 90020-1199","7601 E Imperial Hwy, Downey, CA 90242","8700 Beverly Blvd, Los Angeles, CA 90048-1869","1500 San Pablo St, Los Angeles, CA 90033",,,,,,,,,,,,,,,,,,,,,,,,,"$80,342.00",20,8,"$85,134.00",20,8,,,,,,
0,https://freida.ama-assn.org/program/3600521113,3,3,No,No,July,No,No,http://www.ucdmc.ucdavis.edu/surgery/education/plastic.html,Not Available,"Granger  Wong
MD
UC Davis Med Ctr
Rm 6006
2335 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-7289
Fax: (916) 734-7104
E-mail: hs-plasticsurg.residency@ucdavis.edu","Lois  Williams
UC Davis Med Ctr
Surgical Education Office 5th Fl
2335 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-5638
Fax: (916) 734-5633
E-mail: lawwilliams@ucdavis.edu",3600521113,"UC Davis Med Ctr, Rm 6006, 2335 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2425 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2025 Morse Ave, Sacramento, CA 95825-1084","Program provides protected research time: up to six weeks over three years, with program director and administrative chief approval. Hawaii Cleft rotation: one week at Kapiolani Medical Center for concentrated care during year two and three. Annual micro lab.",,University-based,University of California Davis Health,"10535 Hospital Way, Mather, CA 95655",1,1,1,,"Yes  , 5 year(s)",No,No,No,,-_11/1/2020 - 1/31/2021,9/1/2020,10/31/2020,No,25,Yes,No,3,No,Yes,240_240__650,Yes,No Answer,Yes,Yes,No Answer,Required,Yes,No,No,6,0,0,0,6,0,0,2.0 to 1,75,24,1,No,No,83.3,16.6,0,36.1,63.8,N/A,48,N/A,48,N/A,48,,,4,30%,5%,,,,,,,,,,,,,No,12,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,964.00",20,12,"$71,258.00",20,12,"$75,008.00",20,12,,,
0,https://freida.ama-assn.org/program/3600521010,3,3,No,No,July,No,No,http://www.plasticsurgery.ucsd.edu,Not Available,"Samuel  Lance
MD
UCSD Med Ctr
Plastic Surgery Pgm
200 W Arbor Dr
San Diego, CA 92103
Tel:
Fax: (619) 543-3645
E-mail: shlance@ucsd.edu","Pamela  Lugo
UCSD Med Ctr
Plastic Surgery Pgm
200 W Arbor Dr
San Diego, CA 92103-8890
Tel: (610) 543-5887
Fax: (619) 543-3645
E-mail: plugo@ucsd.edu",3600521010,"UCSD Med Ctr, Plastic Surgery Pgm, 200 W Arbor Dr, San Diego, CA 92103","200 W Arbor Dr, San Diego, CA 92103-2180","3020 Children's Way, San Diego, CA 92123-4282","3350 La Jolla Village Dr, San Diego, CA 92161-4223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3600522012,3,3,No,No,June,Yes,No,http://plastic.surgery.ucsf.edu/,Not Available,"Scott L Hansen
MD
UCSF Med Ctr
Campus Box 0932 Ste M-593
505 Parnassus Ave
San Francisco, CA 94143
Tel: (415) 353-4285
Fax: (415) 353-4320
E-mail: scott.hansen@ucsf.edu","Vanessa A Hernandez
UCSF Med Ctr
Plastic Surgery Pgm Ste M-593
505 Parnassus Ave
San Francisco, CA 94143
Tel: (415) 353-4285
Fax: (415) 353-4320
E-mail: vanessa.hernandez@ucsf.edu",3600522012,"UCSF Med Ctr, Campus Box 0932 Ste M-593, 505 Parnassus Ave, San Francisco, CA 94143","500 Parnassus Ave, San Francisco, CA 94143-0474","505 Parnassus Ave, San Francisco, CA 94143","747 52nd St, Oakland, CA 94609-1809","4150 Clement St, San Francisco, CA 94121-1598",,,,,"900 Hyde St, San Francisco, CA 94109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450 Stanyan St, San Francisco, CA 94117-1079","1001 Potrero Ave, San Francisco, CA 94110","2333 Buchanan St, San Francisco, CA 94115","Castro & Duboce Sts, San Francisco, CA 94114","500 Parnassus Ave, San Francisco, CA 94143-0296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3600721144,3,3,No,No,July,No,No,http://medschool.cuanschutz.edu/surgery/specialties/,Not Available,"Tae W Chong
MD
Univ of Colorado Denver Sch of Med
C-309
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-2792
Fax:
E-mail: tae.chong@ucdenver.edu","Erin P Oglesby
Univ of Colorado Denver Sch of Med
C-309
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-4620
Fax:
E-mail: erin.oglesby@cuanschutz.edu",3600721144,"Univ of Colorado Denver Sch of Med, C-309, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722","777 Bannock St, Denver, CO 80204-4507",,,,,"13123 E 16th Ave, Aurora, CO 80045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3601121019,3,3,No,No,July,No,No,http://plasticandreconstructive.surgery.med.ufl.edu/education/,Not Available,"Jessica A Ching
MD
Univ of Florida Health Science Ctr
Box 100138
1600 SW Archer Rd
Gainesville, FL 32610
Tel:
Fax:
E-mail: jessica.ching@surgery.ufl.edu","Kassandra  Moench
Univ of Florida Health Science Ctr
PO Box 100287
1600 SW Archer Rd
Gainesville, FL 32610
Tel:
Fax:
E-mail: kassandra.moench@surgery.ufl.edu",3601121019,"Univ of Florida Health Science Ctr, Box 100138, 1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610","1600 SW Archer Rd, Gainesville, FL 32610-0326","1601 Archer Rd, Gainesville, FL 32602",,"The UF plastic surgery residency offers a diverse clinical experience inclusive of large volumes of all aspects of plastic surgery. Residents will benefit from ample opportunities in microsurgery, hand surgery, craniofacial surgery, breast reconstruction and aesthetic surgery in an academic setting with a broad, diverse patient population and state of the art facilities. The program is set in a university city with a great climate and year-round outdoor activities.",,University-based,Shands Hospital at the University of Florida-Gainesville,,1,1,1,,"Yes  , 5 year(s)",No,No,No,,-_3/1/2021 - 4/1/2021,10/1/2020,12/15/2020,No,8,Yes,No,3,No,Yes,___,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,7,0,0,0,7,0,42.8,2.3 to 1,70,24,1,No,,,,,,,N/A,NGO,N/A,NGO,N/A,NGO,,,5,15%,N/A,,,,,,,,,,,,,Yes,NGO,NGO,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Not available,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,"$66,143.00",15,5,"$68,101.00",15,5,"$68,101.00",15,5,,,
0,https://freida.ama-assn.org/program/3601121022,3,3,No,No,August,No,No,https://jacksonhealth.org/graduate/prospective-students/,Not Available,"Zubin Jal Panthaki
MD
Jackson Memorial Hosp
CRB #410
1120 NW 14th St
Miami, FL 33136
Tel: (305) 243-4500
Fax:
E-mail: zpanthaki@med.miami.edu","Zusel  Matos
Jackson Memorial Hosp
Holtz Bldg Ste 2169
1611 NW 12th Ave
Miami, FL 33136
Tel: (305) 585-1280
Fax: (305) 243-4535
E-mail: zmatos@miami.edu",3601121022,"Jackson Memorial Hosp, CRB #410, 1120 NW 14th St, Miami, FL 33136","1611 NW 12th Ave, Miami, FL 33136","3100 SW 62nd Ave, Miami, FL 33155","1201 NW 16th St, Miami, FL 33125","1400 NW 12th Ave, Miami, FL 33136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3601131139,3,3,No,Yes,July,No,No,http://www.clevelandclinic.org/florida/,Not Available,"Martin  Newman
MD
Cleveland Clinic Florida
Plastic Surgery Pgm
2950 Cleveland Clinic Blvd
Weston, FL 33331
Tel: (954) 659-5220
Fax: (954) 659-6216
E-mail: newmanm@ccf.org","Belinda  Ortiz
MBA, MHA
Cleveland Clinic Florida
Plastic Surgery Pgm
2950 Cleveland Clinic Blvd
Weston, FL 33331
Tel: (954) 659-5220
Fax: (954) 659-6216
E-mail: ortizb2@ccf.org",3601131139,"Cleveland Clinic Florida, Plastic Surgery Pgm, 2950 Cleveland Clinic Blvd, Weston, FL 33331","2950 Cleveland Clinic Blvd, Weston, FL 33331","3501 Johnson St, Hollywood, FL 33021","1611 NW 12th Ave, Miami, FL 33136","1150 N 35th Ave, Hollywood, FL 33021",The world-renowned Cleveland Clinic Florida offers a unique independent 3 year plastic surgery residency program with civilized approach to training in a highly desirable location. Guided by leaders in their respective fields.,,Community-based university affiliated,Cleveland Clinic Florida,"2300 N Commerce Pkwy, Weston, FL 33326",2,2,2,,"Yes  , 5 year(s)",No,No,No,,-_1/1/2022 - 4/30/2022,9/15/2021,1/31/2022,No,40,Yes,No,3,No,Yes,200_200_500_500,Yes,226-235,Yes,Yes,501-540,Required,Yes,Yes,Yes,32,0,0,0,32,0,12.5,5.3 to 1,80,Not Available,2,No,No,61.1,33.3,5.5,16.6,83.3,N/A,26,N/A,26,N/A,26,,,4,30%,10%,,,,,,,,,,,,,No answer,0,60,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,817.00",15,NGO,"$69,696.00",15,NGO,"$73,694.00",15,NGO,,,
