,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system (Residents participate during first year),Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,
0,https://freida.ama-assn.org/program/4401721103,5,5,No,Yes,July,Yes,No,http://www.surgery.medicine.iu.edu/,Not Available,"Jennifer N Choi
MD
Indiana Univ Sch of Med
Emerson Hall 202
545 Barnhill Dr
Indianapolis, IN 46202
Tel: (317) 274-4966
Fax:
E-mail: blnickel@iupui.edu","Brianne L Nickel
MA
Indiana Univ Sch of Med
Emerson Hall 125
545 Barnhill Dr
Indianapolis, IN 46202
Tel: (317) 274-4966
Fax:
E-mail: blnickel@iupui.edu",4401721103,"Indiana Univ Sch of Med, Emerson Hall 202, 545 Barnhill Dr, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","550 N University Blvd, Indianapolis, IN 46202","720 Eskenazi Ave, Indianapolis, IN 46202","1701 N Senate Blvd, Indianapolis, IN 46202","Residents can pursue a master's degree during research at no cost to them in education, MPH, translational & clinical science. Quarterly M&M conferences where unconscious biases and disparities in diverse patient populations are discussed in order to better advocate for patients.",University-based,Indiana University Health University Hospital,16,10,10,10,No,Yes,"Yes , Codes: 1187440C0,1187440P0",No,11/30/2020,7/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,11/30/2021,No,120,No,No,3,No,Yes,230___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,68,6,0,0,68,6,26.4,1.2 to 1,80,24,1,No,,93.9,4,2,42.9,57,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),NGO,Every fourth night for 1 month(s),NGO,Every fourth night for 1 month(s),NGO,5,20%,N/A,"$57,174.00",21,NGO,"$58,558.00",21,NGO,"$60,187.00",28,NGO,"$62,199.00",28,NGO,Yes,42,42,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,Yes,"1481 W 10th St, Indianapolis, IN 46202-2884","702 Barnhill Dr, Indianapolis, IN 46202-1367",,,,,,,,,10,Every fourth night for 1 month(s),NGO,"$64,361.00",28,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401921108,5,5,No,Yes,July,Yes,No,http://www2.kumc.edu/surgery/,Not Available,"Kurt P Schropp
MD
Univ of Kansas Med Ctr
4th Fl Murphy MS 2005
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-6124
Fax: (913) 588-7540
E-mail: kdale@kumc.edu","Kelly  Dale
Univ of Kansas Med Ctr
Dept of Surgery MS# 2005
4000 Cambridge St
Kansas City, KS 66160
Tel: (913) 588-6124
Fax: (913) 588-7540
E-mail: kdale@kumc.edu",4401921108,"Univ of Kansas Med Ctr, 4th Fl Murphy MS 2005, 3901 Rainbow Blvd, Kansas City, KS 66160","3901 Rainbow Blvd, Kansas City, KS 66160-7100","3901 Rainbow Blvd, Kansas City, KS 66160-7220","4101 S 4th St, Leavenworth, KS 66048-5055","1505 SW 8th St, Topeka, KS 66606-1630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2220 Canterbury Dr, Hays, KS 67601",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401900388,5,5,No,Yes,July,Yes,No,https://menorahmedicalcenter.com/professionals/graduate-medical-education/,Not Available,"Roger  De La Torre
MD
Menorah Med Ctr
Surgery Pgm Ste 300
12140 Nall Ave
Overland Park, KS 66209
Tel: (913) 498-6537
Fax:
E-mail: roger.delatorre3@hcahealthcare.com","Doran  Shelby
BS
Menorah Med Ctr
Surgery Pgm Ste 300
12140 Nall Ave
Overland Park, KS 66209
Tel: (913) 498-6537
Fax: (913) 498-6708
E-mail: doran.shelby@hcamidwest.com",4401900388,"Menorah Med Ctr, Surgery Pgm Ste 300, 12140 Nall Ave, Overland Park, KS 66209","2316 E Meyer Blvd, Kansas City, MO 64132-1136","5721 W 119th St, Overland Park, KS 66209","10500 Quivera Rd, Overland Park, KS 66215","2100 SE Blue Pkwy, Lee's Summit, MO 64063","Part of a nationwide system, our program offers a variety of experiences, including inpatient and outpatient Surgery Center settings in the Kansas City area. Dedicated faculty include members who have published articles and textbook chapters, presented at conferences, and some who have been active in surgical product development. Training will include rotations at a hospital dedicated as a ""centers of excellence"" in robotic surgery, in addition to a Level 1 trauma center and burn center.",Community-based,Menorah Medical Center,5,5,5,5,No,No,"Yes , Codes: 2984440C0",No,12/31/2020,10/15/2020 - 1/15/2021_10/15/2021 - 1/15/2022,9/15/2021,12/31/2021,Yes,54,No,No,3,No,Yes,220_220_450_450,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,21,0,8,0,29,0,28.5,1.0 to 1,65,24,1,No,Yes,,,,,,Negotiable for 1 week(s),NGO,Negotiable for 4 week(s),NGO,Negotiable for 4 week(s),NGO,Negotiable for week(s),NGO,6,20%,10%,"$52,934.00",21,NGO,"$54,506.00",21,NGO,"$56,212.00",21,NGO,"$58,282.00",21,NGO,No,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Not available,Yes,No,Yes,,,,,,,,,,,,5,Negotiable for week(s),NGO,"$60,737.00",21,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4401921387,5,5,No,Yes,"June,July",Yes,No,http://wichita.kumc.edu/general-surgery-residency.html,Not Available,"Mike  Porter
MD
Ascension Via Christi St Francis
Surgery Dept Ste 3082
929 N St Francis
Wichita, KS 67214
Tel: (316) 268-5990
Fax: (316) 291-7662
E-mail: mporter@kumc.edu","Dawn  Fountain
Ascension Via Christi St Francis
Dept of Surgery #3082
929 N St Francis
Wichita, KS 67214
Tel: (316) 268-5990
Fax: (316) 291-7662
E-mail: dfountain@kumc.edu",4401921387,"Ascension Via Christi St Francis, Surgery Dept Ste 3082, 929 N St Francis, Wichita, KS 67214","1010 N Kansas, Wichita, KS 67214-3199","929 N St Francis Ave, Wichita, KS 67214-3882","5500 E Kellogg, Wichita, KS 67218-1607","3600 E Harry St, Wichita, KS 67218-3713","Our program features early operative experience beginning in the first year. There are no competing fellowships in surgical specialties. Robotic Curriculum, AEI Accredited Surgical skills lab which includes fundamentals of laparoscopic surgery trainer, Lap Mentor, and formal skills sessions throughout the year.",Community-based university affiliated,Via Christi Hospital on St Francis,7,6,6,6,No,Yes,"Yes , Codes: 3054440P0,3054440C0",No,12/1/2020,11/1/2020 - 1/1/2021_11/1/2021 - 1/1/2022,9/1/2021,12/1/2021,Yes,70,No,No,3,No,Yes,200___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,0,0,12,0,12,0,,0.1 to 1,65,24,1,Yes,,96.7,0,3.2,36.2,63.7,Every eleventh night or more for 4 week(s),44,Every eleventh night or more for 4 week(s),32,Every eleventh night or more for 4 week(s),36,Every eleventh night or more for 4 week(s),36,4,5%,10%,"$55,429.00",15,10,"$56,622.00",15,10,"$58,611.00",15,10,"$60,963.00",15,10,Yes,10,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Not available,Yes,Yes,Yes,Yes,"550 N Hillside, Wichita, KS 67214-4976",,,,,,,,,,6,Every eleventh night or more for 4 week(s),50,"$63,482.00",15,10,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4402000114,5,5,Yes,Yes,July,Yes,No,https://medcenterhealth.org/graduate-medical-education/,Not Available,"Donald W Brown
DO
Med Ctr at Bowling Green
Surgery Pgm
250 Park St
Bowling Green, KY 42101
Tel: (270) 796-3330
Fax: (270) 796-3338
E-mail: gmeadmin@mchealth.net","Rachael R Lee
BS
Med Ctr at Bowling Green
Surgery Pgm
250 Park St
Bowling Green, KY 42101
Tel: (270) 745-1394
Fax:
E-mail: leerr@mchealth.net",4402000114,"Med Ctr at Bowling Green, Surgery Pgm, 250 Park St, Bowling Green, KY 42101","800 Rose St, Lexington, KY 40536","250 Park St, Bowling Green, KY 42101","800 Rose St, Lexington, KY 40536-0293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402021112,5,5,No,Yes,July,Yes,No,http://surgery.med.uky.edu/surgery/sections/general,Not Available,"Sandra Jones Beck
MD
Univ of Kentucky Coll of Med
MN-275
800 Rose St
Lexington, KY 40536
Tel: (859) 218-6022
Fax: (859) 257-8934
E-mail: sandra.beck@uky.edu","Robin  Riley
Univ of Kentucky Coll of Med
Div of General Surgery MN275
800 Rose St
Lexington, KY 40536-0298
Tel: (859) 218-6022
Fax: (859) 257-8934
E-mail: robin.riley@uky.edu",4402021112,"Univ of Kentucky Coll of Med, MN-275, 800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536-0293","1 St Joseph Dr, Lexington, KY 40504-3754","1101 Veteran's Dr, Lexington, KY 40502","Our residents rotate at the University of Kentucky Chandler Hospital, VA Hospital, Central Baptist and St Claire Regional. This provides our residents with the university experience as well as community and rural exposure. Our residents have the opportunity to perform research for one or two years after their second or third year of clinical training. This experience may be obtained in one of our many funded labs at the university or at another facility.",University-based,University of Kentucky Hospital,26,8,8,8,No,Yes,"Yes , Codes: 1848440C0,1848440P0",No,11/15/2020,11/2/2020 - 1/29/2021_11/1/2021 - 1/28/2022,9/15/2021,10/29/2021,Yes,100,No,No,3,No,Yes,225_225__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,43,0,0,0,43,0,16.2,0.7 to 1,67,24,1,No,,81.3,11.5,7.1,35.8,64.1,Every third night for 3 month(s),0,N/A,40,N/A,40,N/A,32,5,20%,N/A,"$55,241.00",10,12,"$57,306.00",15,12,"$59,156.00",15,12,"$61,829.00",15,12,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Optional,No,No,Yes,Yes,"222 Medical Circle, Morehead, KY 40351-1180",,,,,,,,,,8,N/A,40,"$64,825.00",15,12,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4402021113,5,5,No,Yes,July,Yes,No,http://www.louisvillesurgery.com,Not Available,"Matthew V Benns
MD
Univ of Louisville Hosp
Dept of Surgery
550 S Jackson St
Louisville, KY 40292
Tel: (502) 852-6191
Fax: (502) 852-8915
E-mail: mbpool01@louisville.edu","Molly B Poole
BS
Univ of Louisville Hosp
Dept of Surgery
550 S Jackson St
Louisville, KY 40292
Tel: (502) 852-6191
Fax: (502) 852-8915
E-mail: mbpool01@louisville.edu",4402021113,"Univ of Louisville Hosp, Dept of Surgery, 550 S Jackson St, Louisville, KY 40292","323 E Chestnut St, Louisville, KY 40202","530 S Jackson St, Louisville, KY 40202-3611","217 E Chestnut St, Louisville, KY 40202","800 Zorn Ave, Louisville, KY 40206-1499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 E Chestnut St, Louisville, KY 40217","231 E Chestnut St, Louisville, KY 40232-5070",,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402121114,5,5,No,Yes,July,Yes,No,http://www.medschool.lsuhsc.edu/surgery/residency_general.aspx,Not Available,"Lance  Stuke
MD, MPH
LSU Health Sciences Ctr New Orleans
Dept of Surgery Rm 734
1542 Tulane Ave
New Orleans, LA 70112
Tel:
Fax:
E-mail: lstuke@lsuhsc.edu","Allen D Alongi
MBA
LSU Health Sciences Ctr New Orleans
Dept of Surgery Rm 733
1542 Tulane Ave
New Orleans, LA 70112-2822
Tel: (504) 568-2729
Fax: (504) 568-4633
E-mail: aalong@lsuhsc.edu",4402121114,"LSU Health Sciences Ctr New Orleans, Dept of Surgery Rm 734, 1542 Tulane Ave, New Orleans, LA 70112","2020 Gravier St, New Orleans, LA 70112","2021 Perdido St, New Orleans, LA 70112-1396","2390 W Congress, Lafayette, LA 70596-9300","1415 Tulane Ave, New Orleans, LA 70112","Our residents and graduating chiefs are consistently in the top 10% of case volume. Time off for research is not required but is supported if the resident chooses to do so, with a guaranteed position for them in the residency upon return from the lab.",University-based,University Medical Center New Orleans,18,11,11,11,No,Yes,"Yes , Codes: 1224440P3,1224440C0,1224440P2",No,11/16/2020,11/6/2020 - 1/22/2021_-,,,No,140,No,No,3,No,Yes,235_235__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,38,0,0,0,38,0,21,0.6 to 1,80,28,1,No,No,95.1,4.8,0,39.4,60.5,Every fourth night for 3 month(s),0,Every fourth night for 3 month(s),40,Other for week(s),48,Other for week(s),48,4,15%,5%,"$53,270.00",21,14,"$55,056.00",28,14,"$56,939.00",28,14,"$59,135.00",28,14,No answer,42,NGO,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,Not Available,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Optional,No,Yes,Yes,,"200 Henry Clay Ave, New Orleans, LA 70118","3600 Florida Blvd, Baton Rouge, LA 70821-2511","180 W Esplanade Ave, Kenner, LA 70065","1214 Coolidge, Lafayette, LA 70505","1101 Medical Center Blvd, Marrero, LA 70072",,"5000 Hennessy Blvd, Baton Rouge, LA 70808",,,,11,Every fifth night for 3 month(s),40,"$61,636.00",28,14,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4402121423,5,5,No,Yes,July,Yes,No,http://www.som.tulane.edu/departments/surgery,Not Available,"Rebecca  Schroll
MD
Tulane Univ Sch of Med
Dept of Surgery SL-22
1430 Tulane Ave
New Orleans, LA 70112
Tel: (504) 988-7123
Fax:
E-mail: rschroll@tulane.edu","Theresa  Johnson
Tulane Univ Sch of Med
Dept of Surgery #8622
1430 Tulane Ave
New Orleans, LA 70112
Tel: (504) 988-2306
Fax:
E-mail: tjohnson13@tulane.edu",4402121423,"Tulane Univ Sch of Med, Dept of Surgery SL-22, 1430 Tulane Ave, New Orleans, LA 70112","1430 Tulane Ave, New Orleans, LA 70112-2699","1415 Tulane Ave, New Orleans, LA 70112","1401 Foucher St, New Orleans, LA 70115-3593","2021 Perdido St, New Orleans, LA 70112-1396",Tulane has one of the oldest academic surgical departments in the US with accomplishments of faculty and residents known throughout the world. The department combines this tradition with cutting-edge technology and modern education practices.,University-based,Tulane University Hospital and Clinics,9,6,5,5,No,Yes,Yes,No,10/21/2020,10/30/2020 - 1/29/2021_10/29/2021 - 1/14/2022,9/15/2021,10/15/2021,Yes,96,No,No,3,No,Yes,230_230__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,21,3,0,0,21,3,19,0.7 to 1,65,24,1,No,,85.8,14.1,0,48.7,51.2,Every sixth night for 1 month(s),0,Every third night for 2 month(s),22,Every seventh night for 5 month(s),30,Every sixth night for 3 month(s),38,4,10%,0%,"$54,816.00",10,5,"$56,654.00",10,5,"$58,592.00",10,5,"$60,851.00",10,5,No,30,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Optional,Yes,No,No,Yes,"200 Henry Clay Ave, New Orleans, LA 70118","4200 Houma Blvd, Metairie, LA 70006","1101 Medical Center Blvd, Marrero, LA 70072","4700 I-10 Service Rd W, Metairie, LA 70001","1601 Perdido St, New Orleans, LA 70112",,,,,,5,N/A,49,"$63,425.00",10,5,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4402122115,5,5,No,Yes,July,Yes,No,http://academics.ochsner.org/EducationPortal.aspx?id=7868,Not Available,"George  Fuhrman
MD
Ochsner Med Ctr
Dept of Surgery AT2
1514 Jefferson Hwy
New Orleans, LA 70121
Tel: (504) 842-4070
Fax: (504) 842-0089
E-mail: gfuhrman@ochsner.org","Denise A Pinkston
Ochsner Med Ctr
AT-2
1514 Jefferson Hwy
New Orleans, LA 70121
Tel: (504) 842-6829
Fax: (504) 842-0089
E-mail: dpinkston@ochsner.org",4402122115,"Ochsner Med Ctr, Dept of Surgery AT2, 1514 Jefferson Hwy, New Orleans, LA 70121","1514 Jefferson Hwy, New Orleans, LA 70121","2021 Perdido St, New Orleans, LA 70112-1396","1978 Industrial Blvd, Houma, LA 70363",,"Program provides lab coats, iPad, free on-campus parking, senior trip allowance, conference attendance if presenting.",Community-based,Ochsner Medical Center,7,6,6,6,No,Yes,"Yes , Codes: 1966440C0,1966440P0",No,12/11/2020,11/1/2020 - 1/15/2021_10/30/2021 - 1/15/2022,10/20/2021,12/11/2021,Yes,120,No,No,3,No,Yes,225_230_540_540,Yes,236-245,Yes,Yes,501-540,Required,Yes,No,No,41,0,0,0,41,0,14.6,1.3 to 1,72,16,1,No,No,92,6.9,1,45.4,54.5,Every seventh night for 12 month(s),0,Every seventh night for 12 month(s),10,Every seventh night for 12 month(s),10,Every seventh night for 12 month(s),10,5,30%,N/A,"$54,072.00",10,10,"$55,540.00",15,10,"$57,691.00",20,10,"$60,021.00",20,10,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Optional,Yes,Yes,No,,,,,,,,,,,,6,Every seventh night for 12 month(s),10,"$62,268.00",20,10,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,
0,https://freida.ama-assn.org/program/4402121117,5,5,No,Yes,July,Yes,No,https://www.lsuhs.edu/departments/school-of-medicine/surgery,Not Available,"Navdeep S Samra
MD
LSU Health Shreveport
Dept of Surgery
1501 Kings Hwy
Shreveport, LA 71103
Tel: (318) 675-6111
Fax: (318) 675-6138
E-mail: nsamra@lsuhsc.edu","Ginny R Hammock
LSU Health Shreveport
Dept of Surgery
1501 Kings Hwy
Shreveport, LA 71103
Tel: (318) 675-6111
Fax: (318) 675-6138
E-mail: ghamm1@lsuhsc.edu",4402121117,"LSU Health Shreveport, Dept of Surgery, 1501 Kings Hwy, Shreveport, LA 71103","1501 Kings Hwy, Shreveport, LA 71130","510 E Stoner Ave, Shreveport, LA 71101-4295","1541 Kings Hwy, Shreveport, LA 71130","4864 Jackson St, Monroe, LA 71202","Program provides one trip to ACS Clinical Congress in PGY3 year; travel for presentation of abstracts. Reasonable cost of living: most residents able to buy homes. Metro area commute times to work <10 minutes. Exposure to private practice, busy colorectal surgery practice, VA Medical Center, rural community hospital, extensive exposure to complex hepatopancreatobiliary disease, liver and kidney transplant. Broad range of operative opportunities and autonomy.",University-based,LSU Health Sciences Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4402421135,5,7,No,Yes,June,Yes,No,http://www.brighamandwomens.org/Departments_and_Services/surgery/,Not Available,"Stephanie  Nitzschke
MD
Brigham and Women's Hosp
CA-034
75 Francis St
Boston, MA 02115
Tel: (617) 732-6861
Fax: (617) 264-6850
E-mail: surgeryeducation@partners.org","Amy  Shook
Brigham and Women's Hosp
CA-034
75 Francis St
Boston, MA 02115
Tel: (617) 732-6861
Fax: (617) 264-6850
E-mail: surgeryeducation@partners.org",4402421135,"Brigham and Women's Hosp, CA-034, 75 Francis St, Boston, MA 02115","75 Francis St, Boston, MA 02115","300 Longwood Ave, Boston, MA 02115-5737","940 Belmont St, Brockton, MA 02401","1153 Centre St, Boston, MA 02130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55 Fogg Rd, South Weymouth, MA 02190",,,,,,,,,,,,,,,,,,,,,,,,,,
