,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Night float system,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Participant 5,Participant 6,Participant 7,Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Participant 8,Participant 9,Participant 10,Participant 11,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7
0,https://freida.ama-assn.org/program/4802121176,Community-based,Ochsner Medical Center,5,5,No,Yes,July,Yes,No,http://www.ochsner.org/gme,Not Available,"Eric  Laborde
MD
Ochsner Med Ctr
AT-4W
1514 Jefferson Hwy
New Orleans, LA 70121
Tel: (504) 842-4985
Fax:
E-mail: kcaccioppi@ochsner.org","Krista  Caccioppi
Ochsner Med Ctr
Dept of Urology
1514 Jefferson Hwy
New Orleans, LA 70121
Tel: (504) 842-4985
Fax:
E-mail: kcaccioppi@ochsner.org",4802121176,"Ochsner Med Ctr, AT-4W, 1514 Jefferson Hwy, New Orleans, LA 70121","1514 Jefferson Hwy, New Orleans, LA 70121","2021 Perdido St, New Orleans, LA 70112-1396","200 Henry Clay Ave, New Orleans, LA 70118","4200 Houma Blvd, Metairie, LA 70006",,"Ochsner urology residency offers state of the art training. Graduates from this program are excellent surgeons who graduate with the ability to treat any patient. You will also have the training resources to obtain a fellowship if you desire. Our faculty is diverse with all subspecialties well-represented. We take pride in the good rapport amongst residents and faculty. Ochsner will provide you with a breadth of experience, leaving you equally prepared for either private practice or academics.",2,2,3,2,1,No,No,No,No,9/15/2020,12/5/2020 - 12/5/2020_12/4/2021 - 12/4/2021,9/1/2021,9/15/2021,No,25,No,Yes,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,Not known,Yes,No,No,9,4,1,0,10,4,22.2,0.9 to 1,75,26,1,Yes,,96.6,3.3,0,31.1,68.8,Every third night for 12 month(s),46,Every third night for 12 month(s),46,Every third night for 12 month(s),40,Other for 12 month(s),46,,,6,30%,N/A,,"$54,071.00",20,Not Available,"$55,540.00",20,10,"$57,691.00",20,10,"$60,021.00",20,10,"$62,267.00",20,10,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Not available,,Yes,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802121059,University-based,LSU Health Sciences Center,5,5,No,Yes,July,Yes,No,https://www.lsuhs.edu/departments/school-of-medicine/urology,Not Available,"Alexander  Gomelsky
MD
LSU Health Shreveport
Dept of Urology
1501 Kings Hwy
Shreveport, LA 71130
Tel: (318) 675-5601
Fax: (318) 675-5665
E-mail: agomel@lsuhsc.edu","Monya  Gallagher
LSU Health Shreveport
Dept of Urology
1501 Kings Hwy
Shreveport, LA 71130-3932
Tel: (318) 675-6250
Fax: (318) 675-5665
E-mail: mgall1@lsuhsc.edu",4802121059,"LSU Health Shreveport, Dept of Urology, 1501 Kings Hwy, Shreveport, LA 71130","1501 Kings Hwy, Shreveport, LA 71130","2600 Greenwood Rd, Shreveport, LA 71130-2600","510 E Stoner Ave, Shreveport, LA 71101-4295",,,A fully accredited urology residency training program with a training format consisting of year one general surgery/pre-urology surgical training followed by four years of urology surgical training.,2,2,2,2,2,No,No,No,No,10/21/2020,11/5/2020 - 12/31/2020_11/15/2021 - 12/31/2021,9/1/2021,10/30/2021,Yes,34,No,Yes,2,No,Yes,220_230__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,3,0,3,0,6,0,0,0.4 to 1,60,16,1,No,,100,0,0,31.6,68.3,Other for 12 month(s),NGO,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,5,35%,25%,,"$51,769.00",15,10,"$53,504.00",20,10,"$55,335.00",20,10,"$57,469.00",20,10,"$59,990.00",20,10,Yes,0,90,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,"Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not available,,Yes,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802400195,Community-based university affiliated,Beth Israel Deaconess Medical Center,5,5,No,Yes,June,Yes,No,https://www.bidmc.org/centers-and-departments/urology,Not Available,"Aria Farrokh Olumi
MD
Beth Israel Deaconess Med Ctr
Rabb 440
330 Brookline Ave
Boston, MA 02215
Tel: (617) 632-9513
Fax: (617) 632-7424
E-mail: aolumi@bidmc.harvard.edu","Evan  Phillipps
Beth Israel Deaconess Med Ctr
Ste 9B
110 Francis St
Boston, MA 02215
Tel: (617) 632-9513
Fax:
E-mail: ephilli4@bidmc.harvard.edu",4802400195,"Beth Israel Deaconess Med Ctr, Rabb 440, 330 Brookline Ave, Boston, MA 02215","330 Brookline Ave, Boston, MA 02215","300 Longwood Ave, Boston, MA 02115-5737","330 Mount Auburn St, Cambridge, MA 02238",,,Additional information can be obtained from our website: https://www.bidmc.org/medical-education/medical-education-by-department/surgery/surgery-training-programs/urology-training-opportunities,2,2,2,2,,No,No,No,No,10/31/2020,10/31/2020 - 12/15/2020_10/31/2021 - 11/30/2021,9/1/2021,10/31/2021,Yes,40,No,Yes,4,No,Yes,___,Yes,236-245,Yes,No Answer,No Answer,"Desired, with some exceptions",No,No,No,14,0,0,0,14,0,14.2,1.7 to 1,80,24,1.5,No,,,,,,,N/A,48,N/A,NGO,N/A,NGO,N/A,48,,,3,20%,N/A,,Not Available,20,Not Available,Not Available,20,Not Available,Not Available,20,Not Available,Not Available,20,Not Available,Not Available,20,Not Available,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Required,(12 wks ),Yes,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802411161,,,5,5,No,Yes,July,Yes,No,http://www.massgeneral.org/urology,Not Available,"Ajay  Singla
MD
Massachusetts General Hosp
CPZ7
165 Cambridge St
Boston, MA 02114
Tel: (857) 238-3838
Fax: (617) 726-6131
E-mail: aksingla@mgh.harvard.edu","Kimberly A Williams
Massachusetts General Hosp
Dept of Urology GRB 1100
55 Fruit St
Boston, MA 02114
Tel: (617) 726-8078
Fax: (617) 643-8525
E-mail: kwilliams40@partners.org",4802411161,"Massachusetts General Hosp, CPZ7, 165 Cambridge St, Boston, MA 02114","55 Fruit St, Boston, MA 02114","300 Longwood Ave, Boston, MA 02115-5737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802421063,,,5,5,No,Yes,July,Yes,No,http://www.bumc.bu.edu/urology,Not Available,"Linda  Ng
MD
Boston Univ Med Ctr
Ste 3B
725 Albany St
Boston, MA 02118
Tel: (617) 638-8451
Fax: (617) 638-8483
E-mail: linda.ng@bmc.org","Karen E Clements
Boston Univ Med Ctr
Ste 3B
725 Albany St
Boston, MA 02118
Tel: (617) 638-8451
Fax: (617) 638-8483
E-mail: urology@bu.edu",4802421063,"Boston Univ Med Ctr, Ste 3B, 725 Albany St, Boston, MA 02118","One Boston Medical Center Pl, Boston, MA 02118-2393","300 Longwood Ave, Boston, MA 02115-5737","736 Cambridge St, Boston, MA 02135-1111","1400 VFW Pkwy, Boston, MA 02132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802421064,,,5,5,No,Yes,"June,July",Yes,No,http://www.brighamandwomens.org/surged,Not Available,"George  Haleblian
MD
Brigham and Women's Hosp
Div of Urology
75 Francis St
Boston, MA 02115
Tel: (617) 525-9963
Fax: (617) 525-6348
E-mail: ghaleblian@bwh.harvard.edu","Rachele A Rosiello
BS
Brigham and Women's Hosp
ASB II-2
45 Francis St
Boston, MA 02115
Tel: (617) 525-9963
Fax: (617) 525-6348
E-mail: rrosiello@bwh.harvard.edu",4802421064,"Brigham and Women's Hosp, Div of Urology, 75 Francis St, Boston, MA 02115","75 Francis St, Boston, MA 02115","300 Longwood Ave, Boston, MA 02115-5737","940 Belmont St, Brockton, MA 02401","1153 Centre St, Boston, MA 02130","330 Brookline Ave, Boston, MA 02215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802422065,University-based,Lahey Hospital and Medical Center,5,5,No,Yes,July,Yes,No,http://www.lahey.org/UrologyResidency/,Not Available,"Karim J Hamawy
MD
Lahey Hosp and Med Ctr
Dept of Urology
41 Mall Rd
Burlington, MA 01805
Tel: (781) 744-7409
Fax: (781) 744-5429
E-mail: karim.j.hamawy@lahey.org","Joanne F Messina
Lahey Hosp and Med Ctr
Dept of Urology
41 Mall Rd
Burlington, MA 01805
Tel: (781) 744-7409
Fax: (781) 744-5352
E-mail: joanne.f.messina@lahey.org",4802422065,"Lahey Hosp and Med Ctr, Dept of Urology, 41 Mall Rd, Burlington, MA 01805","41 Mall Rd, Burlington, MA 01805","300 Longwood Ave, Boston, MA 02115-5737",,,,,3,3,3,3,3,"Yes  , 1 year(s)",Yes,No,No,10/19/2020,11/16/2020 - 1/12/2021_11/1/2021 - 12/15/2021,9/1/2021,9/17/2021,No,25,No,Yes,3,No,Yes,220_220__,Yes,Greater than 245,"No, require USMLE scores for all applicants",No Answer,No Answer,"Desired, with some exceptions",Yes,Yes,Yes,32,5,2,0,34,5,6.2,2.2 to 1,60,12,2,Yes,,100,0,0,22.6,77.3,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,4,20%,N/A,,,,,"$64,088.00",15,12,"$65,148.00",15,12,"$67,196.00",15,12,"$70,437.00",15,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,(24 wks ),Yes,Yes,Yes,,No,,,,,,,"$73,833.00",15,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802400194,University-based,UMass Memorial Health Care (Memorial Campus),5,5,Yes,Yes,July,Yes,No,http://www.umassmed.edu/urology/residency-program/,Not Available,"Jennifer K Yates
MD
Univ of Massachusetts Med Sch
S4-868 Dept of Urology
55 Lake Ave N
Worcester, MA 01655
Tel: (508) 334-1095
Fax:
E-mail: jennifer.yates@umassmemorial.org","Autum  Kukowski
Univ of Massachusetts Med Sch
S4-868 Dept of Urology
55 Lake Ave N
Worcester, MA 01655
Tel: (508) 334-0137
Fax:
E-mail: autum.kukowski@umassmed.edu",4802400194,"Univ of Massachusetts Med Sch, S4-868 Dept of Urology, 55 Lake Ave N, Worcester, MA 01655","55 Lake Ave N, Worcester, MA 01655","119 Belmont St, Worcester, MA 01605-2982","55 Lake Ave N, Worcester, MA 01655",,,,1,1,1,1,1,No,No,Yes,No,,-_-,,,Yes,36,No,Yes,3,No,Yes,___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,Yes,10,0,0,0,10,0,60,2.0 to 1,70,16,1,No,,80.5,19.4,0,32.7,67.2,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,3,10%,0%,,"$61,525.00",15,15,"$63,833.00",15,15,"$66,961.00",15,15,"$69,714.00",15,15,"$72,412.00",15,15,Yes,60,60,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Not Available,More than 30 days of starting program,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Not available,,Yes,No,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802321060,,,5,6,No,Yes,July,Yes,No,http://urology.jhu.edu,Not Available,"Marisa  Clifton
MD
Johns Hopkins Hosp
Marburg Bldg Rm 146
600 N Wolfe St
Baltimore, MD 21287
Tel:
Fax: (410) 955-0833
E-mail: mmeyer18@jhmi.edu","Leslie  Mangold
MSc
Johns Hopkins Hosp
Marburg Bldg 144
600 N Wolfe St
Baltimore, MD 21287
Tel: (410) 502-7454
Fax: (410) 955-0833
E-mail: lmangold@jhmi.edu",4802321060,"Johns Hopkins Hosp, Marburg Bldg Rm 146, 600 N Wolfe St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629","4940 Eastern Ave, Baltimore, MD 21224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802321062,,,5,5,No,Yes,July,Yes,No,https://www.umms.org/ummc/pros/gme/residency/urology,Not Available,"Minhaj  Siddiqui
MD
Univ of Maryland Med System
5th Fl
29 S Greene St
Baltimore, MD 21201
Tel: (410) 328-6422
Fax:
E-mail: msiddiqui@som.umaryland.edu","Sharnette  Thompson
BS
Univ of Maryland Med System
S8B03
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-7399
Fax: (410) 328-0401
E-mail: sharnette.thompson@som.umaryland.edu",4802321062,"Univ of Maryland Med System, 5th Fl, 29 S Greene St, Baltimore, MD 21201","22 S Greene St, Baltimore, MD 21201-1595","600 N Wolfe St, Baltimore, MD 21287-1629","10 N Greene St, Baltimore, MD 21201-1524","301 Hospital Dr, Glen Burnie, MD 21061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4801021004,,,5,5,Yes,Yes,"June,Negotiable",Yes,Yes,,Not Available,"Robert C Dean
MD
Walter Reed National Military Med Ctr
Urology Service Bldg #9 2nd Fl
8901 Rockville Pike
Bethesda, MD 20889
Tel: (301) 400-2353
Fax: (301) 295-4280
E-mail: robert.c.dean6.mil@mail.mil","Katherine M McCrary
Walter Reed National Military Med Ctr
Urology Service Bdlg #9 2nd Fl
8901 Rockville Pike
Bethesda, MD 20889
Tel: (301) 400-2353
Fax: (301) 295-4280
E-mail: katherine.m.mccrary.civ@mail.mil",4801021004,"Walter Reed National Military Med Ctr, Urology Service Bldg #9 2nd Fl, 8901 Rockville Pike, Bethesda, MD 20889","4301 Jones Bridge Rd, Bethesda, MD 20814-4799","8901 Rockville Pike, Bethesda, MD 20889-5600","111 Michigan Ave NW, Washington, DC 20010","4301 Jones Bridge Rd, Bethesda, MD 20814-4799","1701 N George Mason Dr, Arlington, VA 22205-3698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802213187,Community-based university affiliated,Maine Medical Center,5,5,No,Yes,July,Yes,No,http://www.mmc.org/urologyresidency,Not Available,"David  Chalmers
MD
Maine Med Ctr
Urology Pgm
100 Brickhill Ave
South Portland, ME 04106
Tel: (207) 662-6901
Fax: (207) 662-6389
E-mail: dchalmers@mmc.org","Bethany  Hundt
Maine Med Ctr
Urology Pgm Rm 1218
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-6901
Fax: (207) 662-6389
E-mail: bhundt@mmc.org",4802213187,"Maine Med Ctr, Urology Pgm, 100 Brickhill Ave, South Portland, ME 04106","22 Bramhall St, Portland, ME 04102-3175",,,,,"The philosophical framework of the program is to foster an environment of inquisitiveness and study recognizing that urology is a surgical subspecialty with a strong tradition of innovation and technological advancement. The relationship between attending and resident is one of mentoring, rather than traditionally hierarchical, and the working environment is team-oriented. The Program objective is to train the complete urologist and be fully prepared for a non-academic or academic career path.",1,1,1,1,1,No,No,No,No,10/1/2020,11/1/2020 - 11/30/2020_11/1/2021 - 11/30/2021,6/1/2021,10/1/2021,Yes,30,No,Yes,3,No,Yes,230_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,10,0,0,0,10,0,20,2.0 to 1,66,24,1,No,,100,0,0,0,100,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,N/A,Not Available,4,NGO,10%,,"$58,688.00",21,NGO,"$61,546.00",21,NGO,"$64,725.00",21,NGO,"$67,465.00",21,NGO,"$70,399.00",21,NGO,Yes,21,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Not available,,No,No,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802521066,,,5,5,No,Yes,July,Yes,No,http://medicine.umich.edu/dept/urology,Not Available,"Kate H Kraft
MD
Michigan Med Univ of Michigan
SPC 5330
1500 E Medical Center Dr
Ann Arbor, MI 48109
Tel: (734) 615-3038
Fax: (734) 615-3520
E-mail: kraftk@med.umich.edu","Lora  Allen
Michigan Med Univ of Michigan
3875TC/SPC5330
1500 E Medical Center Dr
Ann Arbor, MI 48109
Tel: (734) 615-0563
Fax: (734) 232-6655
E-mail: llallen@umich.edu",4802521066,"Michigan Med Univ of Michigan, SPC 5330, 1500 E Medical Center Dr, Ann Arbor, MI 48109","2600 Green Rd, Ann Arbor, MI 48109","5301 E Huron River Dr, Ann Arbor, MI 48106-2172","2215 Fuller Rd, Ann Arbor, MI 48105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802500187,,,5,5,No,Yes,July,Yes,No,https://www.dmc.org/for-health-professionals/training-programs/,Not Available,"Kenneth  Lim
DO
DMC Harper Univ Hosp
Ste 1017
4160 John R St
Detroit, MI 48201
Tel: (313) 745-4123
Fax: (313) 745-1732
E-mail: cbassett@dmc.org","Christine  Bassett
Detroit Med Ctr
Ste 1017
4160 John R St
Detroit, MI 48201
Tel: (313) 745-4123
Fax: (313) 745-1732
E-mail: cbassett@dmc.org",4802500187,"DMC Harper Univ Hosp, Ste 1017, 4160 John R St, Detroit, MI 48201","3990 John R St, Detroit, MI 48201","3990 John R St, Detroit, MI 48201","4201 St Antoine Blvd, Detroit, MI 48201","6071 W Outer Dr, Detroit, MI 48235","3901 Beaubien Blvd, Detroit, MI 48201-2196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44405 Woodward Ave, Pontiac, MI 48341-2985",,,,"1 William Carls Dr, Commerce, MI 48382-1271",,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4802511067,,,5,5,No,Yes,June,Yes,No,http://henryford.com/body_program.cfm?id=50190,Not Available,"Humphrey  Atiemo
MD
Henry Ford Hosp
Vattikuti Urology Inst K-9
2799 W Grand Blvd
Detroit, MI 48202
Tel: (313) 916-1963
Fax: (313) 916-9539
E-mail: hatiemo1@hfhs.org","Ivory  Thomas
BS
Henry Ford Hosp
Urology K-9
2799 W Grand Blvd
Detroit, MI 48202
Tel: (313) 916-2063
Fax: (313) 916-9539
E-mail: ithomas2@hfhs.org",4802511067,"Henry Ford Hosp, Vattikuti Urology Inst K-9, 2799 W Grand Blvd, Detroit, MI 48202","2799 W Grand Blvd, Detroit, MI 48202-2608","4646 John R St, Detroit, MI 48201-1932","4201 St Antoine Blvd, Detroit, MI 48201","3901 Beaubien Blvd, Detroit, MI 48201-2196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
