,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Intro,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Year 4,,Night float system (Residents participate during first year)
0,https://freida.ama-assn.org/program/2201100081,4,4,No,Yes,"June,July",Yes,No,https://www.msmc.com/education/,Not Available,"Maximiliano  Mayrink
DO
Mount Sinai Med Ctr Florida
Ste 2065
4300 Alton Rd
Miami Beach, FL 33140
Tel: (305) 674-2655
Fax:
E-mail: maximiliano.mayrink@msmc.com","Nathalia  Ossa
Mount Sinai Med Ctr Florida
Ste 2065
4300 Alton Rd
Miami Beach, FL 33140
Tel: (305) 674-2121
Fax: (305) 535-3486
E-mail: nathalia.ossa@msmc.com",2201100081,"Mount Sinai Med Ctr Florida, Ste 2065, 4300 Alton Rd, Miami Beach, FL 33140","4300 Alton Rd, Miami Beach, FL 33140","11645 Biscayne Blvd, Miami Beach, FL 33181",,,,,,,,,,,,Community-based,Mount Sinai Medical Center of Florida Inc,3,3,3,No,No,"Yes , Codes: 1105220C0",No,9/30/2020,10/5/2020 - 2/12/2021_10/11/2021 - 2/14/2022,9/1/2021,9/24/2021,Yes,80,No,No,3,No,Yes,210_210__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,6,0,0,0,6,0,66.6,0.5 to 1,80,24,1,No,,,,,,,Once per week for 8 month(s),Not Available,Once per week for 4 month(s),Not Available,Once per week for 4 month(s),Not Available,N/A,Not Available,3,10%,10%,"$57,653.00",Not Available,Not Available,"$59,890.00",Not Available,Not Available,"$62,100.00",Not Available,Not Available,"$64,728.00",Not Available,Not Available,No answer,Not Available,Not Available,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Not available,No,No,No,3,,Yes
0,https://freida.ama-assn.org/program/2201112072,4,4,No,Yes,July,Yes,No,http://www.orlandohealth.com,Not Available,"Amanpreet  Bhullar
MD
Orlando Health
2nd Fl
1401 Lucerne Terrace
Orlando, FL 32806
Tel: (407) 841-5297
Fax:
E-mail: amanpreet.bhullar@orlandohealth.com","Aracelis  Jimenez
Orlando Health
Dept of Ob/Gyn
1401 Lucerne Terrace
Orlando, FL 32806-2093
Tel: (407) 841-5297
Fax: (407) 481-0182
E-mail: obgyn.res@orlandohealth.com",2201112072,"Orlando Health, 2nd Fl, 1401 Lucerne Terrace, Orlando, FL 32806","1414 Kuhl Ave, Orlando, FL 32806","83 W Miller St, Orlando, FL 32806","7300 Sandlake Commons Blvd, Orlando, FL 32819","105 W Miller St, Orlando, FL 32806","4401 S Orange Ave, Orlando, FL 32806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201100083,4,4,No,Yes,June,Yes,No,https://www.mhs.net/medical-professionals/education/,Not Available,"Nigel  Spier
MD
Memorial Healthcare System
Ob/Gyn Pgm
703 N Flamingo Rd
Pembroke Pines, FL 33028
Tel: (594) 518-0094
Fax:
E-mail: nspier@mhs.net","Katherine  Seide
MBA
Memorial Healthcare System
Ob/Gyn Pgm
703 N Flamingo Rd
Pembroke Pines, FL 33208
Tel: (954) 844-4031
Fax:
E-mail: kseide@mhs.net",2201100083,"Memorial Healthcare System, Ob/Gyn Pgm, 703 N Flamingo Rd, Pembroke Pines, FL 33028","3111 Stirling Rd, Hollywood, FL 33312","3501 Johnson St, Hollywood, FL 33021","1150 N 35th Ave, Hollywood, FL 33021","703 N Flamingo Rd, Pembroke Pines, FL 33028","6214 Johnson St, Hollywood, FL 33024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201121073,4,4,No,Yes,July,Yes,No,http://www.ufpensacolagme.org,Not Available,"Suzanne Yancey Bush
MD
Univ of Florida Coll of Med
Ob/Gyn Pgm
1657 Trinity Dr
Pensacola, FL 32504
Tel: (850) 416-2418
Fax: (850) 416-2460
E-mail: suzanne.bush@ascension.org","Kadee  Roddy
Univ of Florida Coll of Med
Ob/Gyn Pgm
1657 Trinity Dr
Pensacola, FL 32504
Tel: (850) 416-2418
Fax: (850) 416-2460
E-mail: kadee.kennedy@ascension.org",2201121073,"Univ of Florida Coll of Med, Ob/Gyn Pgm, 1657 Trinity Dr, Pensacola, FL 32504","1600 SW Archer Rd, Gainesville, FL 32610","5151 N 9th Ave, Pensacola, FL 32504","4400 Bayou Blvd, Pensacola, FL 32503","3000 Medical Park Dr, Tampa, FL 33613","726 S Tampa Ave, Orlando, FL 32805",,,,,,,,,Community-based university affiliated,Sacred Heart Hospital of Pensacola,4,4,4,No,No,"Yes , Codes: 1824220C1",No,12/23/2020,11/17/2020 - 1/29/2021_11/17/2021 - 1/28/2022,10/21/2021,12/23/2021,Yes,65,No,No,3,No,Yes,210_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,"Desired, with some exceptions",Yes,No,No,6,0,10,0,16,0,66.6,0.6 to 1,70,24,1,No,,89.4,0.0,10.5,83.1,16.8,Every fifth night for 1 month(s),0,Every fifth night for 1 month(s),0,Every fifth night for 1 month(s),0,Every fifth night for 1 month(s),Not Available,4,25%,10%,"$54,811.00",15,10,"$56,604.00",15,10,"$58,424.00",15,10,"$60,914.00",15,10,No,10,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,4,,Yes
0,https://freida.ama-assn.org/program/2201100082,4,4,No,Yes,July,Yes,No,,Not Available,"Julie Zemaitis DeCesare
MD
West Florida Hosp
Ob/Gyn Pgm
8383 N Davis Hwy
Pensacola, FL 32514
Tel: (407) 266-1100
Fax:
E-mail: julie.decesare@hcahealthcare.com","Michelle A Stevenson
BS
West Florida Hosp
Ob/Gyn Pgm
8383 N Davis Hwy
Pensacola, FL 32514
Tel: (850) 494-6072
Fax:
E-mail: michelle.stevenson@hcahealthcare.com",2201100082,"West Florida Hosp, Ob/Gyn Pgm, 8383 N Davis Hwy, Pensacola, FL 32514","6850 Lake Nona Blvd, Orlando, FL 32827-7408","8383 N Davis Hwy, Pensacola, FL 32514","4400 Bayou Blvd, Pensacola, FL 32503","6002 Berryhill Rd, Milton, FL 32570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201111074,4,4,No,Yes,July,Yes,No,http://www.bayfront.com/st-petersburg,Not Available,"Marilyn W Fudge
MD, MHA
Bayfront Health St Petersburg
Ob/Gyn Prgm
700 6th St S
St Petersburg, FL 33701
Tel: (727) 893-6917
Fax: (727) 893-6978
E-mail: marilyn.fudge@bayfronthealth.com","Melissa  Lara
Bayfront Health St Petersburg
Ob/Gyn Prgm
700 6th St S
St Petersburg, FL 33701
Tel: (727) 893-6917
Fax: (727) 893-6978
E-mail: melissa.lara@bayfronthealth.com",2201111074,"Bayfront Health St Petersburg, Ob/Gyn Prgm, 700 6th St S, St Petersburg, FL 33701","701 6th St S, St Petersburg, FL 33701-4891",,,,,,,,,,,,,Community-based,Bayfront Health St Petersburg,4,4,4,No,No,"Yes , Codes: 1911220C0",No,10/21/2020,11/17/2020 - 1/11/2021_11/16/2021 - 1/10/2022,9/1/2020,10/20/2021,Yes,54,No,No,3,No,Yes,215___500,No,210-225,"No, require USMLE scores for all applicants",Yes,501-540,Required,No,No,No,12,1,1,0,13,1,50.0,0.7 to 1,80,16,2,No,,91.6,2.0,6.2,77.0,22.9,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Two times per week for 12 month(s),Not Available,8,50%,8%,"$53,613.00",15,NGO,"$55,183.00",15,NGO,"$56,753.00",15,NGO,"$59,384.00",15,NGO,No,56,NGO,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Within 30 days of starting program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,4,NGO (wks),Yes
0,https://freida.ama-assn.org/program/2201121075,4,4,No,Yes,July,Yes,No,http://health.usf.edu/medicine/obgyn/residency/index.htm,Not Available,"Stephanie T Ros
MD, MS
USF Health Tampa General Hosp
STC Ob/Gyn Dept 6031
2 Tampa General Circle
Tampa, FL 33606
Tel: (813) 259-8876
Fax: (813) 250-2501
E-mail: qyott@health.usf.edu","Quincy  Yott
BA
USF Health Tampa General Hosp
Ob-Gyn Dept 6031
2 Tampa General Circle
Tampa, FL 33606
Tel: (813) 259-8876
Fax: (813) 250-2560
E-mail: qyott@health.usf.edu",2201121075,"USF Health Tampa General Hosp, STC Ob/Gyn Dept 6031, 2 Tampa General Circle, Tampa, FL 33606","12901 N Bruce B Downs Blvd, Tampa, FL 33612","1 Tampa General Circle, Tampa, FL 33601","12901 Magnolia Dr, Tampa, FL 33612-9497","13330 Laurel Dr, Tampa, FL 33612","2 Tampa General Circle, Tampa, FL 33606","5802 N 30th St, Tampa, FL 33610","We are a four year university-based training program in Obstetrics and Gynecology, at the University of South Florida in Tampa, FL. Our residents train at Tampa General Hospital, Moffitt Cancer Center, Planned Parenthood, and in our outpatient clinics. The department has fellowships in FPMRS, Gyn Onc, MFM, and REI, as well as a Ryan Residency Training Program. We have 6 residents per year, and about 50% of our residents pursue fellowships. Please visit our website for more information!","8950 Dr MLK Jr St N, St Petersburg, FL 33702",,,,,,University-based,Tampa General Hospital,6,6,6,No,No,"Yes , Codes: 1109220C0",No,11/1/2020,11/9/2020 - 1/27/2021_-,,,Yes,65,No,No,3,No,Yes,220_220__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,42,10,0,0,42,10,57.1,1.7 to 1,72,16,1,No,,97.0,2.9,0.0,84.8,15.1,N/A,0,Every fourth night for 10 week(s),0,Every fourth night for 10 week(s),12,Every eleventh night or more for 6 month(s),12,5,35%,10%,"$52,100.00",15,9,"$53,763.00",15,9,"$55,716.00",15,9,"$57,953.00",15,9,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Optional,Yes,Yes,No,6,,Yes
0,https://freida.ama-assn.org/program/2201221076,4,4,No,Yes,July,Yes,No,http://www.gynob.emory.edu,Not Available,"Jessica C Arluck
MD
Grady Memorial Hosp
Glenn Bldg 4th Fl
69 Jesse Hill Jr Dr SE
Atlanta, GA 30303
Tel: (404) 251-8800
Fax: (404) 521-3589
E-mail: jarluck@emory.edu","Aimee  Moynihan
PHD
Grady Memorial Hosp
Glenn Bldg 4th Fl
69 Jesse Hill Jr Dr SE
Atlanta, GA 30303
Tel: (404) 251-8800
Fax: (404) 521-3589
E-mail: gynobresidency@emory.edu",2201221076,"Grady Memorial Hosp, Glenn Bldg 4th Fl, 69 Jesse Hill Jr Dr SE, Atlanta, GA 30303","1440 Clifton Rd NE, Atlanta, GA 30322","80 Butler St SE, Atlanta, GA 30335","1364 Clifton Rd NE, Atlanta, GA 30322","550 Peachtree St NE, Atlanta, GA 30365-2225","1670 Clairmont Rd, Decatur, GA 30033","1968 Peachtree Rd NW, Atlanta, GA 30309","Our institution offers the option for residents to apply to the global health residency scholars program, quality academy and cross-residency ethics program, and a residency track in quality improvement and patient safety.",,,,,,,University-based,Grady Health System,9,9,9,No,No,"Yes , Codes: 1113220C0",No,10/21/2020,11/21/2020 - 1/23/2021_-,,,No,105,No,No,3,No,Yes,225__550_,No,No Answer,Yes,No,No Answer,Required,No,No,No,62,15,0,0,62,15,77.4,1.7 to 1,70,14,1,No,No,100.0,0.0,0.0,88.8,11.1,Every sixth night for 6 week(s),0,Every sixth night for 6 week(s),6,Every eighth night for 6 week(s),8,Every eighth night for 6 week(s),12,7,25%,N/A,"$60,884.00",15,12,"$64,421.00",15,12,"$66,523.00",15,12,"$69,143.00",15,12,No answer,21,63,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Not available,No,No,Yes,9,,
0,https://freida.ama-assn.org/program/2201221348,4,4,No,Yes,July,Yes,No,http://www.msm.edu/Education/GME/OBGYNResidencyProgram/index.php,Not Available,"Kiwita  Phillips
MD
Morehouse Sch of Med
Dept of Ob/Gyn
720 Westview Dr SW
Atlanta, GA 30310
Tel: (404) 616-3858
Fax: (404) 616-4131
E-mail: kphillips@msm.edu","Amari  Shoto
BS
Morehouse Sch of Med
Dept of Ob/Gyn
720 Westview Dr SW
Atlanta, GA 30310
Tel: (404) 616-5754
Fax: (404) 616-4131
E-mail: ashoto@msm.edu",2201221348,"Morehouse Sch of Med, Dept of Ob/Gyn, 720 Westview Dr SW, Atlanta, GA 30310","720 Westview Dr SW, Atlanta, GA 30310-1495","80 Butler St SE, Atlanta, GA 30335","303 Parkway Dr NE, Atlanta, GA 30312","1170 Cleveland Ave, East Point, GA 30344",,,The obstetrics/gynecology residency program provides residents with training experiences in caring for every aspect of women's health services. We are committed to providing excellent care to the minority and underserved populations.,,,,,,,University-based,Grady Health System,4,4,4,No,No,"Yes , Codes: 2099220C0",No,11/3/2020,11/10/2020 - 12/8/2020_11/10/2021 - 12/8/2021,9/1/2021,11/3/2021,Yes,66,No,No,3,No,Yes,200__600_600,No,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,17,3,4,0,21,3,76.4,1.1 to 1,60,24,1,No,,100.0,0.0,0.0,91.8,8.1,N/A,0,Every tenth night for 12 month(s),NGO,Every tenth night for 12 month(s),NGO,Every tenth night for 12 month(s),NGO,5,42%,8%,"$60,884.00",15,15,"$64,421.00",15,15,"$66,523.00",15,15,"$69,143.00",15,15,Yes,30,60,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,4,(4 wks ),Yes
0,https://freida.ama-assn.org/program/2201221078,4,4,No,Yes,July,Yes,No,http://www.augusta.edu/mcg/obgyn/residency/,Not Available,"Jennifer T Allen
MD
Med Coll of Georgia/Augusta Univ
Dept of Ob/Gyn Rm BA 7310
1120 15th St
Augusta, GA 30912
Tel: (706) 721-2541
Fax: (706) 721-6211
E-mail: kkline@augusta.edu","Kathy A Kline
Med Coll of Georgia/Augusta Univ
Dept of Ob/Gyn Rm BA 7411
1120 15th St
Augusta, GA 30912-3305
Tel: (706) 721-2541
Fax: (706) 721-6211
E-mail: kkline@augusta.edu",2201221078,"Med Coll of Georgia/Augusta Univ, Dept of Ob/Gyn Rm BA 7310, 1120 15th St, Augusta, GA 30912","1120 15th St, Augusta, GA 30912-5000","2701 N Decatur Rd, Decatur, GA 30033-5995","2260 Wrightsboro Rd, Augusta, GA 30904",,,,,,,,,,,University-based,Medical College of Georgia,5,5,5,No,No,"Yes , Codes: 1985220C0",No,11/1/2020,10/2/2020 - 12/18/2020_-,10/1/2021,11/30/2021,Yes,85,No,No,3,No,Yes,200_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,21,0,2,0,23,0,47.6,1.1 to 1,67,16,1,Yes,,100.0,0.0,0.0,88.3,11.6,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),NGO,Every eleventh night or more for 12 month(s),NGO,4,50%,N/A,"$53,585.00",15,14,"$55,403.00",15,21,"$57,273.00",15,21,"$59,704.00",15,21,Yes,21,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,5,(4 wks ),Yes
0,https://freida.ama-assn.org/program/2201211079,4,4,No,Yes,Negotiable,Yes,No,http://www.navicenthealth.org/service-center/ob-gyn-residency,Not Available,"Felisha  Kitchen
MD
Med Ctr Navicent Health
Ste 140
770 Pine St
Macon, GA 31201
Tel: (478) 633-2644
Fax: (478) 633-1240
E-mail: kitchen.felisha@navicenthealth.org","Samanthia  Jordan
Med Ctr Navicent Health
Ste 140
770 Pine St
Macon, GA 31201
Tel:
Fax:
E-mail: obgynmail@navicenthealth.org",2201211079,"Med Ctr Navicent Health, Ste 140, 770 Pine St, Macon, GA 31201","777 Hemlock St, Macon, GA 31208-6000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201200349,4,4,No,Yes,July,Yes,No,http://gme.wellstar.org,Not Available,"Teresa T Byrd
MD, MSc
WellStar Kennestone Regional Med Ctr
Ob/Gyn Pgm
677 Church St NE
Marietta, GA 30060
Tel:
Fax:
E-mail: teresa.byrd@wellstar.org","Jarrell  Marcus
WellStar Kennestone Regional Med Ctr
Ob/Gyn Pgm
677 Church St NE
Marietta, GA 30060
Tel: (770) 793-5189
Fax: (770) 793-7740
E-mail: jarrell.marcus@wellstar.org",2201200349,"WellStar Kennestone Regional Med Ctr, Ob/Gyn Pgm, 677 Church St NE, Marietta, GA 30060","677 Church St, Marietta, GA 30060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201211080,4,4,No,Yes,"June,July",Yes,No,http://memorialhealth.com,Not Available,"Karen  Baker
MD
Memorial Health-Univ Med Ctr
Dept of Ob/Gyn
4700 Waters Ave
Savannah, GA 31404
Tel:
Fax: (912) 350-7969
E-mail: karen.baker4@hcahealthcare.com","Toni  Garza
Memorial Health-Univ Med Ctr
Dept of Ob/Gyn
4700 Waters Ave
Savannah, GA 31404
Tel: (912) 350-3595
Fax:
E-mail: toni.garza2@hcahealthcare.com",2201211080,"Memorial Health-Univ Med Ctr, Dept of Ob/Gyn, 4700 Waters Ave, Savannah, GA 31404","PO Box 23089, Savannah, GA 31404",,,,,,"Memorial is the tertiary referral center for obstetrics in southeast Georgia. Our residents receive intensive training in obstetrics, infertility diagnosis and treatment, coloposcopy, urogyn, laparoscopy, abdominal and vaginal procedures.",,,,,,,Community-based university affiliated,HCA Healthcare/Mercer University School of Medicine,4,4,4,No,No,"Yes , Codes: 1971220C0",No,11/30/2020,11/20/2020 - 1/29/2021_-,,,No,47,No,No,3,No,Yes,200_200_450_550,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,16,1,0,0,16,1,56.2,1.0 to 1,76,24,1,No,,93.7,0.0,6.2,85.4,14.5,Once per week for 10 month(s),0,Once per week for 10 month(s),0,Once per week for 10 month(s),NGO,Once per week for 10 month(s),NGO,6,20%,10%,"$52,934.00",15,NGO,"$54,506.00",15,NGO,"$56,212.00",15,NGO,"$58,282.00",15,NGO,No,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,4,,Yes
0,https://freida.ama-assn.org/program/2201412007,4,4,No,Yes,"July,Negotiable",No,Yes,http://www.tamc.amedd.army.mil/residency/mchk-ob/obgyn.htm,Not Available,"Gary  Levy
MD
Tripler Army Med Ctr
Dept of Ob/Gyn (Attn MCHK-OB)
1 Jarrett White Rd
Honolulu, HI 96859-5000
Tel: (808) 433-3032
Fax: (808) 433-1552
E-mail: gary.levy.mil@mail.mil","Sandra  Kekawa
Tripler Army Med Ctr
Dept of Ob/Gyn (Attn MCHK-OB)
1 Jarrett White Rd
Honolulu, HI 96859
Tel: (808) 433-2810
Fax: (808) 433-1552
E-mail: sandra.j.kekawa.civ@mail.mil",2201412007,"Tripler Army Med Ctr, Dept of Ob/Gyn (Attn MCHK-OB), 1 Jarrett White Rd, Honolulu, HI 96859-5000","1 Jarrett White Rd, Honolulu, HI 96859-5000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
