,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Participant 5,Intro,,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Program best described as,Primary teaching site,Night float system (Residents participate during first year),Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7,,,
0,https://freida.ama-assn.org/program/4404121301,5,6,No,Yes,"June,July,Negotiable",Yes,No,http://www.jeffersonhospital.org/surgery,Jefferson General Surgery Residency Program Overview,"Karen A Chojnacki
MD
Thomas Jefferson Univ Hosp
Ste 620
1015 Walnut St
Philadelphia, PA 19107
Tel: (215) 955-6864
Fax: (215) 955-2878
E-mail: karen.chojnacki@jefferson.edu","Donna  Guinto
Thomas Jefferson Univ Hosp
Ste 620
1015 Walnut St
Philadelphia, PA 19107
Tel: (215) 955-6864
Fax:
E-mail: donna.guinto@jefferson.edu",4404121301,"Thomas Jefferson Univ Hosp, Ste 620, 1015 Walnut St, Philadelphia, PA 19107","1025 Walnut St, Philadelphia, PA 19107-5083","111 S 11th St, Philadelphia, PA 19107-5096","1600 Rockland Rd, Wilmington, DE 19899-0269","130 S Bryn Mawr Ave, Bryn Mawr, PA 19010-3160","2301 S Broad St, Philadelphia, PA 19148",,,The program provides a cell phone stipend and a financial allowance given when entering the program. DEA license paid for by department.,(48 wks ),11,7,6,6,No,Yes,"Yes , Codes: 1630440C0,1630440P0",No,10/21/2020,11/19/2020 - 1/8/2021_11/18/2021 - 1/7/2022,9/1/2021,10/15/2021,Yes,120,No,No,3,No,Yes,230_230__,Yes,236-245,No,No,No Answer,Required,Yes,Yes,Yes,49,1,0,0,49,1,18.3,1.1 to 1,80,24,1,Yes,,93.3,5.9,0.7,32.1,67.8,Every fourth night for 48 week(s),48,Every fourth night for 48 week(s),48,Every eighth night for 48 week(s),48,Every eighth night for 48 week(s),48,4,20%,N/A,"$60,182.00",21,NGO,"$62,375.00",28,NGO,"$64,465.00",28,NGO,"$67,975.00",28,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Required,No,No,Yes,University-based,Thomas Jefferson University Hospital,Yes,,,,,,,6,Other for 48 week(s),48,"$70,741.00",28,NGO,6,N/A,48,"$74,419.00",28,NGO,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404121302,5,5,No,Yes,June,Yes,No,http://www.uphs.upenn.edu/surgery/,Not Available,"Cary B Aarons
MD
Hosp of the Univ of Pennsylvania
4 Maloney
3400 Spruce St
Philadelphia, PA 19104
Tel: (215) 662-6156
Fax: (215) 662-7983
E-mail: andrea.brumbach@uphs.upenn.edu","Andrea  Brumbach
Hosp of the Univ of Pennsylvania
4 Maloney
3400 Spruce St
Philadelphia, PA 19104
Tel: (215) 662-6156
Fax: (215) 662-7983
E-mail: andrea.brumbach@uphs.upenn.edu",4404121302,"Hosp of the Univ of Pennsylvania, 4 Maloney, 3400 Spruce St, Philadelphia, PA 19104","3400 Spruce St, Philadelphia, PA 19104-4283","34th St & Civic Center Blvd, Philadelphia, PA 19104","800 Spruce St, Philadelphia, PA 19107","3900 Woodland Ave, Philadelphia, PA 19104","51 N 39th St, Philadelphia, PA 19104-2699",,,,NGO (wks),16,11,8,8,No,Yes,"Yes , Codes: 1628440P3,1628440P0,1628440C0,1628440P1",No,12/15/2020,11/2/2020 - 1/30/2021_-,,,Yes,60,No,No,3,No,Yes,210___,No,Greater than 245,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,No,No,130,0,0,0,130,0,16.9,2.5 to 1,75,24,1,Yes,,86.3,13.6,0,38.9,61,N/A,NGO,Other for 12 month(s),NGO,Other for 12 month(s),NGO,Other for 12 month(s),NGO,4,5%,N/A,"$59,384.00",28,NGO,"$61,796.00",28,NGO,"$64,314.00",28,NGO,"$67,974.00",28,NGO,Yes,42,42,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Required,No,No,No,University-based,University of Pennsylvania Health System,Yes,,,,,,,8,Other for 12 month(s),NGO,"$70,699.00",28,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404100400,5,5,No,Yes,June,Yes,No,http://www.pcom.edu,Not Available,"Catherine  Cahill
DO
Philadelphia Coll of Osteopathic Med
Ste 409 Rowland Hall
4190 City Ave
Philadelphia, PA 19131
Tel: (215) 871-6730
Fax:
E-mail: khadijah@pcom.edu","Khadijah  Ford
Philadelphia Coll of Osteopathic Med
Ste 409 Rowland Hall
4190 City Ave
Philadelphia, PA 19131-1693
Tel: (215) 871-6730
Fax: (215) 871-6695
E-mail: khadijah@pcom.edu",4404100400,"Philadelphia Coll of Osteopathic Med, Ste 409 Rowland Hall, 4190 City Ave, Philadelphia, PA 19131","4170 City Ave, Philadelphia, PA 19131","Red Lion and Knights Rd, Philadelphia, PA 19114","One Cooper Plaza, Camden, NJ 08103-1489","200 Trenton Rd, Browns Mills, NJ 08015-1799","1275 York Ave, New York, NY 10021","34th St & Civic Center Blvd, Philadelphia, PA 19104","6th Ave & Spruce St, West Reading, PA 19612-6052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8835 Germantown Ave, Philadelphia, PA 19118-2767","501 N Landsowne Ave, Drexel Hill, PA 19026","1 Medical Center Blvd, Upland, PA 19013-3995","Frankford Ave & Wakeling St, Philadelphia, PA 19124","380 N Oxford Valley Rd, Langhorne, PA 19047-8399","5800 Ridge Ave, Philadelphia, PA 19128",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4404111291,5,5,No,Yes,July,Yes,No,http://www.einstein.edu/education/surgery-general/,Not Available,"Amit R T Joshi
MD
Einstein Med Ctr Philadelphia
Klein Bldg Ste 510
5501 Old York Rd
Philadelphia, PA 19141
Tel: (215) 456-6930
Fax: (215) 456-3529
E-mail: joshiam@einstein.edu","Karlie  Wagner
MBA
Einstein Med Ctr Philadelphia
Klein Bldg Ste 510
5501 Old York Rd
Philadelphia, PA 19141
Tel: (215) 456-3443
Fax: (215) 456-3529
E-mail: wagnerka@einstein.edu",4404111291,"Einstein Med Ctr Philadelphia, Klein Bldg Ste 510, 5501 Old York Rd, Philadelphia, PA 19141","5501 Old York Rd, Philadelphia, PA 19141","1275 York Ave, New York, NY 10021","3601 A St, Philadelphia, PA 19134","5501 Old York Rd, Philadelphia, PA 19141-3098","559 W Germantown Pike, East Norriton, PA 19403",,,"The department supplies following: surgical loupes (categorical residents), iPads, SCORE accounts, ACS Fundamentals of Surgery, ACS membership, travel stipend for accepted scholarly work.",,7,7,4,3,No,Yes,"Yes , Codes: 1631440C0,1631440P0",No,12/31/2020,11/16/2020 - 1/29/2021_11/1/2021 - 12/31/2021,9/15/2021,11/15/2021,Yes,67,No,No,3,No,Yes,220___,No,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,Yes,29,0,1,0,30,0,24.1,1.2 to 1,80,24,1,Yes,,63.6,35,1.2,32.4,67.5,N/A,0,Every eleventh night or more for 1 month(s),4,Every eleventh night or more for 1 month(s),0,Every fifth night for 12 month(s),0,4,20%,N/A,"$57,898.00",20,12,"$59,525.00",20,12,"$60,896.00",20,12,"$63,377.00",20,12,No answer,120,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Not Available,Not Available,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Not available,No,No,Yes,Community-based university affiliated,Einstein Healthcare Network,Yes,,,,,,,3,Every fifth night for 12 month(s),Not Available,"$65,238.00",20,12,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404112305,5,5,No,Yes,July,Yes,No,http://www.upmc.com/locations/hospitals/mercy/education/gme/surgery,Not Available,"Kurt R Stahlfeld
MD
UPMC Mercy
Dept of Surgery
1400 Locust St
Pittsburgh, PA 15219
Tel: (412) 232-8097
Fax: (412) 232-8096
E-mail: stahlfeldk@upmc.edu","Danielle L McKeever
MS
UPMC Mercy
Dept of Surgery
1400 Locust St
Pittsburgh, PA 15219
Tel: (412) 232-5528
Fax: (412) 232-8096
E-mail: mckeeverdl2@upmc.edu",4404112305,"UPMC Mercy, Dept of Surgery, 1400 Locust St, Pittsburgh, PA 15219","3600 Forbes Ave, Pittsburgh, PA 15213","1400 Locust St, Pittsburgh, PA 15219-5166","45th & Penn Ave, Pittsburgh, PA 15201","5230 Centre Ave, Pittsburgh, PA 15232","9100 Babcock Blvd, Pittsburgh, PA 15237-5842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4404121304,5,5,No,Yes,"June,Negotiable",Yes,No,http://www.surgery.pitt.edu,Not Available,"Kenneth K W Lee
MD
Univ of Pittsburgh Med Ctr
Rm F677 PUH
200 Lothrop St
Pittsburgh, PA 15213
Tel: (412) 647-3389
Fax: (412) 647-1999
E-mail: surgeryresidency@upmc.edu","Maggie  Mrozinski
Univ of Pittsburgh Med Ctr
Dept of Surgery F677 PUH
200 Lothrop St
Pittsburgh, PA 15213
Tel: (412) 647-3389
Fax: (412) 647-1999
E-mail: surgeryresidency@upmc.edu",4404121304,"Univ of Pittsburgh Med Ctr, Rm F677 PUH, 200 Lothrop St, Pittsburgh, PA 15213","3600 Forbes Ave, Pittsburgh, PA 15213","5230 Centre Ave, Pittsburgh, PA 15232","45th & Penn Ave, Pittsburgh, PA 15201","1400 Locust St, Pittsburgh, PA 15219-5166","300 Halket St, Pittsburgh, PA 15213-3180","University Dr C, Pittsburgh, PA 15240-1001","815 Freeport Rd, Pittsburgh, PA 15215-3399",,,7,7,7,7,No,Yes,"Yes , Codes: 1652440P0,1652440P1,1652440C0",No,10/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,10/31/2021,Yes,90,No,No,3,No,Yes,___,Yes,No Answer,No Answer,No Answer,No Answer,Not known,Yes,Yes,Yes,0,0,0,0,0,0,,0.0 to 1,80,24,1,No,,92.2,7.7,0,47.8,52.1,Every fourth night for 4 week(s),NGO,Every fourth night for 5 week(s),NGO,N/A,NGO,Every fifth night for 8 week(s),NGO,4,10%,N/A,"$59,727.00",21,NGO,"$61,823.00",21,NGO,"$63,672.00",21,NGO,"$65,900.00",21,NGO,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,University-based,UPMC Presbyterian Shadyside,Yes,"1500 Fifth Ave, McKeesport, PA 15132-2483","9100 Babcock Blvd, Pittsburgh, PA 15237-5842",,,,,7,Every fifth night for 8 week(s),NGO,"$68,207.00",21,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404121304,5,5,No,Yes,"June,Negotiable",Yes,No,http://www.surgery.pitt.edu,Not Available,"Kenneth K W Lee
MD
Univ of Pittsburgh Med Ctr
Rm F677 PUH
200 Lothrop St
Pittsburgh, PA 15213
Tel: (412) 647-3389
Fax: (412) 647-1999
E-mail: surgeryresidency@upmc.edu","Maggie  Mrozinski
Univ of Pittsburgh Med Ctr
Dept of Surgery F677 PUH
200 Lothrop St
Pittsburgh, PA 15213
Tel: (412) 647-3389
Fax: (412) 647-1999
E-mail: surgeryresidency@upmc.edu",4404121304,"Univ of Pittsburgh Med Ctr, Rm F677 PUH, 200 Lothrop St, Pittsburgh, PA 15213","3600 Forbes Ave, Pittsburgh, PA 15213","5230 Centre Ave, Pittsburgh, PA 15232","45th & Penn Ave, Pittsburgh, PA 15201","1400 Locust St, Pittsburgh, PA 15219-5166","300 Halket St, Pittsburgh, PA 15213-3180","University Dr C, Pittsburgh, PA 15240-1001","815 Freeport Rd, Pittsburgh, PA 15215-3399",,,7,7,7,7,No,Yes,"Yes , Codes: 1652440P0,1652440P1,1652440C0",No,10/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,10/31/2021,Yes,90,No,No,3,No,Yes,___,Yes,No Answer,No Answer,No Answer,No Answer,Not known,Yes,Yes,Yes,0,0,0,0,0,0,,0.0 to 1,80,24,1,No,,92.2,7.7,0,47.8,52.1,Every fourth night for 4 week(s),NGO,Every fourth night for 5 week(s),NGO,N/A,NGO,Every fifth night for 8 week(s),NGO,4,10%,N/A,"$59,727.00",21,NGO,"$61,823.00",21,NGO,"$63,672.00",21,NGO,"$65,900.00",21,NGO,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,University-based,UPMC Presbyterian Shadyside,Yes,"1500 Fifth Ave, McKeesport, PA 15132-2483","9100 Babcock Blvd, Pittsburgh, PA 15237-5842",,,,,7,Every fifth night for 8 week(s),NGO,"$68,207.00",21,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404112309,5,5,No,Yes,"June,July",Yes,No,http://www.guthriegsresidency.org,Not Available,"Burt  Cagir
MD
Guthrie Robert Packer Hosp
General Surgery Pgm
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-3585
Fax:
E-mail: burt.cagir@guthrie.org","Laura L Warner
Guthrie Robert Packer Hosp
General Surgery Pgm
1 Guthrie Sq
Sayre, PA 18840-1698
Tel: (570) 887-3585
Fax: (570) 887-3599
E-mail: laura.warner@guthrie.org",4404112309,"Guthrie Robert Packer Hosp, General Surgery Pgm, 1 Guthrie Sq, Sayre, PA 18840","One Guthrie Sq, Sayre, PA 18840","601 Elmwood Ave, Rochester, NY 14642",,,,,,"Exceptional program in safe affordable community near the Finger Lakes of NY. Annual educational allowances. Relocation allowance. 24/7 skills lab/computer simulation. Competitive salaries, private call rooms, wide variety of cases. No competing fellowships.",,8,4,4,4,No,Yes,"Yes , Codes: 1664440P0,1664440C0",No,12/31/2020,11/2/2020 - 1/18/2021_11/1/2021 - 1/17/2022,10/21/2021,12/31/2021,Yes,65,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,Required,Yes,Yes,Yes,17,0,0,0,17,0,11.7,0.7 to 1,75,28,1.3,No,,65.8,26.9,7.1,56.9,43,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),0,6,20%,N/A,"$56,262.00",15,Not Available,"$60,676.00",20,Not Available,"$63,193.00",20,Not Available,"$65,728.00",20,Not Available,Yes,20,84,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Optional,Yes,Yes,Yes,Community-based university affiliated,Robert Packer Hospital,Yes,,,,,,,4,Every eleventh night or more for 10 month(s),Not Available,"$69,169.00",20,Not Available,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404100407,5,5,No,Yes,June,Yes,No,https://reading.towerhealth.org/academics/residency-programs/,Not Available,"Kurt  Bamberger
MD
Tower Health Reading Hosp
Surgery Pgm
420 S 5th Ave
West Reading, PA 19611
Tel: (484) 628-8696
Fax:
E-mail: gsresidency@towerhealth.org","Deb  Dreisbach
Tower Health-Reading Hosp
Surgery Pgm
420 S 5th Ave
West Reading, PA 19611
Tel: (484) 628-8696
Fax:
E-mail: gsresidency@towerhealth.org",4404100407,"Tower Health Reading Hosp, Surgery Pgm, 420 S 5th Ave, West Reading, PA 19611","420 S 5th Ave, West Reading, PA 19611","111 S 11th St, Philadelphia, PA 19107-5096","6th Ave & Spruce St, West Reading, PA 19612-6052","3601 A St, Philadelphia, PA 19134",,,,"The Reading Hospital general surgery program is a categorical-only clinically robust program. Reading Hospital is a 714-bed tertiary care university affiliated hospital that is located in West Reading, a suburban-rural great place to live.",,4,4,4,4,No,No,"Yes , Codes: 1661440C0",No,11/30/2020,11/2/2020 - 12/18/2020_10/29/2021 - 12/17/2021,10/20/2021,11/30/2021,Yes,60,No,No,3,No,Yes,___,Yes,No Answer,"No, require USMLE scores for all applicants",No Answer,No Answer,"Desired, with some exceptions",Yes,Yes,Yes,29,4,6,0,35,4,20.6,1.6 to 1,80,24,1,No,No,,,,,,Every fourth night for 52 week(s),0,Every fourth night for 52 week(s),6,Every third night for 52 week(s),6,Every third night for 52 week(s),10,4,10%,N/A,"$59,321.00",10,12,"$61,110.00",15,12,"$62,940.00",15,12,"$64,812.00",15,12,Yes,NGO,60,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Not available,Yes,No,No,Community-based university affiliated,Tower Health,,,,,,,,4,N/A,Not Available,"$66,786.00",15,12,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4404100399,5,5,No,Yes,July,Yes,No,http://www.geisinger.edu,Not Available,"Joseph P Bannon
MD
Geisinger Wyoming Valley Med Ctr
Surgery Pgm
1000 E Mountain Blvd
Wilkes-Barre, PA 18711-0000
Tel: (570) 808-2383
Fax: (570) 808-2306
E-mail: ltjones1@geisinger.edu","Laura  Jones
Geisinger Wyoming Valley Med Ctr
Surgery Pgm
1000 E Mountain Blvd
Wilkes Barre, PA 18711-0000
Tel: (570) 808-2383
Fax: (570) 808-2306
E-mail: ltjones1@geisinger.edu",4404100399,"Geisinger Wyoming Valley Med Ctr, Surgery Pgm, 1000 E Mountain Blvd, Wilkes-Barre, PA 18711-0000","100 N Academy Ave, Danville, PA 17822","1000 E Mountain Dr, Wilkes-Barre, PA 18711","1111 E End Blvd, Wilkes-Barre, PA 18711-0026","1822 Mulberry St, Scranton, PA 18510-2398","100 N Academy Ave, Danville, PA 17822-2201",,,We are accredited by both the AOA and the ACGME. Our program is based at Geisinger Wyoming Valley and Geisinger Community Medical Center and most of our surgical education takes place at those two facilities. Our residents train at Geisinger Medical Center Danville for rotations in Transplant Surgery and Pediatric Surgery at Janet Weiss Children's Hospital.,,5,5,5,5,No,No,"Yes , Codes: 1608440C1",No,10/21/2020,11/4/2020 - 1/29/2021_10/13/2021 - 1/26/2022,9/1/2021,1/7/2022,No,60,No,No,2,Yes,Yes,225_225_550_550,Yes,236-245,Yes,Yes,Greater than 600,"Desired, with some exceptions",No,No,No,100,0,0,0,100,0,25,4.0 to 1,65,16,1,No,Yes,5.2,0,94.7,52.3,47.6,Every fourth night for 8 week(s),0,Every fourth night for 8 week(s),8,Every fourth night for 8 week(s),8,Every fourth night for 8 week(s),8,5,20%,5%,"$58,036.00",15,Not Available,"$60,443.00",15,Not Available,"$63,000.00",15,Not Available,"$65,700.00",15,Not Available,Yes,Not Available,Not Available,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,Community-based university affiliated,Geisinger Wyoming Valley Medical Center,,,,,,,,5,Every fourth night for 8 week(s),8,"$69,162.00",15,Not Available,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
