,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Participant 3,Participant 4,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,Participant 5,,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Yes
0,https://freida.ama-assn.org/program/4001600306,4,4,No,Yes,"July,Negotiable",Yes,No,https://carleconnect.com/gme/psychiatry/residency-overview,Not Available,"Suzanna F Kitten
MD
Carle-Champaign on Mattis
Psychiatry Pgm
1802 S Mattis Ave
Champaign, IL 61821
Tel: (217) 365-5031
Fax: (217) 365-5170
E-mail: suzanna.kitten@carle.com","Sarah  Cervenka
Carle-Champaign on Mattis
Psychiatry Pgm
1802 S Mattis Ave
Champaign, IL 61821
Tel: (217) 383-4846
Fax: (217) 365-5170
E-mail: sarah.cervenka@carle.com",4001600306,"Carle-Champaign on Mattis, Psychiatry Pgm, 1802 S Mattis Ave, Champaign, IL 61821","611 W Park St, Urbana, IL 61801-2595","809 W Church St, Champaign, IL 61820","1900 E Main St, Danville, IL 61832","1400 W Park St, Urbana, IL 61801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001631062,4,4,No,Yes,"June,July",Yes,No,https://psychiatry.uchicago.edu/,Not Available,"Deborah  Spitz
MD
Univ of Chicago Hosps
Dept of Psychiatry MC3077
5841 S Maryland Ave
Chicago, IL 60637
Tel:
Fax: (773) 702-4297
E-mail: dspitz@bsd.uchicago.edu","Brandy L Tyrpin
Univ of Chicago Hosps
Dept of Psychiatry MC3077
5841 S Maryland Ave
Chicago, IL 60637-1470
Tel: (773) 834-0373
Fax: (773) 702-4297
E-mail: education@yoda.bsd.uchicago.edu",4001631062,"Univ of Chicago Hosps, Dept of Psychiatry MC3077, 5841 S Maryland Ave, Chicago, IL 60637","5841 S Maryland Ave, Chicago, IL 60637","2650 Ridge Ave, Evanston, IL 60201-1781","2525 S Michigan Ave, Chicago, IL 60616-2477","4840 N Marine Dr, Chicago, IL 60640","Small program, highly academic setting, residents know faculty well. Strong emphasis on education, excellent teaching and helping residents become teachers. Particular mentorship in research and intensive psychotherapy training.",University-based,University of Chicago Medical Center,,,6,6,6,6,,No,No,"Yes , Codes: 1160400C0",No,12/31/2020,11/1/2020 - 2/28/2021_9/1/2021 - 1/15/2022,8/1/2021,12/31/2021,Yes,100,No,No,3,No,Yes,188_189__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,15,8,9,2,24,10,33.3,0.8 to 1,55,24,1.5,Yes,,100,0,0,62.9,37,Once per week for 52 week(s),0,Once per week for 52 week(s),0,Negotiable for week(s),0,Negotiable for week(s),Not Available,,,8,NGO,N/A,"$61,800.00",20,5,"$65,714.00",20,5,"$67,980.00",20,5,"$71,070.00",20,5,,,,Yes,20,NGO,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,Yes,Yes,Yes,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001621060,4,4,No,Yes,"June,January,Negotiable",Yes,No,http://psychiatry.northwestern.edu/,Not Available,"Robert  Lloyd
MD, PhD
McGaw Med Ctr Northwestern Univ
Dept of Psychiatry Ste 200 7th Fl
446 E Ontario St
Chicago, IL 60611
Tel: (312) 926-8058
Fax: (312) 926-8080
E-mail: robert.lloyd@nm.org","Mia  Reed
McGaw Med Ctr Northwestern Univ
Dept of Psychiatry Ste 200 7th Fl
446 E Ontario St
Chicago, IL 60611
Tel: (312) 926-8058
Fax: (312) 926-8080
E-mail: mccollin@nm.org",4001621060,"McGaw Med Ctr Northwestern Univ, Dept of Psychiatry Ste 200 7th Fl, 446 E Ontario St, Chicago, IL 60611","420 E Superior St, Chicago, IL 60611","251 E Huron, Chicago, IL 60611","820 S Damen Ave, Chicago, IL 60680","225 E Chicago Ave, Chicago, IL 60611",,University-based,Northwestern Memorial Hospital,,,9,8,8,8,,No,No,"Yes , Codes: 2247400C0,2247400C1",No,11/30/2020,10/29/2020 - 1/22/2021_10/28/2021 - 1/21/2022,10/20/2021,11/30/2021,Yes,100,No,No,3,No,No,___,No,No Answer,No,No,No Answer,"Desired, with some exceptions",Yes,Yes,No,51,105,6,15,57,120,54.9,1.6 to 1,62,30,1,Yes,,100,0,0,57.9,42,N/A,0,N/A,0,N/A,0,N/A,Not Available,,,7,NGO,N/A,"$63,406.00",15,14,"$65,908.00",20,14,"$68,128.00",20,14,"$71,976.00",20,14,,,,No answer,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001621063,4,4,No,Yes,"June,July",Yes,No,https://www.psych.uic.edu/education/general-psychiatry-residency,Not Available,"Robert  Marvin
MD
Univ of Illinois Med Ctr
Dept of Psychiatry M/C 913
912 S Wood St
Chicago, IL 60612
Tel: (312) 413-1718
Fax: (312) 996-3514
E-mail: rwmarvin@uic.edu","Lynette  Montalto
BS
Univ of Illinois Med Ctr
Dept of Psychiatry M/C 913 Ste 130
912 S Wood St
Chicago, IL 60612
Tel: (312) 996-3583
Fax: (312) 996-3514
E-mail: lynette@uic.edu",4001621063,"Univ of Illinois Med Ctr, Dept of Psychiatry M/C 913, 912 S Wood St, Chicago, IL 60612","1853 W Polk St, Chicago, IL 60612","1740 W Taylor St, Chicago, IL 60612","820 S Damen Ave, Chicago, IL 60680","1200 S First Ave, Hines, IL 60141","New residents get one day team-building experience at orientation. Educational allowance-PGY1/$250, PGY2-4/$750/year for conferences, books, supplies. Two annual off-site resident-faculty retreats. Conference expenses paid, if resident is presenter.",University-based,University of Illinois Hospital and Clinics,"3249 S Oak Park Ave, Berwyn, IL 60402",,10,10,10,10,,No,No,"Yes , Codes: 1150400C0,1150400C2",No,12/1/2020,10/27/2020 - 1/8/2021_10/26/2021 - 12/17/2021,9/15/2021,12/1/2021,Yes,108,No,No,3,No,Yes,210_215_500_500,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,41,20,5,1,46,21,46.3,1.0 to 1,50,14,1.7,Yes,Yes,97.4,1.7,0.8,54.8,45.1,Every fifth night for 5 month(s),0,Every eleventh night or more for 12 month(s),2,Every eleventh night or more for 12 month(s),2,N/A,Not Available,,,6,25%,N/A,"$58,716.00",20,24,"$60,780.00",20,24,"$62,856.00",20,24,"$65,280.00",20,24,,,,No,24,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001600308,4,4,Yes,Yes,July,No,No,,Not Available,"Ralph  Menezes
MD
Loretto Hosp
Psychiatry Pgm
645 S Central Ave
Chicago, IL 60644
Tel: (708) 488-4968
Fax:
E-mail: trina.coleman@sinai.org","Dena  Busemi
Loretto Hosp
Psychiatry Pgm
645 S Central Ave
Chicago, IL 60644
Tel: (773) 854-5227
Fax:
E-mail: dena.besumi@lorettohospital.org",4001600308,"Loretto Hosp, Psychiatry Pgm, 645 S Central Ave, Chicago, IL 60644","California Ave at 15th St, Chicago, IL 60608-1797","645 S Central Ave, Chicago, IL 60644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001631062,4,4,No,Yes,"June,July",Yes,No,https://psychiatry.uchicago.edu/,Not Available,"Deborah  Spitz
MD
Univ of Chicago Hosps
Dept of Psychiatry MC3077
5841 S Maryland Ave
Chicago, IL 60637
Tel:
Fax: (773) 702-4297
E-mail: dspitz@bsd.uchicago.edu","Brandy L Tyrpin
Univ of Chicago Hosps
Dept of Psychiatry MC3077
5841 S Maryland Ave
Chicago, IL 60637-1470
Tel: (773) 834-0373
Fax: (773) 702-4297
E-mail: education@yoda.bsd.uchicago.edu",4001631062,"Univ of Chicago Hosps, Dept of Psychiatry MC3077, 5841 S Maryland Ave, Chicago, IL 60637","5841 S Maryland Ave, Chicago, IL 60637","2650 Ridge Ave, Evanston, IL 60201-1781","2525 S Michigan Ave, Chicago, IL 60616-2477","4840 N Marine Dr, Chicago, IL 60640","Small program, highly academic setting, residents know faculty well. Strong emphasis on education, excellent teaching and helping residents become teachers. Particular mentorship in research and intensive psychotherapy training.",University-based,University of Chicago Medical Center,,,6,6,6,6,,No,No,"Yes , Codes: 1160400C0",No,12/31/2020,11/1/2020 - 2/28/2021_9/1/2021 - 1/15/2022,8/1/2021,12/31/2021,Yes,100,No,No,3,No,Yes,188_189__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,15,8,9,2,24,10,33.3,0.8 to 1,55,24,1.5,Yes,,100,0,0,62.9,37,Once per week for 52 week(s),0,Once per week for 52 week(s),0,Negotiable for week(s),0,Negotiable for week(s),Not Available,,,8,NGO,N/A,"$61,800.00",20,5,"$65,714.00",20,5,"$67,980.00",20,5,"$71,070.00",20,5,,,,Yes,20,NGO,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,Yes,Yes,Yes,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001600307,4,4,No,Yes,July,Yes,No,http://www.riversidehealthcare.org,Not Available,"Mary E Belford
MD
Riverside Med Ctr
Psychiatry Pgm
350 N Wall St
Kankakee, IL 60901
Tel: (815) 937-1237
Fax: (815) 928-6266
E-mail: hliscomb@rhc.net","Heather  Liscomb
Riverside Med Ctr
Psychiatry Pgm
350 N Wall St
Kankakee, IL 60901
Tel: (815) 928-6274
Fax:
E-mail: hliscomb@rhc.net",4001600307,"Riverside Med Ctr, Psychiatry Pgm, 350 N Wall St, Kankakee, IL 60901","350 N Wall, Kankakee, IL 60901",,,,"Riverside is a Watson Health 100 Top Hospital, Distinguished Hospital for Clinical Excellence for the past five years from HealthGrades, and a designated MAGNET Hospital. It has an established Internal Medicine residency program, as well as Gastroenterology, Cardiology, and Interventional Cardiology fellowship programs. As a new program in Psychiatry, the first three residents will have the opportunity to help shape the program's mission and nuance its aims.",Community-based,Riverside Medical Center,,,3,3,3,3,,No,No,"Yes , Codes: 2177400C0",No,12/4/2020,10/27/2020 - 1/7/2021_10/26/2021 - 1/6/2022,9/21/2021,12/3/2021,Yes,95,No,No,3,No,No,___,No,No Answer,No,No,No Answer,Not required,No,No,No,13,2,0,0,13,2,38.4,1.0 to 1,50,24,1,No,,,,,,,Once per week for 4 month(s),Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,,,5,0%,10%,"$55,839.00",15,Not Available,"$58,137.00",20,Not Available,"$60,149.00",20,Not Available,"$62,248.00",20,Not Available,,,,Yes,15,0,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Required,No,No,Yes,No,,(4 wks ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001621064,4,4,No,Yes,July,Yes,No,https://www.loyolamedicine.org/gme/psychiatry,Not Available,"Aparna  Sharma
MD
Loyola Univ Med Ctr
Maguire Bldg 105 Rm 1940
2160 S First Ave
Maywood, IL 60153
Tel: (708) 216-6525
Fax: (708) 216-5885
E-mail: apsharma@lumc.edu","Lisa N Beck
MSW
Loyola Univ Med Ctr
Maguire Bldg 105 Rm 1940
2160 S First Ave
Maywood, IL 60153
Tel: (708) 216-5536
Fax: (708) 216-5885
E-mail: libeck@lumc.org",4001621064,"Loyola Univ Med Ctr, Maguire Bldg 105 Rm 1940, 2160 S First Ave, Maywood, IL 60153","2160 S First Ave, Maywood, IL 60153-5585","1200 S First Ave, Hines, IL 60141","5th Ave & Roosevelt Rd, Hines, IL 60141",,"LUMC features a training experience in an academic, community and veteran patient population. Furthermore, our women's mental health, integrative health and addiction medicine tracks provide our residents a well-rounded educational experience.",University-based,Loyola University Medical Center,,,6,6,6,6,,No,No,"Yes , Codes: 1170400C0",No,12/1/2020,11/4/2020 - 12/22/2020_10/22/2021 - 12/22/2021,9/1/2021,12/1/2021,Yes,90,No,No,3,No,Yes,194__500_,No,210-225,Yes,No,501-540,Required,Yes,No,No,33,20,6,3,39,23,45.4,1.5 to 1,50,24,1.5,Yes,Yes,70.5,8.2,21.1,54.7,45.2,Every eleventh night or more for 10 month(s),NGO,Every fifth night for 2 month(s),NGO,Other for 12 month(s),NGO,N/A,NGO,,,5,NGO,N/A,"$59,862.00",20,12,"$63,731.00",20,12,"$65,728.00",20,12,"$69,063.00",20,12,,,,Yes,32,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001631056,4,4,No,Yes,July,Yes,No,http://www.rosalindfranklin.edu,Not Available,"Paul  Hung
MD
Rosalind Franklin Univ/Chicago Med Sch
Psychiatry Pgm
3333 Green Bay Rd
North Chicago, IL 60064
Tel: (847) 578-8711
Fax: (847) 578-3328
E-mail: paul.hung@rosalindfranklin.edu","Paul  Hung
MD
Rosalind Franklin Univ/Chicago Med Sch
Psychiatry Pgm
3333 Green Bay Rd
North Chicago, IL 60064
Tel: (847) 578-8711
Fax: (847) 578-3328
E-mail: paul.hung@rosalindfranklin.edu",4001631056,"Rosalind Franklin Univ/Chicago Med Sch, Psychiatry Pgm, 3333 Green Bay Rd, North Chicago, IL 60064","3333 Green Bay Rd, North Chicago, IL 60064","3001 Green Bay Rd, North Chicago, IL 60064","836 W Wellington Ave, Chicago, IL 60657-5193","750 S State St, Elgin, IL 60123","In addition to a wide range of community patients at all levels of the socioeconomic strata, our program also boasts training with a VA population, and dependents of active duty. Sites range from the suburbs of Lake County, to Chicago. One day per week of protected didactics, psychotherapy clinic; enthusiastic faculty with experts in ECT, neuropsychiatry, psychotherapy, and a tight-knit group of resident. Frequent recruitment inquiries are made to us from graduates both in and out of state.",University-based,Captain James A Lovell Federal Health Care Center,"111 N County Farm Rd, Wheaton, IL 60187","500 Coventry Ln, Crystal Lake, IL 60014",6,7,7,8,,No,No,"Yes , Codes: 3053400C0",No,12/31/2020,10/1/2020 - 1/31/2021_10/1/2021 - 1/31/2022,9/15/2021,12/31/2021,Yes,70,No,No,3,No,Yes,200_200_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,26,12,0,0,26,12,53.8,0.9 to 1,50,16,1.5,Yes,,28.6,50.7,20.5,37.3,62.6,Every sixth night for 11 month(s),0,Every seventh night for 11 month(s),0,Every eighth night for 11 month(s),0,N/A,Not Available,,,8,15%,N/A,"$55,709.00",20,12,"$57,717.00",20,12,"$60,071.00",20,12,"$62,402.00",20,12,,,,No answer,12,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Optional,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001621257,4,4,No,Yes,June,Yes,No,http://www.advocatehealth.com/body.cfm?id=1283,Not Available,"Marla  Hartzen
MD
Advocate Lutheran General Hosp
Dept of Psychiatry 8 South
1775 W Dempster St
Park Ridge, IL 60068
Tel:
Fax:
E-mail: marla.hartzen@advocatehealth.com","Denise  Turner-Stewart
Advocate Lutheran General Hosp
Dept of Psychiatry 8 South
1775 W Dempster St
Park Ridge, IL 60068
Tel: (847) 723-5884
Fax:
E-mail: denise.turner-stewart@advocatehealth.com",4001621257,"Advocate Lutheran General Hosp, Dept of Psychiatry 8 South, 1775 W Dempster St, Park Ridge, IL 60068","3075 Highland Pkwy, Downers Grove, IL 60515","1775 W Dempster St, Park Ridge, IL 60068-1174","820 S Damen Ave, Chicago, IL 60680","836 W Wellington Ave, Chicago, IL 60657-5193",The broad diversity of patients gives residents at ALGH access to a wide and deep clinical experience by providing a rich variety of specialized psychiatric and addiction treatment programs and excellent tertiary services.,Community-based university affiliated,Advocate Lutheran General Hospital,,,3,3,3,3,,No,No,"Yes , Codes: 1176400C0",No,12/31/2020,10/26/2020 - 1/29/2021_10/26/2021 - 1/29/2022,9/15/2021,12/31/2021,Yes,36,No,No,3,No,Yes,210_209_400_400,Yes,210-225,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,9,1,4,0,13,1,55.5,0.9 to 1,47,16,1.7,Yes,,36.8,0,63.1,48.7,51.2,Every sixth night for 12 month(s),NGO,Every tenth night for 12 month(s),NGO,Every eleventh night or more for 12 month(s),NGO,N/A,NGO,,,7,8%,N/A,"$59,720.00",20,3,"$61,699.00",20,3,"$64,665.00",20,3,"$67,381.00",20,3,,,,No answer,30,90,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001621305,4,4,No,Yes,July,Yes,No,http://www.peoriapsych.com,Not Available,"Ryan  Finkenbine
MD
Univ of Illinois Coll of Med Peoria
Ste 720
900 Main St
Peoria, IL 61602
Tel:
Fax:
E-mail: pia_psychresidency@unitypoint.org","Jamie  Hassall
Univ of Illinois Coll of Med Peoria
7 West
221 NE Glen Oak Ave
Peoria, IL 61636
Tel:
Fax:
E-mail: pia_psychresidency@unitypoint.org",4001621305,"Univ of Illinois Coll of Med Peoria, Ste 720, 900 Main St, Peoria, IL 61602","One Illini Dr, Peoria, IL 61656","221 NE Glen Oak Ave, Peoria, IL 61636","530 NE Glen Oak Ave, Peoria, IL 61637","5409 N Knoxville Ave, Peoria, IL 61614","We provide unsurpassed training in a welcoming training environment that balances rigorous education with personal and professional growth. Our program is tailored to meet the individual interests and needs of each resident in a manner that is simultaneously challenging and supportive. Our graduates become outstanding, well-rounded clinicians capable of achieving any career goals and aspirations. We measure success by the preparedness and happiness of each and every one of our graduates.",Community-based university affiliated,UnityPoint Health-Methodist,,,4,4,4,4,,No,No,"Yes , Codes: 2267400C0",No,1/31/2021,11/2/2020 - 2/12/2021_10/1/2021 - 1/7/2022,9/15/2021,12/31/2021,Yes,60,No,No,3,No,Yes,192__400_,No,210-225,Yes,No,541-600,"Desired, with some exceptions",No,No,No,6,6,2,0,8,6,33.3,0.4 to 1,55,16,1.5,Yes,,23,69.8,7.1,37.3,62.6,N/A,0,N/A,7,N/A,6,N/A,Not Available,,,6,10%,10%,"$58,332.00",15,5,"$60,441.00",15,5,"$62,663.00",15,5,"$64,542.00",15,5,,,,Yes,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4001621065,4,4,No,Yes,"June,Negotiable",Yes,No,http://www.siumed.edu/psych,Not Available,"Santosh  Shrestha
MD
Southern Illinois Univ Sch of Med
PO Box 19642
319 E Madison St
Springfield, IL 62794-9642
Tel: (217) 545-7627
Fax: (217) 545-2275
E-mail: sshrestha@siumed.edu","Vivian  Smith
Southern Illinois Univ Sch of Med
PO Box 19642 3rd Fl
319 E Madison St
Springfield, IL 62794-9642
Tel: (217) 545-7627
Fax: (217) 545-2259
E-mail: vsmith@siumed.edu",4001621065,"Southern Illinois Univ Sch of Med, PO Box 19642, 319 E Madison St, Springfield, IL 62794-9642","801 N Rutledge, Springfield, IL 62794-9620","800 E Carpenter St, Springfield, IL 62769","701 N 1st St, Springfield, IL 62781-0001","2200 Lake Victoria Dr, Springfield, IL 62703",,,,"5230 S 6th St, Springfield, IL 62703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
