,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Participant 4,,Yes,Night float system,No,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 11,Participant 12,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6
0,https://freida.ama-assn.org/program/2800521117,,,5,5,Yes,Yes,June,Yes,No,,Not Available,"Christopher  Church
MD
Loma Linda Univ Med Ctr
Rm 2586A
11234 Anderson St
Loma Linda, CA 92354
Tel: (909) 558-8558
Fax: (909) 558-4819
E-mail: cchurch@llu.edu","Cynthia L Greber
Loma Linda Univ Med Ctr
Rm 2586A
11234 Anderson St
Loma Linda, CA 92354
Tel: (909) 558-8558
Fax: (909) 558-4819
E-mail: cgreber@llu.edu",2800521117,"Loma Linda Univ Med Ctr, Rm 2586A, 11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","26520 Cactus Ave, Moreno Valley, CA 92555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11201 Benton St, Loma Linda, CA 92357-1111","11234 Anderson St, Loma Linda, CA 92354",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2800500118,,,5,5,No,Yes,July,Yes,No,https://www.cedars-sinai.org/education/graduate-medical/residency.html,Not Available,"Franklin L Rimell
MD, MSc
Cedars-Sinai Med Ctr
Ste 590W
8635 W Third St
Los Angeles, CA 90048
Tel: (612) 916-9306
Fax:
E-mail: franklin.rimell@cshs.org","Elissa K Rosenberg
BA
Cedars-Sinai Med Ctr
Ste 590W
8635 W Third St
Los Angeles, CA 90048
Tel: (310) 423-9956
Fax:
E-mail: rosenberge@cshs.org",2800500118,"Cedars-Sinai Med Ctr, Ste 590W, 8635 W Third St, Los Angeles, CA 90048","8700 Beverly Blvd, Los Angeles, CA 90048-1869","3020 Children's Way, San Diego, CA 92123-4282","11301 Wilshire Blvd, Los Angeles, CA 90073-2128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2800521015,University-based,LAC+USC Medical Center,5,5,No,Yes,June,Yes,No,http://keck.usc.edu/otolaryngology/training-education/residency-program/,Not Available,"Niels  Kokot
MD
LAC+USC Med Ctr
Dept of Otolaryngology Ste 204
1540 Alcazar St
Los Angeles, CA 90033
Tel: (323) 442-7447
Fax: (323) 442-2059
E-mail: niels.kokot@med.usc.edu","Kimberley  Schultz
LAC+USC Med Ctr
Ste 204
1540 Alcazar St
Los Angeles, CA 90033
Tel: (323) 442-4830
Fax: (323) 865-9640
E-mail: schultzk@usc.edu",2800521015,"LAC+USC Med Ctr, Dept of Otolaryngology Ste 204, 1540 Alcazar St, Los Angeles, CA 90033","1200 N State St, Los Angeles, CA 90033-1084","1200 N State St, Los Angeles, CA 90033-1084","4650 Sunset Blvd, Los Angeles, CA 90027-5693",,4,4,4,4,No,No,"Yes , Codes: 1033280C0",No,10/16/2020,12/1/2020 - 1/31/2021_12/1/2021 - 1/31/2022,9/1/2021,10/15/2021,Yes,40,No,No,3,No,Yes,___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,Yes,Yes,17,10,0,2,17,12,41.1,0.8 to 1,78,16,2,Yes,,91.9,8,0,50.7,49.2,N/A,NGO,N/A,NGO,N/A,NGO,N/A,NGO,10,40%,N/A,"$56,831.00",20,8,"$61,728.00",20,8,"$66,884.00",20,8,"$72,074.00",20,8,No answer,NGO,84,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,More than 30 days of starting program,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Required,No,No,No,"1500 San Pablo St, Los Angeles, CA 90033",,,(12 wks ),,No,,,,,,,,4,N/A,NGO,"$77,126.00",20,8,,,,,
0,https://freida.ama-assn.org/program/2800521017,,,5,5,No,Yes,June,Yes,No,https://www.uclahealth.org/head-neck-surgery/,Not Available,"Michael A Holliday
MD
UCLA Med Ctr
CHS 62-129
10833 Le Conte Ave
Los Angeles, CA 90095
Tel: (310) 825-4949
Fax: (310) 206-1393
E-mail: maholliday@mednet.ucla.edu","Nicole  Santos
UCLA Med Ctr
CHS 62-129
10833 Le Conte Ave
Los Angeles, CA 90095-1624
Tel: (310) 794-8492
Fax: (310) 206-7186
E-mail: hnmeded@mednet.ucla.edu",2800521017,"UCLA Med Ctr, CHS 62-129, 10833 Le Conte Ave, Los Angeles, CA 90095","10833 Le Conte Ave, Los Angeles, CA 90024","757 Westwood Plaza, Los Angeles, CA 90095","14445 Olive View Dr, Sylmar, CA 91342-1495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4650 Sunset Blvd, Los Angeles, CA 90027-5693","1000 W Carson St, Torrance, CA 90509-7360","1250 16th St, Santa Monica, CA 90404",,,,,"11301 Wilshire Blvd, Los Angeles, CA 90073-2128",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2800522020,Community-based university affiliated,Kaiser Permanente Oakland Medical Center,5,5,No,Yes,June,Yes,No,http://residency-ncal.kp.org,Not Available,"Megan  Durr
MD
Kaiser Permanente Oakland Med Ctr
Dept of Head and Neck Surgery
275 W MacArthur Blvd
Oakland, CA 94611
Tel: (510) 752-1190
Fax:
E-mail: megan.durr@kp.org","Antoinette  Niblett
Kaiser Permanente Oakland Med Ctr
Graduate Med Education Ste 43
3600 Broadway
Oakland, CA 94611
Tel: (510) 752-1935
Fax: (510) 752-1571
E-mail: antoinette.m.niblett@kp.org",2800522020,"Kaiser Permanente Oakland Med Ctr, Dept of Head and Neck Surgery, 275 W MacArthur Blvd, Oakland, CA 94611","1800 Harrison St, Oakland, CA 94612-2298","280 W MacArthur Blvd, Oakland, CA 94611-5693","2425 Geary Blvd, San Francisco, CA 94115-3395",,2,2,2,2,No,No,"Yes , Codes: 1042280C0",No,10/25/2020,12/9/2020 - 1/26/2021_11/17/2021 - 1/26/2022,9/1/2021,10/26/2021,Yes,42,No,No,3,No,Yes,230_220__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,Yes,No,27,19,0,0,27,19,25.9,2.7 to 1,60,16,1,Yes,,100,0,0,33.3,66.6,Other for week(s),17,Every third night for 5 month(s),17,Every third night for 4 month(s),17,Every third night for 7 month(s),17,8,80%,N/A,"$69,047.00",15,NGO,"$72,747.00",15,NGO,"$77,372.00",15,NGO,"$81,895.00",15,NGO,Yes,NGO,NGO,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,"1411 E 31st St, Oakland, CA 94602-2180","1150 Veterans Blvd, Redwood City, CA 94063-1994","27400 Hesperian Blvd, Hayward, CA 94545",(16 wks ),,No,,"2500 Merced St, San Leandro, CA 94577",,,,,,2,Every third night for 8 month(s),17,"$88,603.00",15,NGO,,,,,
0,https://freida.ama-assn.org/program/2800521014,University-based,University of California (Irvine) Medical Center,5,5,Yes,Yes,"June,July",Yes,No,http://www.ent.uci.edu/residents/index.asp,Not Available,"Tjoson  Tjoa
MD
UC Irvine Med Ctr
ZOT 5386
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-5853
Fax: (714) 456-5747
E-mail: tjoat@uci.edu","Sun  Ito
UC Irvine Med Ctr
ZOT 5386
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-5853
Fax: (714) 456-5747
E-mail: slito@uci.edu",2800521014,"UC Irvine Med Ctr, ZOT 5386, 101 The City Dr S, Orange, CA 92868","200 E Manchester St, Orange, CA 92868","5901 E 7th St, Long Beach, CA 90822-5201","455 S Main St, Orange, CA 92868",,3,2,3,2,No,No,"Yes , Codes: 1043280C0",No,,-_-,,,Yes,36,No,No,3,No,Yes,___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,16,2,2,0,18,2,12.5,1.3 to 1,70,28,1,No,,94.8,5.1,0,23,76.9,N/A,0,Once per week for 3 month(s),13,N/A,13,N/A,13,3,33%,0%,"$57,233.00",20,8,"$59,130.00",20,8,"$61,453.00",20,8,"$63,879.00",20,8,No,NGO,NGO,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Required,Yes,Yes,No,"441 Lakeview Ave, Anaheim, CA 92807",,,(12 wks ),,No,,,,,,,,3,N/A,13,"$66,493.00",20,8,,,,,
0,https://freida.ama-assn.org/program/2800521013,University-based,University of California Davis Health,5,5,Yes,Yes,June,Yes,No,http://www.ucdmc.ucdavis.edu/otolaryngology,Not Available,"Rodney C Diaz
MD
UC Davis Med Ctr
Dept of Otolaryngology Ste 7200
2521 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-5005
Fax: (916) 703-5011
E-mail: lyeeisbell@ucdavis.edu","Lisa  Yee-Isbell
BS
UC Davis Med Ctr
Dept of Otolaryngology Ste 7200
2521 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-5005
Fax: (916) 703-5011
E-mail: lyeeisbell@ucdavis.edu",2800521013,"UC Davis Med Ctr, Dept of Otolaryngology Ste 7200, 2521 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","6600 Bruceville Rd, Sacramento, CA 95823-2246",,3,3,3,3,No,No,"Yes , Codes: 1046280C0",No,,-_-,,,Yes,50,No,No,3,No,Yes,___,No,No Answer,No Answer,No Answer,No Answer,Not known,Yes,No,No,17,1,0,0,17,1,23.5,1.1 to 1,70,30,2,No,,100,0,0,35.5,64.4,Two times per week for 52 week(s),0,Two times per week for 52 week(s),0,Two times per week for 52 week(s),0,N/A,NGO,4,50%,N/A,"$57,233.00",20,10,"$59,130.00",20,10,"$61,453.00",20,10,"$63,878.00",20,10,No answer,24,NGO,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,No,"10535 Hospital Way, Mather, CA 95655",,,NGO (wks),,No,,,,,,,,3,N/A,NGO,"$66,492.00",20,10,,,,,
0,https://freida.ama-assn.org/program/2800521021,,,5,5,No,Yes,"June,July",Yes,No,http://medschool.ucsd.edu/OtolaryngologyResidency,Not Available,"Deborah  Watson
MD
UCSD Med Ctr
MC #8895
200 W Arbor Dr
San Diego, CA 92103
Tel: (858) 642-3405
Fax: (858) 552-7466
E-mail: debwatson@ucsd.edu","Norissa  Gastelum
BA
UCSD Med Ctr
MC #8895
200 W Arbor Dr
San Diego, CA 92103
Tel: (619) 543-1967
Fax:
E-mail: nagastelum@ucsd.edu",2800521021,"UCSD Med Ctr, MC #8895, 200 W Arbor Dr, San Diego, CA 92103","200 W Arbor Dr, San Diego, CA 92103-2180","10666 N Torrey Pines Rd, La Jolla, CA 92037-1093","3020 Children's Way, San Diego, CA 92123-4282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3350 La Jolla Village Dr, San Diego, CA 92161-4223","4647 Zion Ave, San Diego, CA 92120",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2800511007,,,5,5,Yes,Yes,"July,August",Yes,Yes,,Not Available,"Christopher M Johnson
MD
Naval Med Ctr San Diego
Dept of Otolaryngology
34800 Bob Wilson Dr
San Diego, CA 92134-2200
Tel: (619) 532-5617
Fax: (619) 532-6088
E-mail: jeremy.l.westbrook.civ@mail.mil","Jeremy L Westbrook
MBA
Naval Med Ctr San Diego
Ste 200
34520 Bob Wilson Dr
San Diego, CA 92134-2200
Tel: (619) 532-5617
Fax: (619) 532-6088
E-mail: jeremy.l.westbrook.civ@mail.mil",2800511007,"Naval Med Ctr San Diego, Dept of Otolaryngology, 34800 Bob Wilson Dr, San Diego, CA 92134-2200","34800 Bob Wilson Dr, San Diego, CA 92134-5000","4077 Fifth Ave, San Diego, CA 92103-2180","3020 Children's Way, San Diego, CA 92123-4282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4647 Zion Ave, San Diego, CA 92120","1515 Holcombe Blvd, Houston, TX 77030",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2800521022,,,5,5,Yes,Yes,June,Yes,No,http://ohns.ucsf.edu/residency-program,Not Available,"Steven D Pletcher
MD
UCSF Med Ctr
Dept of Otolaryngology-HNS
2233 Post St
San Francisco, CA 94115
Tel: (415) 476-4952
Fax: (415) 885-7546
E-mail: pranathi.sundaram@ucsf.edu","Pranathi  Sundaram
UCSF Med Ctr
Dept of Otolaryngology-HNS 3rd Fl
2233 Post St
San Francisco, CA 94115-1225
Tel: (415) 476-4952
Fax: (415) 885-7546
E-mail: pranathi.sundaram@ucsf.edu",2800521022,"UCSF Med Ctr, Dept of Otolaryngology-HNS, 2233 Post St, San Francisco, CA 94115","500 Parnassus Ave, San Francisco, CA 94143-0474","500 Parnassus Ave, San Francisco, CA 94143-0296","4150 Clement St, San Francisco, CA 94121-1598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1001 Potrero Ave, San Francisco, CA 94110",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2800521023,University-based,Stanford Health Care,5,5,No,Yes,June,Yes,No,http://med.stanford.edu/ohns.html,Not Available,"Kwang  Sung
MD, MS
Stanford Univ Med Ctr
Dept of Otolaryngology 2nd Fl
801 Welch Rd
Stanford, CA 94305
Tel: (650) 725-6500
Fax: (650) 725-8502
E-mail: kwangs@stanford.edu","Erika  Shimahara
MA, MT
Stanford Univ Med Ctr
Dept of Otolaryngology 2nd Fl
801 Welch Rd
Stanford, CA 94305-5739
Tel: (650) 736-1455
Fax: (650) 725-8502
E-mail: eshimahara@stanford.edu",2800521023,"Stanford Univ Med Ctr, Dept of Otolaryngology 2nd Fl, 801 Welch Rd, Stanford, CA 94305","300 Pasteur Dr, Stanford, CA 94305-4007","3801 Miranda Ave, Palo Alto, CA 94304-1207","751 S Bascom Ave, San Jose, CA 95128-2180",,5,5,7,5,No,No,"Yes , Codes: 1820280C0,1820280C1",No,10/25/2020,1/12/2021 - 1/13/2021_-,,10/1/2021,Yes,47,No,No,3,No,Yes,___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,Yes,No,42,3,0,0,42,3,35.7,1.5 to 1,65,24,1.5,Yes,,93.9,6,0,31.8,68.1,N/A,0,N/A,NGO,N/A,NGO,N/A,NGO,3,NGO,N/A,"$68,385.00",15,NGO,"$71,856.00",15,NGO,"$77,319.00",15,NGO,"$81,690.00",15,NGO,Yes,NGO,NGO,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Required,Yes,No,Yes,"725 Welch Rd, Palo Alto, CA 94304",,,(12 wks ),,Yes,,,,,,,,5,N/A,NGO,"$86,810.00",15,NGO,,,,,
0,https://freida.ama-assn.org/program/2800721024,University-based,University of Colorado Hospital,5,5,No,Yes,June,Yes,No,http://medschool.ucdenver.edu/otolaryngology,Not Available,"Cristina  Cabrera-Muffly
MD
Univ of Colorado Denver Sch of Med
Dept of Otolaryngology MS B205
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-1965
Fax: (303) 724-1961
E-mail: vicki.muscatello@cuanschutz.edu","Vicki M Muscatello
Univ of Colorado Denver Sch of Med
Dept of Otolaryngology MS B205
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-1965
Fax: (303) 724-1961
E-mail: vicki.muscatello@cuanschutz.edu",2800721024,"Univ of Colorado Denver Sch of Med, Dept of Otolaryngology MS B205, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722",,4,4,6,4,No,No,"Yes , Codes: 1076280C0,1076280C1",No,11/15/2020,1/7/2021 - 1/21/2021_12/2/2021 - 12/16/2021,9/1/2021,9/15/2021,Yes,60,No,No,3,No,Yes,200___,No,236-245,No,No,No Answer,"Desired, with some exceptions",Yes,Yes,Yes,35,7,0,0,35,7,31.4,1.6 to 1,60,24,1.3,No,Yes,100,0,0,55.2,44.7,Every fourth night for 12 month(s),0,N/A,9,N/A,6,N/A,9,5,50%,0%,"$58,027.00",15,Not Available,"$60,285.00",20,Not Available,"$62,725.00",20,Not Available,"$65,756.00",20,Not Available,Yes,30,0,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Required,Yes,Yes,No,"777 Bannock St, Denver, CO 80204-4507","13123 E 16th Ave, Aurora, CO 80045",,(16 wks ),,,,,,,,,,3,N/A,9,"$68,168.00",20,Not Available,,,,,
0,https://freida.ama-assn.org/program/2800821025,University-based,Univ of Connecticut Health Center/John Dempsey Hospital,5,5,No,Yes,July,Yes,No,https://health.uconn.edu/graduate-medical-education/?p=2647,Not Available,"Kourosh  Parham
MD, PhD
Univ of Connecticut Health Ctr
Div Otolaryngology-H&N Surgery
263 Farmington Ave
Farmington, CT 06030
Tel: (860) 679-6652
Fax: (860) 679-8892
E-mail: parham@uchc.edu","Suzie  Kubis
Univ of Connecticut Health Ctr
Div Otolaryngology-H&N Surgery
263 Farmington Ave
Farmington, CT 06030-8083
Tel: (860) 679-6522
Fax: (860) 679-8892
E-mail: kubis@uchc.edu",2800821025,"Univ of Connecticut Health Ctr, Div Otolaryngology-H&N Surgery, 263 Farmington Ave, Farmington, CT 06030","263 Farmington Ave, Farmington, CT 06030-1925","263 Farmington Ave, Farmington, CT 06030-3802","80 Seymour St, Hartford, CT 06102",Our program is designed to increase your confidence and independence while developing and maturing your procedural skills. There are no areas of weakness in our clinical training with supervision provided by a diverse group of attendings which will help prepare you for the next phase of your career. Maintaining a balance between resident personal and professional aspirations is one of our priorities because your quality of life should not be negatively impacted by the demands of residency.,2,3,2,3,No,No,"Yes , Codes: 1094280C0",No,10/25/2020,12/11/2020 - 12/12/2020_12/10/2021 - 12/11/2021,9/15/2021,10/25/2021,Yes,40,No,No,3,No,Yes,230_230_540_540,Yes,Greater than 245,Yes,Yes,Greater than 600,Required,No,No,No,11,0,2,0,13,0,36.3,1.0 to 1,60,24,1,Yes,,100,0,0,50,50,N/A,24,N/A,48,N/A,48,N/A,48,5,30%,N/A,"$60,490.00",15,14,"$62,200.00",15,14,"$64,600.00",15,14,"$67,900.00",15,14,Yes,15,112,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Required,Yes,Yes,Yes,"282 Washington St, Hartford, CT 06106-3316","114 Woodland St, Hartford, CT 06105-9317",,(26 wks ),,No,,,,,,,,2,N/A,48,"$70,180.00",15,14,,,,,
