,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Murder,Rape,Robbery,Burglary,Theft,Motor Vehicle Theft,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+,Assault vs. National,Murder vs. National,Rape vs. National,Robbery vs. National,Burglary vs. National,Theft vs. National,Motor Vehicle Theft vs. National
0,https://www.niche.com/places-to-live/c/sandusky-county-oh/,B minus,B minus,B+,B,B minus,B,C+,A minus,B+,B+,B+,"Sandusky County is located in Ohio with a population of 59,029. In Sandusky County, most residents own their homes. Many families live in Sandusky County and residents tend to lean conservative.",,,,,,,,0.27,0.73,,,,,,,,0.12,0.11,0.08,0.11,0.12,0.13,0.15,0.18,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.42,0.5555555555555554,0.1,-0.16666666666666663,,,,,,,,0.028999999999999998,0.114,0.006999999999999999,0.84,0.1,0.02,0.03,0.0,0.0,0.0,0.0,0.5,0.5,0.19,0.21,0.28,0.26,0.06,0.26,0.33,0.28,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/daviess-county-in/,B,B+,B+,B,C+,B,B minus,A minus,B,B,B+,"Daviess County is located in Indiana with a population of 33,120. In Daviess County, most residents own their homes. Many families live in Daviess County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.17,0.13,0.09,0.13,0.11,0.11,0.12,0.15,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.27,-0.06896551724137923,0.34,0.2592592592592593,0.26,1.166666666666667,,,1,1,0,0,0,0.023,0.11900000000000001,0.024,0.92,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.21,0.19,0.27,0.26,0.08,0.28,0.31,0.27,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/monroe-county-pa/,B,C minus,A minus,B+,A minus,C+,C,C,B+,A,C+,"Monroe County is located in Pennsylvania with a population of 168,032. In Monroe County, most residents own their homes. Many young professionals live in Monroe County and residents tend to have moderate political views.",,,,,,,,0.23,0.77,,,,,,,,0.1,0.1,0.11,0.11,0.11,0.15,0.16,0.17,0.09,-0.25,0.16,-0.20000000000000007,0.3,0.034482758620689724,0.35,0.29629629629629606,0.1,-0.16666666666666663,,,4,4,4,0,0,0.04,0.11199999999999999,0.028999999999999998,0.66,0.16,0.02,0.14,0.0,0.02,0.0,0.0,0.49,0.51,0.17,0.17,0.23,0.31,0.12,0.28,0.3,0.25,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/lycoming-county-pa/,B,B minus,A minus,B,C+,C+,C+,B,B,A minus,A minus,"Lycoming County is located in Pennsylvania with a population of 114,330. In Lycoming County, most residents own their homes. Many young professionals live in Lycoming County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,0.11,0.1,0.09,0.13,0.11,0.13,0.14,0.19,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.1,-0.16666666666666663,,,2,0,0,0,0,0.032,0.136,0.01,0.91,0.02,0.02,0.05,0.0,0.01,0.0,0.0,0.49,0.51,0.22,0.2,0.23,0.28,0.06,0.29,0.32,0.25,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/jackson-county-in/,B minus,B,B+,B,B minus,B,B minus,A minus,B+,B+,B,"Jackson County is located in Indiana with a population of 44,025. In Jackson County, most residents own their homes. Many families live in Jackson County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,0.13,0.11,0.07,0.13,0.13,0.13,0.13,0.16,0.06,-0.5,0.11,-0.45000000000000007,0.29,0.0,0.42,0.5555555555555554,0.13,0.08333333333333348,,,0,1,0,0,0,0.027999999999999997,0.146,0.032,0.88,0.07,0.01,0.01,0.0,0.02,0.0,0.0,0.5,0.5,0.21,0.24,0.23,0.25,0.07,0.29,0.31,0.28,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/brown-county-in/,B,B+,C,B,C,B+,B minus,B+,B+,B+,C minus,"Brown County is located in Indiana with a population of 15,064. In Brown County, most residents own their homes. Many retirees live in Brown County and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,0.09,0.09,0.06,0.09,0.1,0.14,0.18,0.24,0.12,0.0,0.17,-0.15000000000000002,0.3,0.034482758620689724,0.33,0.2222222222222221,0.08,-0.33333333333333326,,,1,0,0,0,0,0.026000000000000002,0.091,0.006,0.96,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.49,0.51,0.2,0.18,0.2,0.31,0.11,0.26,0.31,0.23,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/jack-county-tx/,B,A minus,C+,B,B+,B,B+,A minus,C+,C+,C,"Jack County is located in Texas with a population of 8,852. In Jack County, most residents own their homes. Residents of Jack County tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,0.1,0.11,0.1,0.14,0.13,0.13,0.12,0.17,0.05,-0.5833333333333333,0.09,-0.55,0.29,0.0,0.4,0.4814814814814814,0.18,0.5,,,,,,,,0.021,0.161,0.038,0.77,0.17,0.01,0.05,0.0,0.0,0.0,0.0,0.57,0.43,0.27,0.19,0.24,0.23,0.07,0.33,0.27,0.23,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/lumpkin-county-ga/,B+,B minus,B+,B minus,C+,B+,B minus,B,B,B minus,C+,"Lumpkin County is located in Georgia with a population of 32,402. In Lumpkin County, most residents own their homes. Many young professionals live in Lumpkin County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.1,0.08,0.19,0.11,0.1,0.11,0.13,0.17,0.11,-0.08333333333333326,0.16,-0.20000000000000007,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.15,0.25,,,0,1,0,0,0,0.027000000000000003,0.152,0.024,0.91,0.05,0.01,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.24,0.2,0.23,0.26,0.07,0.37,0.29,0.22,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/toombs-county-ga/,B minus,B minus,B,B minus,A,C+,B+,A minus,C,C,B+,"Toombs County is located in Georgia with a population of 26,972. In Toombs County, most residents own their homes. Many families live in Toombs County and residents tend to be conservative.",,,,,,,,0.39,0.61,,,,,,,,0.14,0.13,0.08,0.13,0.12,0.12,0.12,0.16,0.08,-0.33333333333333326,0.08,-0.6000000000000001,0.26,-0.10344827586206884,0.38,0.40740740740740744,0.2,0.6666666666666667,,,0,0,2,0,0,0.051,0.22899999999999998,0.035,0.6,0.12,0.01,0.26,0.0,0.01,0.0,0.0,0.46,0.54,0.34,0.21,0.19,0.2,0.06,0.35,0.32,0.21,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/pueblo-county-co/,B,C,A minus,B,A,C,B+,C,A minus,B+,B+,"Pueblo County is located in Colorado with a population of 165,982. In Pueblo County, most residents own their homes. Many families and young professionals live in Pueblo County and residents tend to have moderate political views.",,,,,,,,0.35,0.65,,,,,,,,0.12,0.11,0.09,0.13,0.12,0.12,0.13,0.18,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.39,0.3448275862068968,0.29,0.07407407407407396,0.1,-0.16666666666666663,,,14,15,16,1,2,0.043,0.188,0.016,0.52,0.43,0.02,0.02,0.01,0.01,0.0,0.0,0.49,0.51,0.26,0.22,0.21,0.24,0.06,0.32,0.31,0.24,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/clay-county-in/,B+,A minus,B+,B+,C,B,C+,A,C+,B,C,"Clay County is located in Indiana with a population of 26,234. In Clay County, most residents own their homes. Many families live in Clay County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.12,0.11,0.08,0.12,0.12,0.13,0.15,0.18,0.05,-0.5833333333333333,0.12,-0.4,0.31,0.06896551724137945,0.44,0.6296296296296295,0.09,-0.25,,,1,0,0,0,0,0.026000000000000002,0.126,0.003,0.96,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.19,0.22,0.26,0.28,0.05,0.27,0.31,0.29,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/snohomish-county-wa/,B minus,D+,A minus,B+,A minus,B+,B minus,D minus,A,A+,C+,"Snohomish County is located in Washington with a population of 798,808. In Snohomish County, most residents own their homes. Many families and young professionals live in Snohomish County and residents tend to lean liberal.",,,,,,,,0.33,0.67,,,,,,,,0.13,0.1,0.08,0.15,0.14,0.14,0.13,0.13,0.11,-0.08333333333333326,0.22,0.09999999999999987,0.36,0.24137931034482762,0.23,-0.14814814814814814,0.08,-0.33333333333333326,,,21,36,28,6,3,0.027999999999999997,0.075,0.076,0.7,0.1,0.05,0.03,0.01,0.11,0.01,0.0,0.5,0.5,0.11,0.12,0.2,0.37,0.21,0.21,0.23,0.26,0.29,,,,,,,
0,https://www.niche.com/places-to-live/c/howard-county-tx/,C,B,B+,B minus,A,B,A minus,A minus,C+,C,B+,"Howard County is located in Texas with a population of 36,349. In Howard County, most residents own their homes. Many families live in Howard County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,0.12,0.1,0.1,0.15,0.15,0.13,0.12,0.13,0.04,-0.6666666666666666,0.09,-0.55,0.34,0.1724137931034484,0.34,0.2592592592592593,0.2,0.6666666666666667,,,,,,,,0.044000000000000004,0.171,0.099,0.49,0.43,0.02,0.05,0.01,0.01,0.0,0.0,0.55,0.45,0.22,0.21,0.22,0.27,0.08,0.32,0.32,0.21,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/henderson-county-tx/,B minus,B,B,B,B,B,B+,B+,B minus,B,C,"Henderson County is located in Texas with a population of 81,070. In Henderson County, most residents own their homes. Many retirees live in Henderson County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.11,0.11,0.08,0.11,0.11,0.12,0.15,0.22,0.06,-0.5,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.34,0.2592592592592593,0.16,0.3333333333333335,,,0,1,0,0,0,0.026000000000000002,0.16899999999999998,0.034,0.78,0.13,0.01,0.06,0.01,0.01,0.0,0.0,0.49,0.51,0.26,0.22,0.22,0.23,0.08,0.31,0.34,0.21,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/livingston-county-ny/,B+,B minus,A minus,B,C+,B,C,B minus,B+,A minus,B,"Livingston County is located in New York with a population of 63,591. In Livingston County, most residents own their homes. Many young professionals live in Livingston County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.09,0.09,0.15,0.11,0.11,0.14,0.15,0.17,0.12,0.0,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.32,0.18518518518518512,0.09,-0.25,,,0,1,0,0,0,0.023,0.131,0.02,0.91,0.04,0.01,0.03,0.0,0.01,0.0,0.0,0.5,0.5,0.2,0.18,0.24,0.3,0.08,0.31,0.26,0.29,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/lawrence-county-il/,C,B+,B,C+,B minus,B,B minus,A,B+,B,B,"Lawrence County is located in Illinois with a population of 16,033. In Lawrence County, most residents own their homes. Residents of Lawrence County tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.1,0.08,0.08,0.14,0.14,0.13,0.14,0.19,0.05,-0.5833333333333333,0.1,-0.5,0.35,0.2068965517241379,0.35,0.29629629629629606,0.15,0.25,,,1,0,0,0,0,0.036000000000000004,0.16,0.013999999999999999,0.85,0.04,0.02,0.08,0.01,0.01,0.0,0.0,0.54,0.46,0.24,0.24,0.21,0.25,0.05,0.31,0.32,0.23,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/luce-county-mi/,C,B+,B,B minus,B,B+,D+,A minus,B,B+,B+,"Luce County is located in Michigan with a population of 6,338. In Luce County, most residents own their homes. Many retirees live in Luce County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,0.09,0.07,0.08,0.12,0.13,0.14,0.15,0.21,0.06,-0.5,0.12,-0.4,0.33,0.13793103448275867,0.37,0.37037037037037024,0.12,0.0,,,,,,,,0.032,0.171,0.01,0.78,0.03,0.06,0.07,0.06,0.01,0.0,0.0,0.59,0.41,0.21,0.28,0.22,0.25,0.03,0.34,0.33,0.24,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/montgomery-county-nc/,C+,B,C,B,A,B,B+,A minus,C minus,B,C+,"Montgomery County is located in North Carolina with a population of 27,252. In Montgomery County, most residents own their homes. Many retirees live in Montgomery County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.11,0.11,0.08,0.11,0.1,0.14,0.15,0.2,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.29,0.0,0.35,0.29629629629629606,0.21,0.75,,,,,,,,0.021,0.174,0.062,0.63,0.15,0.02,0.18,0.0,0.01,0.0,0.0,0.49,0.51,0.27,0.23,0.25,0.19,0.06,0.31,0.35,0.24,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/fremont-county-wy/,B,C+,B,B,A minus,C+,C+,C,B+,B+,A,"Fremont County is located in Wyoming with a population of 39,812. In Fremont County, most residents own their homes. Many families and young professionals live in Fremont County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.14,0.12,0.08,0.12,0.11,0.12,0.14,0.18,0.09,-0.25,0.16,-0.20000000000000007,0.38,0.3103448275862071,0.3,0.11111111111111094,0.08,-0.33333333333333326,,,,,,,,0.037000000000000005,0.127,0.005,0.7,0.07,0.03,0.01,0.19,0.0,0.0,0.0,0.5,0.5,0.19,0.21,0.24,0.27,0.09,0.3,0.3,0.25,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/stephens-county-ok/,B minus,B,B,B minus,B,B minus,A minus,A minus,B+,D+,B,"Stephens County is located in Oklahoma with a population of 43,647. In Stephens County, most residents own their homes. Many families and retirees live in Stephens County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,0.13,0.11,0.07,0.12,0.12,0.12,0.14,0.19,0.05,-0.5833333333333333,0.12,-0.4,0.28,-0.0344827586206895,0.42,0.5555555555555554,0.13,0.08333333333333348,,,1,0,0,0,0,0.038,0.141,0.013999999999999999,0.8,0.08,0.05,0.02,0.05,0.01,0.0,0.0,0.48,0.52,0.25,0.23,0.23,0.23,0.07,0.31,0.32,0.23,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/wood-county-tx/,B+,B+,B,B minus,B,B,B+,B+,B minus,C+,C+,"Wood County is located in Texas with a population of 44,366. In Wood County, most residents own their homes. Many retirees live in Wood County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,0.1,0.09,0.08,0.09,0.1,0.12,0.15,0.27,0.05,-0.5833333333333333,0.12,-0.4,0.35,0.2068965517241379,0.33,0.2222222222222221,0.15,0.25,,,,,,,,0.027000000000000003,0.145,0.019,0.82,0.1,0.01,0.05,0.01,0.01,0.0,0.0,0.5,0.5,0.24,0.2,0.21,0.27,0.07,0.31,0.32,0.21,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/baldwin-county-ga/,D+,C,B+,C+,A minus,C+,B+,B+,B+,B,B+,"Baldwin County is located in Georgia with a population of 45,111. In Baldwin County, most residents own their homes. Residents of Baldwin County tend to have moderate political views.",,,,,,,,0.42,0.58,,,,,,,,0.11,0.08,0.19,0.12,0.1,0.12,0.13,0.15,0.1,-0.16666666666666663,0.13,-0.35,0.27,-0.06896551724137923,0.35,0.29629629629629606,0.14,0.16666666666666674,,,1,1,2,0,0,0.044000000000000004,0.23399999999999999,0.016,0.52,0.02,0.01,0.42,0.0,0.02,0.0,0.0,0.51,0.49,0.33,0.18,0.21,0.23,0.05,0.37,0.3,0.22,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/columbia-county-ar/,B minus,B minus,C,B minus,A minus,C,B,A minus,C+,C+,A minus,"Columbia County is located in Arkansas with a population of 23,776. In Columbia County, most residents own their homes. Many young professionals live in Columbia County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.12,0.09,0.17,0.11,0.11,0.11,0.12,0.17,0.07,-0.41666666666666663,0.13,-0.35,0.25,-0.13793103448275856,0.42,0.5555555555555554,0.14,0.16666666666666674,,,,,,,,0.061,0.249,0.011000000000000001,0.59,0.03,0.01,0.36,0.0,0.01,0.0,0.0,0.48,0.52,0.36,0.22,0.2,0.18,0.04,0.4,0.32,0.17,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/jackson-county-mn/,B minus,A minus,B,B minus,C+,B,C minus,A minus,B minus,C minus,B+,"Jackson County is located in Minnesota with a population of 9,954. In Jackson County, most residents own their homes. Many retirees live in Jackson County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,0.11,0.11,0.07,0.1,0.12,0.12,0.16,0.22,0.04,-0.6666666666666666,0.18,-0.10000000000000009,0.37,0.27586206896551735,0.33,0.2222222222222221,0.07,-0.41666666666666663,,,,,,,,0.018000000000000002,0.078,0.017,0.92,0.04,0.01,0.0,0.0,0.02,0.0,0.0,0.51,0.49,0.15,0.22,0.27,0.29,0.08,0.23,0.3,0.32,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/kennebec-county-me/,B minus,B minus,B+,B+,C,B,C minus,B,A minus,A,B minus,"Kennebec County is located in Maine with a population of 121,753. In Kennebec County, most residents own their homes. Many young professionals live in Kennebec County and residents tend to have moderate political views.",,,,,,,,0.29,0.71,,,,,,,,0.1,0.1,0.08,0.12,0.11,0.14,0.16,0.19,0.11,-0.08333333333333326,0.17,-0.15000000000000002,0.32,0.10344827586206917,0.33,0.2222222222222221,0.07,-0.41666666666666663,,,3,3,3,0,0,0.025,0.128,0.011000000000000001,0.95,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.49,0.51,0.22,0.2,0.22,0.28,0.08,0.28,0.3,0.27,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/montgomery-county-ms/,B,B+,C,B+,A minus,C+,B,A,C minus,C+,C,"Montgomery County is located in Mississippi with a population of 10,068. In Montgomery County, most residents own their homes. Many retirees live in Montgomery County and residents tend to lean conservative.",,,,,,,,0.31,0.69,,,,,,,,0.12,0.11,0.06,0.13,0.11,0.12,0.15,0.21,0.07,-0.41666666666666663,0.12,-0.4,0.25,-0.13793103448275856,0.33,0.2222222222222221,0.22,0.8333333333333335,,,0,1,2,0,0,0.038,0.264,0.008,0.52,0.01,0.02,0.44,0.0,0.0,0.0,0.0,0.47,0.53,0.35,0.22,0.26,0.14,0.03,0.36,0.32,0.23,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/augusta-county-va/,B,B,B minus,B,C+,B minus,B,B,B+,A minus,C+,"Augusta County is located in Virginia with a population of 75,079. In Augusta County, most residents own their homes. Many young professionals and retirees live in Augusta County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,0.09,0.1,0.07,0.11,0.12,0.14,0.15,0.2,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.26,-0.10344827586206884,0.39,0.4444444444444444,0.13,0.08333333333333348,,,3,20,19,2,1,0.022000000000000002,0.086,0.013999999999999999,0.91,0.03,0.01,0.04,0.0,0.01,0.0,0.0,0.51,0.49,0.17,0.18,0.26,0.32,0.08,0.25,0.31,0.29,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/richland-county-nd/,B,A minus,B+,B,C+,A minus,C,A minus,C+,B minus,B,"Richland County is located in North Dakota with a population of 16,254. In Richland County, most residents own their homes. Many young professionals live in Richland County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.12,0.1,0.14,0.12,0.11,0.11,0.15,0.17,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.42,0.4482758620689655,0.27,0.0,0.09,-0.25,,,,,,,,0.02,0.10800000000000001,0.003,0.91,0.03,0.03,0.01,0.02,0.0,0.0,0.0,0.52,0.48,0.2,0.19,0.2,0.32,0.09,0.28,0.27,0.29,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/hutchinson-county-tx/,B+,A minus,B,B minus,A minus,B minus,A minus,A minus,C+,D minus,B+,"Hutchinson County is located in Texas with a population of 21,344. In Hutchinson County, most residents own their homes. Many families live in Hutchinson County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,0.14,0.12,0.09,0.12,0.12,0.12,0.14,0.16,0.03,-0.75,0.11,-0.45000000000000007,0.37,0.27586206896551735,0.34,0.2592592592592593,0.14,0.16666666666666674,,,,,,,,0.038,0.145,0.024,0.7,0.23,0.02,0.01,0.02,0.0,0.01,0.0,0.5,0.5,0.24,0.2,0.23,0.26,0.07,0.33,0.3,0.22,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/oglethorpe-county-ga/,B+,B,C minus,B+,B+,B+,B,A minus,B minus,B+,D+,"Oglethorpe County is located in Georgia with a population of 14,931. In Oglethorpe County, most residents own their homes. Many families live in Oglethorpe County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.13,0.1,0.07,0.11,0.13,0.14,0.13,0.19,0.08,-0.33333333333333326,0.09,-0.55,0.24,-0.1724137931034483,0.39,0.4444444444444444,0.2,0.6666666666666667,,,0,3,1,2,0,0.03,0.128,0.008,0.76,0.05,0.02,0.18,0.0,0.0,0.0,0.0,0.51,0.49,0.29,0.18,0.25,0.24,0.04,0.32,0.32,0.27,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/shelby-county-mo/,B+,A minus,B minus,B,C,B minus,B minus,A,B,C,B,"Shelby County is located in Missouri with a population of 6,013. In Shelby County, most residents own their homes. Many retirees live in Shelby County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.13,0.11,0.07,0.1,0.11,0.11,0.15,0.21,0.06,-0.5,0.12,-0.4,0.29,0.0,0.43,0.5925925925925926,0.09,-0.25,,,,,,,,0.013000000000000001,0.163,0.002,0.95,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.5,0.5,0.28,0.23,0.22,0.22,0.05,0.32,0.35,0.23,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/jackson-county-mi/,B minus,B,A minus,B,B,B minus,C,B+,B+,B+,B,"Jackson County is located in Michigan with a population of 158,636. In Jackson County, most residents own their homes. Many families and young professionals live in Jackson County and residents tend to lean conservative.",,,,,,,,0.27,0.73,,,,,,,,0.12,0.1,0.09,0.12,0.12,0.14,0.14,0.17,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.36,0.24137931034482762,0.33,0.2222222222222221,0.09,-0.25,,,2,18,26,3,1,0.035,0.136,0.009000000000000001,0.85,0.04,0.03,0.08,0.0,0.01,0.0,0.0,0.51,0.49,0.21,0.21,0.24,0.26,0.08,0.29,0.3,0.25,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/dodge-county-ga/,B,B+,C,B,A minus,C+,A minus,A,C+,C+,B minus,"Dodge County is located in Georgia with a population of 20,829. In Dodge County, most residents own their homes. Residents of Dodge County tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,0.1,0.1,0.09,0.12,0.14,0.14,0.14,0.17,0.04,-0.6666666666666666,0.1,-0.5,0.27,-0.06896551724137923,0.44,0.6296296296296295,0.14,0.16666666666666674,,,2,1,0,0,0,0.031,0.218,0.012,0.65,0.04,0.02,0.29,0.0,0.0,0.0,0.0,0.53,0.47,0.35,0.22,0.18,0.21,0.04,0.32,0.35,0.23,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/cedar-county-ne/,B,A minus,B,B minus,C,A,A,A,B minus,C minus,B+,"Cedar County is located in Nebraska with a population of 8,498. In Cedar County, most residents own their homes. Many retirees live in Cedar County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,0.14,0.11,0.07,0.09,0.1,0.11,0.16,0.21,0.06,-0.5,0.15,-0.2500000000000001,0.36,0.24137931034482762,0.35,0.29629629629629606,0.08,-0.33333333333333326,,,0,0,3,0,0,0.008,0.071,0.004,0.96,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.51,0.49,0.17,0.19,0.26,0.3,0.08,0.24,0.3,0.32,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/cass-county-tx/,B+,B+,C,B+,B+,B minus,B,A,C+,B,C,"Cass County is located in Texas with a population of 30,059. In Cass County, most residents own their homes. Many retirees live in Cass County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,0.12,0.1,0.07,0.1,0.11,0.13,0.14,0.22,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.26,-0.10344827586206884,0.43,0.5925925925925926,0.14,0.16666666666666674,,,0,1,1,2,0,0.04,0.184,0.012,0.76,0.04,0.01,0.17,0.0,0.01,0.0,0.0,0.48,0.52,0.27,0.23,0.22,0.22,0.05,0.29,0.35,0.24,0.12,,,,,,,
