"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCoPsy Measure Desc","MedCoPsy %","MedCoPsy Denominator","MedCoPsy Footnote","MedCoPsy Measure Start Date","MedCoPsy Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,Onondaga,Hours of physical-restraint use,0.17,91.84,22322,,Hours of seclusion use,0.11,57.29,22322,,Patients discharged on multiple antipsychotic medications with appropriate justification,97.00,30,,Screening for metabolic disorders (SMD),69,581,,Alcohol use brief intervention provided or offered,97,277,,97,277,,Alcohol and other drug use disorder treatment provided or offered at discharge,65,537,,62,537,,Tobacco use treatment provided or offered,87,629,,81,629,,Tobacco use treatment provided or offered at discharge,32,567,,30,567,,Transition record with specified elements received by discharged patients (TR1),8,1263,,Timely transmission of transition record (TR2),6,1263,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.2,130,,38.5,130,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,77.8,180,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,327,21.9,18.7,25.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),80,492,,10/01/2019,03/31/2020
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,Oneida,Hours of physical-restraint use,0.17,25.77,6245,,Hours of seclusion use,0.01,1.83,6245,,Patients discharged on multiple antipsychotic medications with appropriate justification,50.00,18,,Screening for metabolic disorders (SMD),87,280,,Alcohol use brief intervention provided or offered,3,32,,3,32,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,184,,95,184,,Tobacco use treatment provided or offered,41,262,,6,262,,Tobacco use treatment provided or offered at discharge,33,240,,0,240,,Transition record with specified elements received by discharged patients (TR1),67,320,,Timely transmission of transition record (TR2),57,320,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.6,91,,45.1,91,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,75.4,175,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,285,24.3,20.5,28.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),42,306,,10/01/2019,03/31/2020
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11571,Nassau,Hours of physical-restraint use,0.06,14.18,10020,,Hours of seclusion use,0.00,0,10020,,Patients discharged on multiple antipsychotic medications with appropriate justification,20.00,25,,Screening for metabolic disorders (SMD),85,457,,Alcohol use brief intervention provided or offered,94,196,,94,196,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,110,,96,110,,Tobacco use treatment provided or offered,61,211,,51,211,,Tobacco use treatment provided or offered at discharge,74,190,,2,190,,Transition record with specified elements received by discharged patients (TR1),89,627,,Timely transmission of transition record (TR2),82,627,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,73.4,94,,45.7,94,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,79.1,191,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,276,20.1,16.5,24.3,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),94,306,,10/01/2019,03/31/2020
330261,PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,Westchester,Hours of physical-restraint use,0.00,8.57,136944,,Hours of seclusion use,0.00,11.48,136944,,Patients discharged on multiple antipsychotic medications with appropriate justification,54.00,35,,Screening for metabolic disorders (SMD),89,289,,Alcohol use brief intervention provided or offered,90,41,,83,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,60,101,,59,101,,Tobacco use treatment provided or offered,91,111,,72,111,,Tobacco use treatment provided or offered at discharge,80,88,,53,88,,Transition record with specified elements received by discharged patients (TR1),90,420,,Timely transmission of transition record (TR2),88,420,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,77.2,79,,59.5,79,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,83.5,79,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,192,16.1,12.5,20.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,197,,10/01/2019,03/31/2020
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,Ontario,Hours of physical-restraint use,0.00,0,3146,,Hours of seclusion use,0.00,0,3146,,Patients discharged on multiple antipsychotic medications with appropriate justification,47.00,19,,Screening for metabolic disorders (SMD),81,205,,Alcohol use brief intervention provided or offered,74,62,,73,62,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,90,,56,90,,Tobacco use treatment provided or offered,76,106,,65,106,,Tobacco use treatment provided or offered at discharge,69,93,,53,93,,Transition record with specified elements received by discharged patients (TR1),28,427,,Timely transmission of transition record (TR2),20,427,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,79.2,48,,60.4,48,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,92.5,80,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,134,17.3,13.1,22.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),94,213,,10/01/2019,03/31/2020
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,Putnam,Hours of physical-restraint use,0.02,2.5,6586,,Hours of seclusion use,0.00,0,6586,,Patients discharged on multiple antipsychotic medications with appropriate justification,94.00,49,,Screening for metabolic disorders (SMD),93,333,,Alcohol use brief intervention provided or offered,94,79,,54,79,,Alcohol and other drug use disorder treatment provided or offered at discharge,79,115,,71,115,,Tobacco use treatment provided or offered,95,171,,73,171,,Tobacco use treatment provided or offered at discharge,1,155,,0,155,,Transition record with specified elements received by discharged patients (TR1),1,739,,Timely transmission of transition record (TR2),0,739,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,74,96,,62.5,96,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,86.6,119,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,238,20.2,16.5,24.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),92,306,,10/01/2019,03/31/2020
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,Monroe,Hours of physical-restraint use,0.80,539.17,28089,,Hours of seclusion use,1.04,700.92,28089,,Patients discharged on multiple antipsychotic medications with appropriate justification,15.00,13,,Screening for metabolic disorders (SMD),12,959,,Alcohol use brief intervention provided or offered,53,70,,53,70,,Alcohol and other drug use disorder treatment provided or offered at discharge,77,144,,35,144,,Tobacco use treatment provided or offered,73,147,,63,147,,Tobacco use treatment provided or offered at discharge,76,122,,64,122,,Transition record with specified elements received by discharged patients (TR1),0,55,,Timely transmission of transition record (TR2),0,55,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,70.8,144,,55.6,144,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,83.8,303,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,444,19,15.9,22.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),83,299,,10/01/2019,03/31/2020
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,Bronx,Hours of physical-restraint use,0.02,8.57,17940,,Hours of seclusion use,0.28,120.27,17940,,Patients discharged on multiple antipsychotic medications with appropriate justification,65.00,63,,Screening for metabolic disorders (SMD),87,503,,Alcohol use brief intervention provided or offered,63,63,,56,63,,Alcohol and other drug use disorder treatment provided or offered at discharge,90,237,,74,237,,Tobacco use treatment provided or offered,98,46,,91,46,,Tobacco use treatment provided or offered at discharge,49,43,,47,43,,Transition record with specified elements received by discharged patients (TR1),14,611,,Timely transmission of transition record (TR2),14,611,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.3,55,,38.2,55,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,68.8,128,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,164,20.3,16.0,25.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),38,148,,10/01/2019,03/31/2020
330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,Sullivan,Hours of physical-restraint use,0.00,0.01,5697,,Hours of seclusion use,0.00,0,5697,,Patients discharged on multiple antipsychotic medications with appropriate justification,54.00,46,,Screening for metabolic disorders (SMD),65,305,,Alcohol use brief intervention provided or offered,91,43,,91,43,,Alcohol and other drug use disorder treatment provided or offered at discharge,79,160,,38,160,,Tobacco use treatment provided or offered,55,309,,47,309,,Tobacco use treatment provided or offered at discharge,37,282,,35,282,,Transition record with specified elements received by discharged patients (TR1),91,495,,Timely transmission of transition record (TR2),90,495,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,29.1,79,,19,79,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,88.8,152,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,210,17.1,13.6,21.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),98,239,,10/01/2019,03/31/2020
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,Suffolk,Hours of physical-restraint use,0.69,207.98,12582,,Hours of seclusion use,0.00,0,12582,,Patients discharged on multiple antipsychotic medications with appropriate justification,33.00,33,,Screening for metabolic disorders (SMD),67,478,,Alcohol use brief intervention provided or offered,68,104,,58,104,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,94,,94,94,,Tobacco use treatment provided or offered,94,173,,54,173,,Tobacco use treatment provided or offered at discharge,35,138,,5,138,,Transition record with specified elements received by discharged patients (TR1),66,754,,Timely transmission of transition record (TR2),63,754,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.7,105,,48.6,105,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,82.2,208,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,309,17.8,14.5,21.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),90,360,,10/01/2019,03/31/2020
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,JOHNSON CITY,NY,13790,Broome,Hours of physical-restraint use,0.15,56.73,15833,,Hours of seclusion use,0.12,47.47,15833,,Patients discharged on multiple antipsychotic medications with appropriate justification,28.00,46,,Screening for metabolic disorders (SMD),73,389,,Alcohol use brief intervention provided or offered,91,131,,76,131,,Alcohol and other drug use disorder treatment provided or offered at discharge,63,227,,45,227,,Tobacco use treatment provided or offered,85,339,,33,339,,Tobacco use treatment provided or offered at discharge,34,321,,5,321,,Transition record with specified elements received by discharged patients (TR1),86,720,,Timely transmission of transition record (TR2),79,720,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,67.1,219,,47,219,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.4,285,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,591,15.9,13.5,18.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,179,,10/01/2019,03/31/2020
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,Queens,Hours of physical-restraint use,0.00,0,10963,,Hours of seclusion use,0.08,22,10963,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,102,,Screening for metabolic disorders (SMD),88,496,,Alcohol use brief intervention provided or offered,100,44,,100,44,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,378,,100,378,,Tobacco use treatment provided or offered,100,287,,100,287,,Tobacco use treatment provided or offered at discharge,100,287,,100,287,,Transition record with specified elements received by discharged patients (TR1),100,732,,Timely transmission of transition record (TR2),100,732,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48.6,35,,28.6,35,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,85.8,120,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,314,24.8,20.8,29.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,372,,10/01/2019,03/31/2020
330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,Kings,Hours of physical-restraint use,0.46,286.8,25971,,Hours of seclusion use,0.01,8.18,25971,,Patients discharged on multiple antipsychotic medications with appropriate justification,58.00,26,,Screening for metabolic disorders (SMD),80,450,,Alcohol use brief intervention provided or offered,85,88,,62,88,,Alcohol and other drug use disorder treatment provided or offered at discharge,75,306,,74,306,,Tobacco use treatment provided or offered,77,272,,56,272,,Tobacco use treatment provided or offered at discharge,63,260,,17,260,,Transition record with specified elements received by discharged patients (TR1),74,612,,Timely transmission of transition record (TR2),72,612,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,117,,18.8,117,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.8,202,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,275,20,16.4,24.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),70,290,,10/01/2019,03/31/2020
